BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,OTHER SERVICES,"17,808.34","9,916.88"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,SUPPLIES AND MATERIALS,"20,118.72","13,178.47"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,EQUIPMENT,"5,399.20","4,592.17"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,FRANKED MAIL,"1,765.88","1,368.81"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,PERSONNEL COMPENSATION,"481,865.00","242,555.55"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,TRAVEL,"7,561.91","5,436.44"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","31,765.89","17,777.32"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,PRINTING AND REPRODUCTION,"1,258.65","1,014.85"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,OTHER SERVICES,"21,480.15","10,917.89"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,SUPPLIES AND MATERIALS,"7,692.91","4,573.78"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,EQUIPMENT,"1,657.98","1,091.05"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,FRANKED MAIL,"15,603.36","15,054.31"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,PERSONNEL COMPENSATION,"449,764.65","238,152.83"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,TRAVEL,"30,247.93","13,506.30"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","41,299.65","24,239.35"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,PRINTING AND REPRODUCTION,410.59,283.09
L000565,HON. DAVID LOEBSACK,2010,2010Q2,OTHER SERVICES,"17,447.18","9,389.18"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,SUPPLIES AND MATERIALS,"15,847.22","3,006.58"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,EQUIPMENT,"1,442.52",721.26
L000397,HON. ZOE LOFGREN,2010,2010Q2,FRANKED MAIL,"1,577.51","1,043.72"
L000397,HON. ZOE LOFGREN,2010,2010Q2,PERSONNEL COMPENSATION,"562,179.84","282,921.09"
L000397,HON. ZOE LOFGREN,2010,2010Q2,TRAVEL,"10,191.44","4,677.99"
L000397,HON. ZOE LOFGREN,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","46,237.66","24,985.84"
L000397,HON. ZOE LOFGREN,2010,2010Q2,PRINTING AND REPRODUCTION,"4,045.25","4,013.35"
L000397,HON. ZOE LOFGREN,2010,2010Q2,OTHER SERVICES,"18,326.89","10,484.89"
L000397,HON. ZOE LOFGREN,2010,2010Q2,SUPPLIES AND MATERIALS,"8,718.41","4,496.09"
L000397,HON. ZOE LOFGREN,2010,2010Q2,EQUIPMENT,"1,869.48",934.74
L000480,HON. NITA M LOWEY,2010,2010Q2,FRANKED MAIL,"73,392.97","72,678.70"
L000480,HON. NITA M LOWEY,2010,2010Q2,PERSONNEL COMPENSATION,"391,003.22","200,606.61"
L000480,HON. NITA M LOWEY,2010,2010Q2,TRAVEL,"9,299.59","7,528.65"
L000480,HON. NITA M LOWEY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","83,015.91","53,818.09"
L000480,HON. NITA M LOWEY,2010,2010Q2,PRINTING AND REPRODUCTION,"25,486.65","25,348.65"
L000480,HON. NITA M LOWEY,2010,2010Q2,OTHER SERVICES,"23,776.00","12,088.00"
L000480,HON. NITA M LOWEY,2010,2010Q2,SUPPLIES AND MATERIALS,"12,223.91","6,141.25"
L000480,HON. NITA M LOWEY,2010,2010Q2,EQUIPMENT,"2,701.31","2,161.18"
L000491,HON. FRANK D LUCAS,2010,2010Q2,FRANKED MAIL,"33,806.34","22,849.86"
L000491,HON. FRANK D LUCAS,2010,2010Q2,PERSONNEL COMPENSATION,"402,182.83","203,902.80"
L000491,HON. FRANK D LUCAS,2010,2010Q2,TRAVEL,"57,060.74","33,827.30"
L000491,HON. FRANK D LUCAS,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","57,291.90","30,564.17"
L000491,HON. FRANK D LUCAS,2010,2010Q2,PRINTING AND REPRODUCTION,"24,856.50","18,035.20"
L000491,HON. FRANK D LUCAS,2010,2010Q2,OTHER SERVICES,"19,135.00","9,389.00"
L000491,HON. FRANK D LUCAS,2010,2010Q2,SUPPLIES AND MATERIALS,"18,921.08","14,136.13"
L000491,HON. FRANK D LUCAS,2010,2010Q2,EQUIPMENT,"3,343.38","2,111.18"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,FRANKED MAIL,"60,330.46","58,329.72"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,PERSONNEL COMPENSATION,"415,015.26","208,363.97"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,TRAVEL,"23,742.73","13,444.85"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","66,445.12","32,557.22"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,PRINTING AND REPRODUCTION,"26,446.69","26,433.84"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,OTHER SERVICES,"12,310.26","6,192.63"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,SUPPLIES AND MATERIALS,"3,938.94","1,373.75"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,EQUIPMENT,"1,807.08",903.54
L000570,HON. BEN RAY LUJAN,2010,2010Q2,FRANKED MAIL,"17,278.24",629.57
L000570,HON. BEN RAY LUJAN,2010,2010Q2,PERSONNEL COMPENSATION,"444,030.73","224,120.82"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,TRAVEL,"47,437.70","39,423.22"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","41,118.76","25,236.46"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,PRINTING AND REPRODUCTION,"26,582.98","4,742.11"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,OTHER SERVICES,"24,898.22","15,040.95"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,SUPPLIES AND MATERIALS,"5,058.45","2,914.03"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,EQUIPMENT,"4,503.48","2,220.24"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,FRANKED MAIL,"1,291.39",957.31
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,PERSONNEL COMPENSATION,"514,726.65","261,259.59"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,TRAVEL,"52,555.15","40,049.60"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","36,010.08","22,619.92"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,PRINTING AND REPRODUCTION,"2,249.55","2,186.25"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,OTHER SERVICES,"23,636.98","11,874.70"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,SUPPLIES AND MATERIALS,"6,488.91","3,616.75"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,EQUIPMENT,"6,038.85","4,797.85"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,FRANKED MAIL,"49,811.97","30,776.10"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,PERSONNEL COMPENSATION,"495,592.66","244,729.84"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,TRAVEL,"36,025.64","23,230.41"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","73,126.73","30,611.66"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,PRINTING AND REPRODUCTION,"38,753.70","38,500.91"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,OTHER SERVICES,"26,005.58","15,475.50"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,SUPPLIES AND MATERIALS,"9,998.20","6,983.57"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,EQUIPMENT,559.15,144.81
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,FRANKED MAIL,"37,479.40","36,918.16"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,PERSONNEL COMPENSATION,"503,832.95","258,484.65"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,TRAVEL,"13,096.46","11,021.76"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","76,415.82","39,330.70"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,PRINTING AND REPRODUCTION,"39,641.70","39,588.90"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,OTHER SERVICES,"26,555.12","13,945.01"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,SUPPLIES AND MATERIALS,"5,636.86","2,816.63"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,EQUIPMENT,"1,735.51",736.98
M001155,HON. CONNIE MACK,2010,2010Q2,FRANKED MAIL,"28,731.09","26,544.11"
M001155,HON. CONNIE MACK,2010,2010Q2,PERSONNEL COMPENSATION,"395,566.81","210,777.81"
M001155,HON. CONNIE MACK,2010,2010Q2,TRAVEL,"23,803.18","11,357.82"
M001155,HON. CONNIE MACK,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","37,532.66","20,189.89"
M001155,HON. CONNIE MACK,2010,2010Q2,PRINTING AND REPRODUCTION,"32,860.08","32,496.33"
M001155,HON. CONNIE MACK,2010,2010Q2,OTHER SERVICES,"17,545.40","10,641.02"
M001155,HON. CONNIE MACK,2010,2010Q2,SUPPLIES AND MATERIALS,"5,099.65","3,480.97"
M001155,HON. CONNIE MACK,2010,2010Q2,EQUIPMENT,"2,348.86","2,229.00"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,FRANKED MAIL,"34,782.15","34,087.90"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,PERSONNEL COMPENSATION,"412,421.21","221,327.75"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,TRAVEL,"11,223.58","8,394.43"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","43,328.92","26,964.72"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,PRINTING AND REPRODUCTION,"20,163.44","19,976.82"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,OTHER SERVICES,"24,806.65","12,421.73"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,SUPPLIES AND MATERIALS,"9,830.83","7,126.33"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,EQUIPMENT,"6,055.62","4,762.47"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,FRANKED MAIL,"19,141.12","4,056.47"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,PERSONNEL COMPENSATION,"606,505.11","311,254.53"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,TRAVEL,"15,582.70","13,149.84"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","64,650.41","35,186.89"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,PRINTING AND REPRODUCTION,"6,383.48","6,230.48"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,OTHER SERVICES,"28,460.50","14,666.00"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,SUPPLIES AND MATERIALS,"31,895.97","10,080.10"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,EQUIPMENT,"4,781.21","2,593.15"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,FRANKED MAIL,"5,815.72","4,407.22"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,PERSONNEL COMPENSATION,"469,060.89","237,340.49"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,TRAVEL,"12,223.00","6,053.04"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","41,557.21","21,440.78"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,PRINTING AND REPRODUCTION,333.50,162.10
M001138,HON. DONALD A MANZULLO,2010,2010Q2,OTHER SERVICES,"27,847.87","14,494.00"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,SUPPLIES AND MATERIALS,"9,878.93","5,370.57"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,EQUIPMENT,"1,815.00","1,194.00"
M001158,HON. KENNY MARCHANT,2010,2010Q2,FRANKED MAIL,"3,157.75","2,191.13"
M001158,HON. KENNY MARCHANT,2010,2010Q2,PERSONNEL COMPENSATION,"384,408.66","194,019.82"
M001158,HON. KENNY MARCHANT,2010,2010Q2,TRAVEL,"20,971.05","13,593.07"
M001158,HON. KENNY MARCHANT,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","40,189.57","22,051.97"
M001158,HON. KENNY MARCHANT,2010,2010Q2,PRINTING AND REPRODUCTION,"1,587.45","1,587.45"
M001158,HON. KENNY MARCHANT,2010,2010Q2,OTHER SERVICES,"25,077.04","12,862.95"
M001158,HON. KENNY MARCHANT,2010,2010Q2,SUPPLIES AND MATERIALS,"11,735.30","8,340.19"
M001158,HON. KENNY MARCHANT,2010,2010Q2,EQUIPMENT,"1,261.06","1,012.06"
M001172,HON. BETSY MARKEY,2010,2010Q2,FRANKED MAIL,"76,881.87","76,317.03"
M001172,HON. BETSY MARKEY,2010,2010Q2,PERSONNEL COMPENSATION,"436,620.90","222,766.90"
M001172,HON. BETSY MARKEY,2010,2010Q2,TRAVEL,"38,975.84","25,433.53"
M001172,HON. BETSY MARKEY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","37,748.00","20,856.51"
M001172,HON. BETSY MARKEY,2010,2010Q2,PRINTING AND REPRODUCTION,798.67,460.73
M001172,HON. BETSY MARKEY,2010,2010Q2,OTHER SERVICES,"24,294.19","18,416.77"
M001172,HON. BETSY MARKEY,2010,2010Q2,SUPPLIES AND MATERIALS,"6,674.24","4,777.22"
M001172,HON. BETSY MARKEY,2010,2010Q2,EQUIPMENT,"1,211.08",627.48
M000133,HON. EDWARD J MARKEY,2010,2010Q2,FRANKED MAIL,514.56,399.55
M000133,HON. EDWARD J MARKEY,2010,2010Q2,PERSONNEL COMPENSATION,"469,407.59","241,036.10"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,TRAVEL,"10,077.82","8,174.22"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","46,888.29","25,154.70"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,PRINTING AND REPRODUCTION,297.30,272.60
M000133,HON. EDWARD J MARKEY,2010,2010Q2,OTHER SERVICES,"15,596.43","7,764.43"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,SUPPLIES AND MATERIALS,"14,563.01","11,834.89"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,EQUIPMENT,"1,081.32",514.83
M001146,HON. JIM MARSHALL,2010,2010Q2,FRANKED MAIL,"4,811.46","2,635.48"
M001146,HON. JIM MARSHALL,2010,2010Q2,PERSONNEL COMPENSATION,"379,299.52","206,935.52"
M001146,HON. JIM MARSHALL,2010,2010Q2,TRAVEL,"12,190.21","8,659.96"
M001146,HON. JIM MARSHALL,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","31,334.01","16,074.54"
M001146,HON. JIM MARSHALL,2010,2010Q2,PRINTING AND REPRODUCTION,318.71,158.71
M001146,HON. JIM MARSHALL,2010,2010Q2,OTHER SERVICES,"29,592.00","14,796.00"
M001146,HON. JIM MARSHALL,2010,2010Q2,SUPPLIES AND MATERIALS,"4,342.36","2,636.44"
M001146,HON. JIM MARSHALL,2010,2010Q2,EQUIPMENT,"1,930.44","1,227.72"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,FRANKED MAIL,"2,531.73","1,104.50"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,PERSONNEL COMPENSATION,"533,351.20","268,011.09"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,TRAVEL,"20,815.11","3,571.24"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","51,042.66","21,973.41"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,PRINTING AND REPRODUCTION,"1,649.40","1,210.40"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,OTHER SERVICES,"19,399.26","19,009.26"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,SUPPLIES AND MATERIALS,"4,546.54","1,801.38"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,EQUIPMENT,"8,604.50","4,717.04"
M001142,HON. JIM MATHESON,2010,2010Q2,FRANKED MAIL,"1,587.51","1,123.43"
M001142,HON. JIM MATHESON,2010,2010Q2,PERSONNEL COMPENSATION,"441,541.61","216,692.74"
M001142,HON. JIM MATHESON,2010,2010Q2,TRAVEL,"37,620.20","27,457.22"
M001142,HON. JIM MATHESON,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","46,536.56","32,373.12"
M001142,HON. JIM MATHESON,2010,2010Q2,PRINTING AND REPRODUCTION,981.81,840.43
M001142,HON. JIM MATHESON,2010,2010Q2,OTHER SERVICES,"28,464.39","7,686.39"
M001142,HON. JIM MATHESON,2010,2010Q2,SUPPLIES AND MATERIALS,"7,332.12","4,020.18"
M001142,HON. JIM MATHESON,2010,2010Q2,EQUIPMENT,"2,225.81",800.91
M001163,HON. DORIS MATSUI,2010,2010Q2,FRANKED MAIL,"21,034.07","20,416.65"
M001163,HON. DORIS MATSUI,2010,2010Q2,PERSONNEL COMPENSATION,"453,604.89","229,233.31"
M001163,HON. DORIS MATSUI,2010,2010Q2,TRAVEL,"17,358.93","11,642.32"
M001163,HON. DORIS MATSUI,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","67,554.69","34,647.43"
M001163,HON. DORIS MATSUI,2010,2010Q2,PRINTING AND REPRODUCTION,350.62,310.62
M001163,HON. DORIS MATSUI,2010,2010Q2,OTHER SERVICES,"26,139.16","13,912.08"
M001163,HON. DORIS MATSUI,2010,2010Q2,SUPPLIES AND MATERIALS,"6,739.81","6,063.52"
M001163,HON. DORIS MATSUI,2010,2010Q2,EQUIPMENT,"1,961.22",980.61
M000309,HON. CAROLYN MCCARTHY,2010,2010Q2,FRANKED MAIL,"51,882.47","49,837.90"
M000309,HON. CAROLYN MCCARTHY,2010,2010Q2,PERSONNEL COMPENSATION,"443,039.56","226,522.62"
M000309,HON. CAROLYN MCCARTHY,2010,2010Q2,TRAVEL,"11,814.69","8,726.22"
M000309,HON. CAROLYN MCCARTHY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","49,097.57","26,937.70"
M000309,HON. CAROLYN MCCARTHY,2010,2010Q2,PRINTING AND REPRODUCTION,"71,854.53","71,852.93"
M000309,HON. CAROLYN MCCARTHY,2010,2010Q2,OTHER SERVICES,"14,868.00","7,634.00"
M000309,HON. CAROLYN MCCARTHY,2010,2010Q2,SUPPLIES AND MATERIALS,"9,511.68","8,767.52"
M000309,HON. CAROLYN MCCARTHY,2010,2010Q2,EQUIPMENT,"1,592.33",694.02
M001165,HON. KEVIN MCCARTHY,2010,2010Q2,FRANKED MAIL,"22,902.29","19,924.59"
M001165,HON. KEVIN MCCARTHY,2010,2010Q2,PERSONNEL COMPENSATION,"491,750.98","252,000.00"
M001165,HON. KEVIN MCCARTHY,2010,2010Q2,TRAVEL,"23,990.59","15,134.09"
M001165,HON. KEVIN MCCARTHY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","69,181.39","33,932.84"
M001165,HON. KEVIN MCCARTHY,2010,2010Q2,PRINTING AND REPRODUCTION,"35,771.61","34,592.56"
M001165,HON. KEVIN MCCARTHY,2010,2010Q2,OTHER SERVICES,"33,862.50","19,681.78"
M001165,HON. KEVIN MCCARTHY,2010,2010Q2,SUPPLIES AND MATERIALS,"15,361.04","8,862.48"
M001165,HON. KEVIN MCCARTHY,2010,2010Q2,EQUIPMENT,"9,567.66","7,578.51"
M001157,HON. MICHAEL T. MCCAUL,2010,2010Q2,FRANKED MAIL,"31,531.40","30,395.09"
M001157,HON. MICHAEL T. MCCAUL,2010,2010Q2,PERSONNEL COMPENSATION,"519,591.66","233,616.32"
M001157,HON. MICHAEL T. MCCAUL,2010,2010Q2,TRAVEL,"32,165.70","18,717.36"
M001157,HON. MICHAEL T. MCCAUL,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","63,216.75","36,977.33"
M001157,HON. MICHAEL T. MCCAUL,2010,2010Q2,PRINTING AND REPRODUCTION,"30,676.85","30,450.75"
M001157,HON. MICHAEL T. MCCAUL,2010,2010Q2,OTHER SERVICES,"17,797.00","7,811.00"
M001157,HON. MICHAEL T. MCCAUL,2010,2010Q2,SUPPLIES AND MATERIALS,"9,489.54","5,560.41"
M001157,HON. MICHAEL T. MCCAUL,2010,2010Q2,EQUIPMENT,"2,460.10","1,820.09"
M001177,HON. TOM MCCLINTOCK,2010,2010Q2,FRANKED MAIL,"47,879.42","41,553.87"
M001177,HON. TOM MCCLINTOCK,2010,2010Q2,PERSONNEL COMPENSATION,"448,430.90","230,133.77"
M001177,HON. TOM MCCLINTOCK,2010,2010Q2,TRAVEL,"48,969.36","30,145.95"
M001177,HON. TOM MCCLINTOCK,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","67,697.82","24,390.54"
M001177,HON. TOM MCCLINTOCK,2010,2010Q2,PRINTING AND REPRODUCTION,"49,189.85","34,957.36"
M001177,HON. TOM MCCLINTOCK,2010,2010Q2,OTHER SERVICES,"33,649.01","24,690.15"
M001177,HON. TOM MCCLINTOCK,2010,2010Q2,SUPPLIES AND MATERIALS,"10,171.46","5,476.24"
M001177,HON. TOM MCCLINTOCK,2010,2010Q2,EQUIPMENT,"5,484.95","2,760.39"
M001143,HON. BETTY MCCOLLUM,2010,2010Q2,FRANKED MAIL,"25,638.54","24,516.39"
M001143,HON. BETTY MCCOLLUM,2010,2010Q2,PERSONNEL COMPENSATION,"468,762.41","241,570.53"
M001143,HON. BETTY MCCOLLUM,2010,2010Q2,TRAVEL,"29,589.18","17,165.39"
M001143,HON. BETTY MCCOLLUM,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","47,632.55","25,801.20"
M001143,HON. BETTY MCCOLLUM,2010,2010Q2,PRINTING AND REPRODUCTION,"30,932.89","30,631.34"
M001143,HON. BETTY MCCOLLUM,2010,2010Q2,OTHER SERVICES,"31,305.42","19,269.46"
M001143,HON. BETTY MCCOLLUM,2010,2010Q2,SUPPLIES AND MATERIALS,"16,380.90","9,344.21"
M001143,HON. BETTY MCCOLLUM,2010,2010Q2,EQUIPMENT,"7,074.00","3,335.81"
M001147,HON. THADDEUS G. MCCOTTER,2010,2010Q2,FRANKED MAIL,"28,029.80","22,540.68"
M001147,HON. THADDEUS G. MCCOTTER,2010,2010Q2,PERSONNEL COMPENSATION,"456,842.58","243,825.35"
M001147,HON. THADDEUS G. MCCOTTER,2010,2010Q2,TRAVEL,"50,233.24","31,220.35"
M001147,HON. THADDEUS G. MCCOTTER,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","63,441.57","32,865.38"
M001147,HON. THADDEUS G. MCCOTTER,2010,2010Q2,PRINTING AND REPRODUCTION,"36,699.58","36,295.59"
M001147,HON. THADDEUS G. MCCOTTER,2010,2010Q2,OTHER SERVICES,"14,990.25","9,885.00"
M001147,HON. THADDEUS G. MCCOTTER,2010,2010Q2,SUPPLIES AND MATERIALS,"17,476.64","8,260.16"
M001147,HON. THADDEUS G. MCCOTTER,2010,2010Q2,EQUIPMENT,"3,119.71","2,030.50"
M000404,HON. JIM MCDERMOTT,2010,2010Q2,FRANKED MAIL,"27,714.15","27,664.96"
M000404,HON. JIM MCDERMOTT,2010,2010Q2,PERSONNEL COMPENSATION,"588,322.55","294,823.62"
M000404,HON. JIM MCDERMOTT,2010,2010Q2,TRAVEL,"28,347.21","18,533.79"
M000404,HON. JIM MCDERMOTT,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","59,781.99","32,708.23"
M000404,HON. JIM MCDERMOTT,2010,2010Q2,PRINTING AND REPRODUCTION,"7,517.50","7,116.40"
M000404,HON. JIM MCDERMOTT,2010,2010Q2,OTHER SERVICES,"24,070.19","12,249.19"
M000404,HON. JIM MCDERMOTT,2010,2010Q2,SUPPLIES AND MATERIALS,"13,621.77","6,091.31"
M000404,HON. JIM MCDERMOTT,2010,2010Q2,EQUIPMENT,248.81,97.39
M000312,HON. JAMES P. MCGOVERN,2010,2010Q2,FRANKED MAIL,"21,157.48","21,090.72"
M000312,HON. JAMES P. MCGOVERN,2010,2010Q2,PERSONNEL COMPENSATION,"509,773.96","256,701.20"
M000312,HON. JAMES P. MCGOVERN,2010,2010Q2,TRAVEL,"23,016.78","14,333.49"
M000312,HON. JAMES P. MCGOVERN,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","70,300.72","38,361.39"
M000312,HON. JAMES P. MCGOVERN,2010,2010Q2,PRINTING AND REPRODUCTION,"1,586.97","1,360.47"
M000312,HON. JAMES P. MCGOVERN,2010,2010Q2,OTHER SERVICES,"26,315.20","13,741.08"
M000312,HON. JAMES P. MCGOVERN,2010,2010Q2,SUPPLIES AND MATERIALS,"23,557.23","20,407.10"
M000312,HON. JAMES P. MCGOVERN,2010,2010Q2,EQUIPMENT,"2,666.04","1,833.59"
M001156,HON. PATRICK T. MCHENRY,2010,2010Q2,FRANKED MAIL,"44,914.51",969.54
M001156,HON. PATRICK T. MCHENRY,2010,2010Q2,PERSONNEL COMPENSATION,"445,691.39","224,564.07"
M001156,HON. PATRICK T. MCHENRY,2010,2010Q2,TRAVEL,"21,868.63","14,256.57"
M001156,HON. PATRICK T. MCHENRY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","43,017.26","25,641.43"
M001156,HON. PATRICK T. MCHENRY,2010,2010Q2,PRINTING AND REPRODUCTION,"42,705.98","27,174.18"
M001156,HON. PATRICK T. MCHENRY,2010,2010Q2,OTHER SERVICES,"19,536.00","11,360.00"
M001156,HON. PATRICK T. MCHENRY,2010,2010Q2,SUPPLIES AND MATERIALS,"7,339.45","3,369.29"
M001156,HON. PATRICK T. MCHENRY,2010,2010Q2,EQUIPMENT,"2,475.15",842.52
M000485,HON. MIKE MCINTYRE,2010,2010Q2,FRANKED MAIL,"3,008.10","1,954.88"
M000485,HON. MIKE MCINTYRE,2010,2010Q2,PERSONNEL COMPENSATION,"572,437.06","287,350.93"
M000485,HON. MIKE MCINTYRE,2010,2010Q2,TRAVEL,"18,249.72","11,094.55"
M000485,HON. MIKE MCINTYRE,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","42,415.56","21,610.77"
M000485,HON. MIKE MCINTYRE,2010,2010Q2,PRINTING AND REPRODUCTION,412.97,349.56
M000485,HON. MIKE MCINTYRE,2010,2010Q2,OTHER SERVICES,"20,756.00","14,714.00"
M000485,HON. MIKE MCINTYRE,2010,2010Q2,SUPPLIES AND MATERIALS,"10,309.69","4,333.56"
M000485,HON. MIKE MCINTYRE,2010,2010Q2,EQUIPMENT,"1,149.80",630.93
M000508,HON. HOWARD ″BUCK″ MCKEON,2010,2010Q2,FRANKED MAIL,"46,409.03","37,948.71"
M000508,HON. HOWARD ″BUCK″ MCKEON,2010,2010Q2,PERSONNEL COMPENSATION,"482,973.01","247,749.96"
