BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
K000360,HON. MARK STEVEN KIRK,2010,2010Q4,FRANKED MAIL,"4,220.98","1,325.22"
K000360,HON. MARK STEVEN KIRK,2010,2010Q4,PERSONNEL COMPENSATION,"957,588.02","274,293.49"
K000360,HON. MARK STEVEN KIRK,2010,2010Q4,TRAVEL,"15,879.79","5,232.47"
K000360,HON. MARK STEVEN KIRK,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","141,136.44","33,613.51"
K000360,HON. MARK STEVEN KIRK,2010,2010Q4,PRINTING AND REPRODUCTION,"1,373.76",0.00
K000360,HON. MARK STEVEN KIRK,2010,2010Q4,OTHER SERVICES,"52,537.90","11,217.00"
K000360,HON. MARK STEVEN KIRK,2010,2010Q4,SUPPLIES AND MATERIALS,"10,840.30",867.52
K000360,HON. MARK STEVEN KIRK,2010,2010Q4,EQUIPMENT,"5,599.04",744.06
K000368,HON. ANN KIRKPATRICK,2010,2010Q4,FRANKED MAIL,"75,477.05","2,469.18"
K000368,HON. ANN KIRKPATRICK,2010,2010Q4,PERSONNEL COMPENSATION,"882,744.07","256,539.15"
K000368,HON. ANN KIRKPATRICK,2010,2010Q4,TRAVEL,"93,918.02","32,480.75"
K000368,HON. ANN KIRKPATRICK,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","116,220.25","24,156.06"
K000368,HON. ANN KIRKPATRICK,2010,2010Q4,PRINTING AND REPRODUCTION,"106,014.21",902.05
K000368,HON. ANN KIRKPATRICK,2010,2010Q4,OTHER SERVICES,"50,282.67","12,107.63"
K000368,HON. ANN KIRKPATRICK,2010,2010Q4,SUPPLIES AND MATERIALS,"17,933.78","3,189.73"
K000368,HON. ANN KIRKPATRICK,2010,2010Q4,EQUIPMENT,"12,463.07","2,560.86"
K000369,HON. LARRY KISSELL,2010,2010Q4,FRANKED MAIL,"144,750.37","5,471.08"
K000369,HON. LARRY KISSELL,2010,2010Q4,PERSONNEL COMPENSATION,"857,507.54","234,278.74"
K000369,HON. LARRY KISSELL,2010,2010Q4,TRAVEL,"63,095.37","19,532.69"
K000369,HON. LARRY KISSELL,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","102,983.73","23,388.03"
K000369,HON. LARRY KISSELL,2010,2010Q4,PRINTING AND REPRODUCTION,"128,339.02",131.45
K000369,HON. LARRY KISSELL,2010,2010Q4,OTHER SERVICES,"48,740.05","10,909.63"
K000369,HON. LARRY KISSELL,2010,2010Q4,SUPPLIES AND MATERIALS,"14,129.57","5,128.22"
K000369,HON. LARRY KISSELL,2010,2010Q4,EQUIPMENT,"5,245.49",642.71
K000366,HON. RON KLEIN,2010,2010Q4,FRANKED MAIL,"105,140.61",477.53
K000366,HON. RON KLEIN,2010,2010Q4,PERSONNEL COMPENSATION,"960,453.64","310,978.60"
K000366,HON. RON KLEIN,2010,2010Q4,TRAVEL,"52,841.13","10,801.92"
K000366,HON. RON KLEIN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","98,611.78","23,669.68"
K000366,HON. RON KLEIN,2010,2010Q4,PRINTING AND REPRODUCTION,"141,927.33","1,822.07"
K000366,HON. RON KLEIN,2010,2010Q4,OTHER SERVICES,"39,431.01","15,844.81"
K000366,HON. RON KLEIN,2010,2010Q4,SUPPLIES AND MATERIALS,"13,642.55","2,035.91"
K000366,HON. RON KLEIN,2010,2010Q4,EQUIPMENT,"1,380.00",345.00
K000363,HON. JOHN KLINE,2010,2010Q4,FRANKED MAIL,"125,939.89","4,750.40"
K000363,HON. JOHN KLINE,2010,2010Q4,PERSONNEL COMPENSATION,"950,941.90","294,223.72"
K000363,HON. JOHN KLINE,2010,2010Q4,TRAVEL,"72,476.98","16,675.76"
K000363,HON. JOHN KLINE,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","92,725.13","22,037.84"
K000363,HON. JOHN KLINE,2010,2010Q4,PRINTING AND REPRODUCTION,"96,007.51","1,673.85"
K000363,HON. JOHN KLINE,2010,2010Q4,OTHER SERVICES,"58,524.71","14,381.00"
K000363,HON. JOHN KLINE,2010,2010Q4,SUPPLIES AND MATERIALS,"36,481.32","16,649.00"
K000363,HON. JOHN KLINE,2010,2010Q4,EQUIPMENT,"3,685.73",214.20
K000370,HON. SUZANNE M. KOSMAS,2010,2010Q4,FRANKED MAIL,"121,040.27","2,335.01"
K000370,HON. SUZANNE M. KOSMAS,2010,2010Q4,PERSONNEL COMPENSATION,"1,033,184.16","383,680.40"
K000370,HON. SUZANNE M. KOSMAS,2010,2010Q4,TRAVEL,"61,808.05","14,350.01"
K000370,HON. SUZANNE M. KOSMAS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","65,228.25","12,791.65"
K000370,HON. SUZANNE M. KOSMAS,2010,2010Q4,PRINTING AND REPRODUCTION,"160,112.41",76.49
K000370,HON. SUZANNE M. KOSMAS,2010,2010Q4,OTHER SERVICES,"44,787.52","10,864.63"
K000370,HON. SUZANNE M. KOSMAS,2010,2010Q4,SUPPLIES AND MATERIALS,"14,045.15","2,964.65"
K000370,HON. SUZANNE M. KOSMAS,2010,2010Q4,EQUIPMENT,"5,929.47",758.73
K000371,"HON. FRANK KRATOVIL, JR.",2010,2010Q4,FRANKED MAIL,"106,157.45","2,022.95"
K000371,"HON. FRANK KRATOVIL, JR.",2010,2010Q4,PERSONNEL COMPENSATION,"1,001,790.34","325,112.13"
K000371,"HON. FRANK KRATOVIL, JR.",2010,2010Q4,TRAVEL,"34,154.50","4,503.55"
K000371,"HON. FRANK KRATOVIL, JR.",2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","92,443.52","20,891.63"
K000371,"HON. FRANK KRATOVIL, JR.",2010,2010Q4,PRINTING AND REPRODUCTION,"127,165.16",698.94
K000371,"HON. FRANK KRATOVIL, JR.",2010,2010Q4,OTHER SERVICES,"40,711.63","10,267.63"
K000371,"HON. FRANK KRATOVIL, JR.",2010,2010Q4,SUPPLIES AND MATERIALS,"31,437.29","1,656.96"
K000371,"HON. FRANK KRATOVIL, JR.",2010,2010Q4,EQUIPMENT,"12,863.40","3,215.85"
K000336,HON. DENNIS J. KUCINICH,2010,2010Q4,FRANKED MAIL,"83,377.49","1,751.99"
K000336,HON. DENNIS J. KUCINICH,2010,2010Q4,PERSONNEL COMPENSATION,"1,163,370.07","274,701.01"
K000336,HON. DENNIS J. KUCINICH,2010,2010Q4,TRAVEL,"26,345.36","8,725.35"
K000336,HON. DENNIS J. KUCINICH,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","104,183.39","26,292.40"
K000336,HON. DENNIS J. KUCINICH,2010,2010Q4,PRINTING AND REPRODUCTION,"31,364.46","-1,568.34"
K000336,HON. DENNIS J. KUCINICH,2010,2010Q4,OTHER SERVICES,"29,118.24","7,138.26"
K000336,HON. DENNIS J. KUCINICH,2010,2010Q4,SUPPLIES AND MATERIALS,"31,177.71","18,427.93"
K000336,HON. DENNIS J. KUCINICH,2010,2010Q4,EQUIPMENT,"3,806.23",770.99
L000564,HON. DOUG LAMBORN,2010,2010Q4,FRANKED MAIL,"56,918.90",763.56
L000564,HON. DOUG LAMBORN,2010,2010Q4,PERSONNEL COMPENSATION,"969,248.15","279,364.05"
L000564,HON. DOUG LAMBORN,2010,2010Q4,TRAVEL,"52,580.34","23,811.04"
L000564,HON. DOUG LAMBORN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","96,266.91","21,094.40"
L000564,HON. DOUG LAMBORN,2010,2010Q4,PRINTING AND REPRODUCTION,"67,683.02",815.15
L000564,HON. DOUG LAMBORN,2010,2010Q4,OTHER SERVICES,"66,181.00","13,290.00"
L000564,HON. DOUG LAMBORN,2010,2010Q4,SUPPLIES AND MATERIALS,"15,086.93","3,840.84"
L000564,HON. DOUG LAMBORN,2010,2010Q4,EQUIPMENT,"25,123.77",835.00
L000567,HON. LEONARD LANCE,2010,2010Q4,FRANKED MAIL,"107,040.41","1,241.84"
L000567,HON. LEONARD LANCE,2010,2010Q4,PERSONNEL COMPENSATION,"903,174.03","263,300.00"
L000567,HON. LEONARD LANCE,2010,2010Q4,TRAVEL,"32,485.53","10,345.52"
L000567,HON. LEONARD LANCE,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","157,692.04","31,515.98"
L000567,HON. LEONARD LANCE,2010,2010Q4,PRINTING AND REPRODUCTION,"100,321.41","44,517.14"
L000567,HON. LEONARD LANCE,2010,2010Q4,OTHER SERVICES,"60,142.94","25,347.63"
L000567,HON. LEONARD LANCE,2010,2010Q4,SUPPLIES AND MATERIALS,"19,205.12","4,713.06"
L000567,HON. LEONARD LANCE,2010,2010Q4,EQUIPMENT,"8,596.72","3,445.53"
L000559,HON. JAMES R. LANGEVIN,2010,2010Q4,FRANKED MAIL,"1,930.75",562.19
L000559,HON. JAMES R. LANGEVIN,2010,2010Q4,PERSONNEL COMPENSATION,"1,114,568.62","352,653.85"
L000559,HON. JAMES R. LANGEVIN,2010,2010Q4,TRAVEL,"32,569.76","4,728.18"
L000559,HON. JAMES R. LANGEVIN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","121,784.93","29,710.20"
L000559,HON. JAMES R. LANGEVIN,2010,2010Q4,PRINTING AND REPRODUCTION,"1,312.73",920.00
L000559,HON. JAMES R. LANGEVIN,2010,2010Q4,OTHER SERVICES,"42,995.75","10,327.50"
L000559,HON. JAMES R. LANGEVIN,2010,2010Q4,SUPPLIES AND MATERIALS,"52,153.55","26,631.60"
L000559,HON. JAMES R. LANGEVIN,2010,2010Q4,EQUIPMENT,"9,196.53","3,629.23"
L000560,HON. RICK LARSEN,2010,2010Q4,FRANKED MAIL,"17,302.58",588.80
L000560,HON. RICK LARSEN,2010,2010Q4,PERSONNEL COMPENSATION,"869,602.91","214,083.34"
L000560,HON. RICK LARSEN,2010,2010Q4,TRAVEL,"73,902.73","9,627.98"
L000560,HON. RICK LARSEN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","94,561.75","22,518.44"
L000560,HON. RICK LARSEN,2010,2010Q4,PRINTING AND REPRODUCTION,"19,140.18",0.00
L000560,HON. RICK LARSEN,2010,2010Q4,OTHER SERVICES,"48,398.24","12,808.00"
L000560,HON. RICK LARSEN,2010,2010Q4,SUPPLIES AND MATERIALS,"56,878.71","30,755.12"
L000560,HON. RICK LARSEN,2010,2010Q4,EQUIPMENT,"4,929.88",441.00
L000557,HON. JOHN B. LARSON,2010,2010Q4,FRANKED MAIL,"26,310.52","1,626.84"
L000557,HON. JOHN B. LARSON,2010,2010Q4,PERSONNEL COMPENSATION,"967,894.89","242,245.31"
L000557,HON. JOHN B. LARSON,2010,2010Q4,TRAVEL,"56,667.90","18,856.09"
L000557,HON. JOHN B. LARSON,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","110,240.33","31,682.17"
L000557,HON. JOHN B. LARSON,2010,2010Q4,PRINTING AND REPRODUCTION,"13,941.44",464.88
L000557,HON. JOHN B. LARSON,2010,2010Q4,OTHER SERVICES,"56,764.61","14,797.83"
L000557,HON. JOHN B. LARSON,2010,2010Q4,SUPPLIES AND MATERIALS,"39,013.75","11,532.13"
L000557,HON. JOHN B. LARSON,2010,2010Q4,EQUIPMENT,"5,053.52","1,200.02"
L000111,HON. TOM LATHAM,2010,2010Q4,FRANKED MAIL,"143,639.15","3,385.90"
L000111,HON. TOM LATHAM,2010,2010Q4,PERSONNEL COMPENSATION,"840,988.45","213,542.53"
L000111,HON. TOM LATHAM,2010,2010Q4,TRAVEL,"54,636.04","16,161.22"
L000111,HON. TOM LATHAM,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","110,806.70","19,110.85"
L000111,HON. TOM LATHAM,2010,2010Q4,PRINTING AND REPRODUCTION,"63,558.61","2,543.19"
L000111,HON. TOM LATHAM,2010,2010Q4,OTHER SERVICES,"55,874.33","13,262.93"
L000111,HON. TOM LATHAM,2010,2010Q4,SUPPLIES AND MATERIALS,"27,690.05","12,410.98"
L000111,HON. TOM LATHAM,2010,2010Q4,EQUIPMENT,"12,445.22","1,965.51"
L000553,HON. STEVEN C. LATOURETTE,2010,2010Q4,FRANKED MAIL,"4,760.84","1,133.33"
L000553,HON. STEVEN C. LATOURETTE,2010,2010Q4,PERSONNEL COMPENSATION,"988,110.91","303,957.50"
L000553,HON. STEVEN C. LATOURETTE,2010,2010Q4,TRAVEL,"22,686.03","5,387.58"
L000553,HON. STEVEN C. LATOURETTE,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","81,361.90","20,129.07"
L000553,HON. STEVEN C. LATOURETTE,2010,2010Q4,PRINTING AND REPRODUCTION,"3,799.31",557.05
L000553,HON. STEVEN C. LATOURETTE,2010,2010Q4,OTHER SERVICES,"54,889.45","14,323.31"
L000553,HON. STEVEN C. LATOURETTE,2010,2010Q4,SUPPLIES AND MATERIALS,"55,443.67","38,755.90"
L000553,HON. STEVEN C. LATOURETTE,2010,2010Q4,EQUIPMENT,"5,420.00",579.00
L000566,HON. ROBERT E LATTA,2010,2010Q4,FRANKED MAIL,"115,801.71","9,765.64"
L000566,HON. ROBERT E LATTA,2010,2010Q4,PERSONNEL COMPENSATION,"786,752.30","203,775.68"
L000566,HON. ROBERT E LATTA,2010,2010Q4,TRAVEL,"69,084.93","17,684.56"
L000566,HON. ROBERT E LATTA,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","110,951.56","17,795.20"
L000566,HON. ROBERT E LATTA,2010,2010Q4,PRINTING AND REPRODUCTION,"66,476.41","33,737.77"
L000566,HON. ROBERT E LATTA,2010,2010Q4,OTHER SERVICES,"41,991.04","9,280.13"
L000566,HON. ROBERT E LATTA,2010,2010Q4,SUPPLIES AND MATERIALS,"51,874.70","24,180.18"
L000566,HON. ROBERT E LATTA,2010,2010Q4,EQUIPMENT,"27,459.49","20,833.50"
L000551,HON. BARBARA LEE,2010,2010Q4,FRANKED MAIL,"38,508.54","3,069.11"
L000551,HON. BARBARA LEE,2010,2010Q4,PERSONNEL COMPENSATION,"992,131.48","287,652.98"
L000551,HON. BARBARA LEE,2010,2010Q4,PERSONNEL BENEFITS,295.00,295.00
L000551,HON. BARBARA LEE,2010,2010Q4,TRAVEL,"34,295.01","7,188.89"
L000551,HON. BARBARA LEE,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","166,608.56","44,165.42"
L000551,HON. BARBARA LEE,2010,2010Q4,PRINTING AND REPRODUCTION,"22,220.71","1,085.21"
L000551,HON. BARBARA LEE,2010,2010Q4,OTHER SERVICES,"87,105.15","34,456.26"
L000551,HON. BARBARA LEE,2010,2010Q4,SUPPLIES AND MATERIALS,"81,759.72","54,945.13"
L000551,HON. BARBARA LEE,2010,2010Q4,EQUIPMENT,"12,435.23",647.13
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q4,FRANKED MAIL,"150,457.63","2,620.71"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q4,PERSONNEL COMPENSATION,"830,427.80","238,357.36"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q4,TRAVEL,"38,697.99","8,368.82"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","143,235.27","21,890.08"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q4,PRINTING AND REPRODUCTION,"158,634.95","68,175.10"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q4,OTHER SERVICES,"57,744.56","20,544.63"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q4,SUPPLIES AND MATERIALS,"29,325.13","14,425.32"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q4,EQUIPMENT,"3,460.76",704.53
L000263,HON. SANDER M. LEVIN,2010,2010Q4,FRANKED MAIL,"47,569.24","1,755.26"
L000263,HON. SANDER M. LEVIN,2010,2010Q4,PERSONNEL COMPENSATION,"1,141,972.79","313,222.19"
L000263,HON. SANDER M. LEVIN,2010,2010Q4,TRAVEL,"31,281.24","5,680.66"
L000263,HON. SANDER M. LEVIN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","87,575.74","21,144.98"
L000263,HON. SANDER M. LEVIN,2010,2010Q4,PRINTING AND REPRODUCTION,"30,413.73",185.82
L000263,HON. SANDER M. LEVIN,2010,2010Q4,OTHER SERVICES,"52,024.31","8,905.00"
L000263,HON. SANDER M. LEVIN,2010,2010Q4,SUPPLIES AND MATERIALS,"23,963.70","2,862.12"
L000263,HON. SANDER M. LEVIN,2010,2010Q4,EQUIPMENT,"2,906.98",732.00
L000274,HON. JERRY LEWIS,2010,2010Q4,FRANKED MAIL,"47,411.60",390.93
L000274,HON. JERRY LEWIS,2010,2010Q4,PERSONNEL COMPENSATION,"1,155,559.29","401,860.06"
L000274,HON. JERRY LEWIS,2010,2010Q4,TRAVEL,"31,998.21","5,567.71"
L000274,HON. JERRY LEWIS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","89,677.18","22,744.73"
L000274,HON. JERRY LEWIS,2010,2010Q4,PRINTING AND REPRODUCTION,"31,473.37",254.70
L000274,HON. JERRY LEWIS,2010,2010Q4,OTHER SERVICES,"42,641.50","10,758.00"
L000274,HON. JERRY LEWIS,2010,2010Q4,SUPPLIES AND MATERIALS,"34,834.40","4,875.27"
L000274,HON. JERRY LEWIS,2010,2010Q4,EQUIPMENT,"9,429.41",678.51
L000287,HON. JOHN LEWIS,2010,2010Q4,FRANKED MAIL,"39,150.65","1,116.48"
L000287,HON. JOHN LEWIS,2010,2010Q4,PERSONNEL COMPENSATION,"952,333.21","262,143.60"
L000287,HON. JOHN LEWIS,2010,2010Q4,TRAVEL,"52,682.91","19,170.59"
L000287,HON. JOHN LEWIS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","134,823.50","32,620.82"
L000287,HON. JOHN LEWIS,2010,2010Q4,PRINTING AND REPRODUCTION,"28,836.61",480.65
L000287,HON. JOHN LEWIS,2010,2010Q4,OTHER SERVICES,"57,972.43","15,388.00"
L000287,HON. JOHN LEWIS,2010,2010Q4,SUPPLIES AND MATERIALS,"55,941.63","16,106.26"
L000287,HON. JOHN LEWIS,2010,2010Q4,EQUIPMENT,"24,117.59","6,426.57"
L000321,HON. JOHN LINDER,2010,2010Q4,FRANKED MAIL,"2,611.82",526.63
L000321,HON. JOHN LINDER,2010,2010Q4,PERSONNEL COMPENSATION,"1,093,712.75","438,452.28"
L000321,HON. JOHN LINDER,2010,2010Q4,TRAVEL,"9,512.66",840.46
L000321,HON. JOHN LINDER,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","39,818.65","10,776.87"
L000321,HON. JOHN LINDER,2010,2010Q4,PRINTING AND REPRODUCTION,430.21,51.11
L000321,HON. JOHN LINDER,2010,2010Q4,OTHER SERVICES,"31,853.28","9,498.96"
L000321,HON. JOHN LINDER,2010,2010Q4,SUPPLIES AND MATERIALS,"6,013.41","3,720.84"
L000321,HON. JOHN LINDER,2010,2010Q4,EQUIPMENT,"3,527.07",871.50
L000563,HON. DANIEL LIPINSKI,2010,2010Q4,FRANKED MAIL,"99,310.20","1,350.82"
L000563,HON. DANIEL LIPINSKI,2010,2010Q4,PERSONNEL COMPENSATION,"885,144.26","237,124.95"
L000563,HON. DANIEL LIPINSKI,2010,2010Q4,TRAVEL,"24,167.27","4,048.44"
L000563,HON. DANIEL LIPINSKI,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","130,822.36","33,982.21"
L000563,HON. DANIEL LIPINSKI,2010,2010Q4,PRINTING AND REPRODUCTION,"123,315.81","1,236.30"
L000563,HON. DANIEL LIPINSKI,2010,2010Q4,OTHER SERVICES,"40,145.35","14,308.60"
L000563,HON. DANIEL LIPINSKI,2010,2010Q4,SUPPLIES AND MATERIALS,"58,127.67","31,222.20"
L000563,HON. DANIEL LIPINSKI,2010,2010Q4,EQUIPMENT,"18,361.08","10,274.33"
L000554,HON. FRANK A. LOBIONDO,2010,2010Q4,FRANKED MAIL,"4,325.11","1,268.70"
L000554,HON. FRANK A. LOBIONDO,2010,2010Q4,PERSONNEL COMPENSATION,"988,316.78","270,337.33"
L000554,HON. FRANK A. LOBIONDO,2010,2010Q4,TRAVEL,"18,704.76","7,057.09"
L000554,HON. FRANK A. LOBIONDO,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","63,919.08","16,190.29"
L000554,HON. FRANK A. LOBIONDO,2010,2010Q4,PRINTING AND REPRODUCTION,"2,959.97",903.60
L000554,HON. FRANK A. LOBIONDO,2010,2010Q4,OTHER SERVICES,"42,657.93","10,588.89"
L000554,HON. FRANK A. LOBIONDO,2010,2010Q4,SUPPLIES AND MATERIALS,"66,778.11","55,674.58"
L000554,HON. FRANK A. LOBIONDO,2010,2010Q4,EQUIPMENT,"7,397.56","4,426.37"
L000565,HON. DAVID LOEBSACK,2010,2010Q4,FRANKED MAIL,"73,846.52",897.29
L000565,HON. DAVID LOEBSACK,2010,2010Q4,PERSONNEL COMPENSATION,"987,759.83","297,424.71"
L000565,HON. DAVID LOEBSACK,2010,2010Q4,TRAVEL,"83,372.95","23,281.02"
L000565,HON. DAVID LOEBSACK,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","91,695.96","25,035.70"
L000565,HON. DAVID LOEBSACK,2010,2010Q4,PRINTING AND REPRODUCTION,"109,414.08","23,538.18"
L000565,HON. DAVID LOEBSACK,2010,2010Q4,OTHER SERVICES,"35,568.57","9,047.00"
L000565,HON. DAVID LOEBSACK,2010,2010Q4,SUPPLIES AND MATERIALS,"18,540.91",150.42
L000565,HON. DAVID LOEBSACK,2010,2010Q4,EQUIPMENT,"3,006.96",843.18
L000397,HON. ZOE LOFGREN,2010,2010Q4,FRANKED MAIL,"4,519.39","1,200.03"
L000397,HON. ZOE LOFGREN,2010,2010Q4,PERSONNEL COMPENSATION,"1,203,386.26","356,334.25"
L000397,HON. ZOE LOFGREN,2010,2010Q4,TRAVEL,"15,564.94","2,081.46"
L000397,HON. ZOE LOFGREN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","90,941.99","21,618.42"
L000397,HON. ZOE LOFGREN,2010,2010Q4,PRINTING AND REPRODUCTION,"5,730.55","1,611.50"
L000397,HON. ZOE LOFGREN,2010,2010Q4,OTHER SERVICES,"38,056.38","8,800.14"
L000397,HON. ZOE LOFGREN,2010,2010Q4,SUPPLIES AND MATERIALS,"37,754.78","18,159.72"
L000397,HON. ZOE LOFGREN,2010,2010Q4,EQUIPMENT,"3,629.70",825.48
L000480,HON. NITA M. LOWEY,2010,2010Q4,FRANKED MAIL,"114,873.13","3,965.92"
L000480,HON. NITA M. LOWEY,2010,2010Q4,PERSONNEL COMPENSATION,"879,338.30","286,473.21"
L000480,HON. NITA M. LOWEY,2010,2010Q4,TRAVEL,"19,344.96","3,619.32"
L000480,HON. NITA M. LOWEY,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","144,546.51","30,826.67"
L000480,HON. NITA M. LOWEY,2010,2010Q4,PRINTING AND REPRODUCTION,"123,657.22","2,105.70"
L000480,HON. NITA M. LOWEY,2010,2010Q4,OTHER SERVICES,"47,832.00","12,268.00"
L000480,HON. NITA M. LOWEY,2010,2010Q4,SUPPLIES AND MATERIALS,"27,200.09","11,136.81"
L000480,HON. NITA M. LOWEY,2010,2010Q4,EQUIPMENT,"5,508.51","1,311.60"
L000491,HON. FRANK D. LUCAS,2010,2010Q4,FRANKED MAIL,"51,987.89","1,640.37"
L000491,HON. FRANK D. LUCAS,2010,2010Q4,PERSONNEL COMPENSATION,"858,296.69","263,191.65"
L000491,HON. FRANK D. LUCAS,2010,2010Q4,TRAVEL,"103,970.24","23,298.61"
L000491,HON. FRANK D. LUCAS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","117,006.62","30,534.12"
L000491,HON. FRANK D. LUCAS,2010,2010Q4,PRINTING AND REPRODUCTION,"41,361.90","2,369.21"
L000491,HON. FRANK D. LUCAS,2010,2010Q4,OTHER SERVICES,"38,926.27","9,283.25"
L000491,HON. FRANK D. LUCAS,2010,2010Q4,SUPPLIES AND MATERIALS,"39,752.02","16,691.24"
L000491,HON. FRANK D. LUCAS,2010,2010Q4,EQUIPMENT,"6,415.74","1,536.18"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q4,FRANKED MAIL,"100,671.77","1,714.79"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q4,PERSONNEL COMPENSATION,"870,718.15","240,161.15"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q4,TRAVEL,"45,915.30","9,234.02"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","109,385.31","24,837.68"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q4,PRINTING AND REPRODUCTION,"76,219.70",505.52
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q4,OTHER SERVICES,"42,497.72","11,231.77"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q4,SUPPLIES AND MATERIALS,"15,013.59","7,363.97"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q4,EQUIPMENT,"5,974.16",903.54
L000570,HON. BEN RAY LUJAN,2010,2010Q4,FRANKED MAIL,"87,749.55","1,274.55"
L000570,HON. BEN RAY LUJAN,2010,2010Q4,PERSONNEL COMPENSATION,"1,006,464.68","324,350.63"
L000570,HON. BEN RAY LUJAN,2010,2010Q4,TRAVEL,"96,942.15","27,651.54"
L000570,HON. BEN RAY LUJAN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","93,761.02","19,383.67"
L000570,HON. BEN RAY LUJAN,2010,2010Q4,PRINTING AND REPRODUCTION,"81,560.33","40,035.71"
L000570,HON. BEN RAY LUJAN,2010,2010Q4,OTHER SERVICES,"50,644.53","15,036.68"
L000570,HON. BEN RAY LUJAN,2010,2010Q4,SUPPLIES AND MATERIALS,"15,961.82","6,585.10"
L000570,HON. BEN RAY LUJAN,2010,2010Q4,EQUIPMENT,"8,943.96","2,220.24"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q4,FRANKED MAIL,"3,040.33",894.34
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q4,PERSONNEL COMPENSATION,"1,021,480.71","248,181.58"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q4,TRAVEL,"124,108.22","14,980.89"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","69,261.59","16,424.81"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q4,PRINTING AND REPRODUCTION,"2,412.42",119.37
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q4,OTHER SERVICES,"70,266.20","34,132.78"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q4,SUPPLIES AND MATERIALS,"20,261.93","5,573.66"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q4,EQUIPMENT,"7,952.85",957.00
L000517,HON. DANIEL E LUNGREN,2010,2010Q4,FRANKED MAIL,"102,850.28","9,907.64"
L000517,HON. DANIEL E LUNGREN,2010,2010Q4,PERSONNEL COMPENSATION,"990,105.39","245,808.45"
L000517,HON. DANIEL E LUNGREN,2010,2010Q4,TRAVEL,"71,893.67","19,994.71"
L000517,HON. DANIEL E LUNGREN,2010,2010Q4,"RENT, COMMUNICATION, UTILITIES","149,053.08","30,719.29"
L000517,HON. DANIEL E LUNGREN,2010,2010Q4,PRINTING AND REPRODUCTION,"71,201.76","1,063.66"
L000517,HON. DANIEL E LUNGREN,2010,2010Q4,OTHER SERVICES,"54,814.58","11,473.50"
L000517,HON. DANIEL E LUNGREN,2010,2010Q4,SUPPLIES AND MATERIALS,"22,523.27","5,062.55"
