BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",88105.13,32000.66
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q4,OTHER SERVICES,54710.42,18596.42
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q4,SUPPLIES AND MATERIALS,52979.72,14925.08
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q4,TRAVEL,52611.05,13786.98
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q3,TRAVEL,38824.07,16673.21
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q3,SUPPLIES AND MATERIALS,38054.64,10892.38
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q3,OTHER SERVICES,36114,12380
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q4,EQUIPMENT,12379.56,737.25
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q3,EQUIPMENT,11642.31,2919.29
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q4,PRINTING AND REPRODUCTION,8667.53,606.22
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q3,PRINTING AND REPRODUCTION,8061.31,6243.08
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q4,FRANKED MAIL,3598.2,716.66
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q3,FRANKED MAIL,2881.54,942.5
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q4,PERSONNEL BENEFITS,368.24,0
J000288,HON. HENRY C.″HANK″ JOHNSON JR,2009,2009Q3,PERSONNEL BENEFITS,368.24,0
C001063,HON. HENRY CUELLAR,2009,2009Q4,PERSONNEL COMPENSATION,866973,222153.42
C001063,HON. HENRY CUELLAR,2009,2009Q3,PERSONNEL COMPENSATION,644819.58,221924.04
C001063,HON. HENRY CUELLAR,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",132952.61,36743.39
C001063,HON. HENRY CUELLAR,2009,2009Q4,TRAVEL,119869.42,34831.26
C001063,HON. HENRY CUELLAR,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",96209.22,43788.4
C001063,HON. HENRY CUELLAR,2009,2009Q3,TRAVEL,85038.16,21078.75
C001063,HON. HENRY CUELLAR,2009,2009Q4,PRINTING AND REPRODUCTION,74642.66,6921.93
C001063,HON. HENRY CUELLAR,2009,2009Q4,OTHER SERVICES,71426.32,16847.71
C001063,HON. HENRY CUELLAR,2009,2009Q3,PRINTING AND REPRODUCTION,67720.73,5690.79
C001063,HON. HENRY CUELLAR,2009,2009Q4,FRANKED MAIL,63890.53,29138.94
C001063,HON. HENRY CUELLAR,2009,2009Q3,OTHER SERVICES,54578.61,20324.7
C001063,HON. HENRY CUELLAR,2009,2009Q4,SUPPLIES AND MATERIALS,46305.53,11669.56
C001063,HON. HENRY CUELLAR,2009,2009Q3,FRANKED MAIL,34751.59,3911.33
C001063,HON. HENRY CUELLAR,2009,2009Q3,SUPPLIES AND MATERIALS,34635.97,14993.86
C001063,HON. HENRY CUELLAR,2009,2009Q4,EQUIPMENT,2297.82,414
C001063,HON. HENRY CUELLAR,2009,2009Q3,EQUIPMENT,1883.82,-613.33
C001063,HON. HENRY CUELLAR,2009,2009Q4,PERSONNEL BENEFITS,698.5,0
C001063,HON. HENRY CUELLAR,2009,2009Q3,PERSONNEL BENEFITS,698.5,0
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,PERSONNEL COMPENSATION,888719.6,260377.77
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,PERSONNEL COMPENSATION,628341.83,202475.03
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",89296.48,22314.86
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",66981.62,25448.16
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,SUPPLIES AND MATERIALS,53676.89,27859.42
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,OTHER SERVICES,46044.16,15166
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,TRAVEL,36082.88,9206.63
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,OTHER SERVICES,30878.16,11166
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,FRANKED MAIL,29510.46,20270.95
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,TRAVEL,26876.25,11065.81
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,SUPPLIES AND MATERIALS,25817.47,19926.3
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,PRINTING AND REPRODUCTION,24182.44,22662.89
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,FRANKED MAIL,9239.51,2183.11
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,EQUIPMENT,8125.68,3044.74
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,EQUIPMENT,5080.94,681.18
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,PRINTING AND REPRODUCTION,1519.55,826.2
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q4,PERSONNEL BENEFITS,-100.21,0
B001235,"HON. HENRY E. BROWN, JR.",2009,2009Q3,PERSONNEL BENEFITS,-100.21,0
S001153,HON. HILDA L. SOLIS,2009,2009Q4,PERSONNEL COMPENSATION,269046.93,0
S001153,HON. HILDA L. SOLIS,2009,2009Q3,PERSONNEL COMPENSATION,269046.93,15046.22
S001153,HON. HILDA L. SOLIS,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",54209.87,20134.99
S001153,HON. HILDA L. SOLIS,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",51360.23,-2849.64
S001153,HON. HILDA L. SOLIS,2009,2009Q4,OTHER SERVICES,16426,699
S001153,HON. HILDA L. SOLIS,2009,2009Q3,OTHER SERVICES,15727,5100
S001153,HON. HILDA L. SOLIS,2009,2009Q4,EQUIPMENT,11037.09,0
S001153,HON. HILDA L. SOLIS,2009,2009Q3,EQUIPMENT,11037.09,5908.09
S001153,HON. HILDA L. SOLIS,2009,2009Q4,SUPPLIES AND MATERIALS,4956.5,196.26
S001153,HON. HILDA L. SOLIS,2009,2009Q3,SUPPLIES AND MATERIALS,4760.24,78.47
S001153,HON. HILDA L. SOLIS,2009,2009Q4,TRAVEL,4597.68,0
S001153,HON. HILDA L. SOLIS,2009,2009Q3,TRAVEL,4597.68,12
S001153,HON. HILDA L. SOLIS,2009,2009Q4,FRANKED MAIL,1618.47,0
S001153,HON. HILDA L. SOLIS,2009,2009Q3,FRANKED MAIL,1618.47,54.51
S001153,HON. HILDA L. SOLIS,2009,2009Q4,PERSONNEL BENEFITS,1394.29,0
S001153,HON. HILDA L. SOLIS,2009,2009Q3,PERSONNEL BENEFITS,1394.29,0
S001153,HON. HILDA L. SOLIS,2009,2009Q4,PRINTING AND REPRODUCTION,22.4,0
S001153,HON. HILDA L. SOLIS,2009,2009Q3,PRINTING AND REPRODUCTION,22.4,0
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,PERSONNEL COMPENSATION,1004896.5,284719.39
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,PERSONNEL COMPENSATION,720177.11,244654.63
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",131875.74,35238.84
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",96636.9,41266.3
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,OTHER SERVICES,68532.93,15818.86
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,TRAVEL,58761.36,12979.35
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,PRINTING AND REPRODUCTION,54464.73,25513.87
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,OTHER SERVICES,52714.07,20499.77
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,TRAVEL,45782.01,17750.59
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,FRANKED MAIL,38706.12,19294.47
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,SUPPLIES AND MATERIALS,36626.91,12379.48
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,PRINTING AND REPRODUCTION,28950.86,5184.5
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,SUPPLIES AND MATERIALS,24247.43,9822.48
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,FRANKED MAIL,19411.65,3643.55
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,EQUIPMENT,14154.47,6784.92
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,EQUIPMENT,7369.55,1400.4
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q4,PERSONNEL BENEFITS,908.59,0
M000508,HON. HOWARD ″BUCK″ MCKEON,2009,2009Q3,PERSONNEL BENEFITS,908.59,0
C000556,HON. HOWARD COBLE,2009,2009Q4,PERSONNEL COMPENSATION,1062450.25,296080.48
C000556,HON. HOWARD COBLE,2009,2009Q3,PERSONNEL COMPENSATION,766369.77,259547.13
C000556,HON. HOWARD COBLE,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",108097.45,27923.72
C000556,HON. HOWARD COBLE,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",80173.73,27142.99
C000556,HON. HOWARD COBLE,2009,2009Q4,OTHER SERVICES,43644,16575
C000556,HON. HOWARD COBLE,2009,2009Q4,TRAVEL,42770.46,10032.89
C000556,HON. HOWARD COBLE,2009,2009Q3,TRAVEL,32737.57,12281.33
C000556,HON. HOWARD COBLE,2009,2009Q3,OTHER SERVICES,27069,8173
C000556,HON. HOWARD COBLE,2009,2009Q4,SUPPLIES AND MATERIALS,19431.64,4843.13
C000556,HON. HOWARD COBLE,2009,2009Q4,EQUIPMENT,18086.17,3908.37
C000556,HON. HOWARD COBLE,2009,2009Q4,FRANKED MAIL,17966.02,4926.03
C000556,HON. HOWARD COBLE,2009,2009Q3,SUPPLIES AND MATERIALS,14588.51,7220.29
C000556,HON. HOWARD COBLE,2009,2009Q3,EQUIPMENT,14177.8,12383.37
C000556,HON. HOWARD COBLE,2009,2009Q3,FRANKED MAIL,13039.99,6317.03
C000556,HON. HOWARD COBLE,2009,2009Q4,PRINTING AND REPRODUCTION,3572.82,957.17
C000556,HON. HOWARD COBLE,2009,2009Q3,PRINTING AND REPRODUCTION,2615.65,725.8
C000556,HON. HOWARD COBLE,2009,2009Q4,PERSONNEL BENEFITS,130.28,0
C000556,HON. HOWARD COBLE,2009,2009Q3,PERSONNEL BENEFITS,130.28,0
B000410,HON. HOWARD L BERMAN,2009,2009Q4,PERSONNEL COMPENSATION,926206.26,280252.8
B000410,HON. HOWARD L BERMAN,2009,2009Q3,PERSONNEL COMPENSATION,645953.46,218252.8
B000410,HON. HOWARD L BERMAN,2009,2009Q4,SUPPLIES AND MATERIALS,99285.53,89188.56
B000410,HON. HOWARD L BERMAN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",65873.51,17561.03
B000410,HON. HOWARD L BERMAN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",48312.48,16232.34
B000410,HON. HOWARD L BERMAN,2009,2009Q4,OTHER SERVICES,46428.9,11763
B000410,HON. HOWARD L BERMAN,2009,2009Q4,TRAVEL,45002.53,11022.2
B000410,HON. HOWARD L BERMAN,2009,2009Q3,OTHER SERVICES,34665.9,12434.9
B000410,HON. HOWARD L BERMAN,2009,2009Q3,TRAVEL,33980.33,7469.73
B000410,HON. HOWARD L BERMAN,2009,2009Q3,SUPPLIES AND MATERIALS,10096.97,4803.66
B000410,HON. HOWARD L BERMAN,2009,2009Q4,EQUIPMENT,4358.41,1116.79
B000410,HON. HOWARD L BERMAN,2009,2009Q3,EQUIPMENT,3241.62,1080.54
B000410,HON. HOWARD L BERMAN,2009,2009Q4,FRANKED MAIL,3174.06,542.07
B000410,HON. HOWARD L BERMAN,2009,2009Q3,FRANKED MAIL,2631.99,937.37
B000410,HON. HOWARD L BERMAN,2009,2009Q4,PERSONNEL BENEFITS,1120.06,0
B000410,HON. HOWARD L BERMAN,2009,2009Q3,PERSONNEL BENEFITS,1120.06,0
B000410,HON. HOWARD L BERMAN,2009,2009Q4,PRINTING AND REPRODUCTION,937.2,142.7
B000410,HON. HOWARD L BERMAN,2009,2009Q3,PRINTING AND REPRODUCTION,794.5,145.8
S000465,HON. IKE SKELTON,2009,2009Q4,PERSONNEL COMPENSATION,1121346.07,299168.81
S000465,HON. IKE SKELTON,2009,2009Q3,PERSONNEL COMPENSATION,822177.26,287768.93
S000465,HON. IKE SKELTON,2009,2009Q4,TRAVEL,71560.8,12494.1
S000465,HON. IKE SKELTON,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",69201.84,19391.69
S000465,HON. IKE SKELTON,2009,2009Q3,TRAVEL,59066.7,20440.62
S000465,HON. IKE SKELTON,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",49810.15,16695.2
S000465,HON. IKE SKELTON,2009,2009Q4,FRANKED MAIL,33048.02,5062.32
S000465,HON. IKE SKELTON,2009,2009Q3,FRANKED MAIL,27985.7,9613.87
S000465,HON. IKE SKELTON,2009,2009Q4,OTHER SERVICES,27385.75,12588
S000465,HON. IKE SKELTON,2009,2009Q4,SUPPLIES AND MATERIALS,19344.69,6411.62
S000465,HON. IKE SKELTON,2009,2009Q3,OTHER SERVICES,14797.75,5205.7
S000465,HON. IKE SKELTON,2009,2009Q3,SUPPLIES AND MATERIALS,12933.07,5955.97
S000465,HON. IKE SKELTON,2009,2009Q4,PRINTING AND REPRODUCTION,7298.49,1579.16
S000465,HON. IKE SKELTON,2009,2009Q4,EQUIPMENT,6095.91,2710.81
S000465,HON. IKE SKELTON,2009,2009Q3,PRINTING AND REPRODUCTION,5719.33,1810.75
S000465,HON. IKE SKELTON,2009,2009Q3,EQUIPMENT,3385.1,1250.2
S000465,HON. IKE SKELTON,2009,2009Q4,PERSONNEL BENEFITS,1416.31,0
S000465,HON. IKE SKELTON,2009,2009Q3,PERSONNEL BENEFITS,1416.31,0
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,PERSONNEL COMPENSATION,1052075.17,273712.44
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,PERSONNEL COMPENSATION,778362.73,273712.44
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",124035.52,30191.25
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,PRINTING AND REPRODUCTION,97645.87,43093.45
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",93844.27,31196.03
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,PRINTING AND REPRODUCTION,54552.42,20539.23
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,FRANKED MAIL,47482.91,29533.19
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,TRAVEL,45936.86,7627.02
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,SUPPLIES AND MATERIALS,41651.45,21003.6
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,OTHER SERVICES,40306.86,9129
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,TRAVEL,38309.84,11790.15
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,OTHER SERVICES,31177.86,9979
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,SUPPLIES AND MATERIALS,20647.85,5949.52
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,FRANKED MAIL,17949.72,14214.68
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,EQUIPMENT,4766.25,2094.26
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,EQUIPMENT,2671.99,931.93
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q4,PERSONNEL BENEFITS,501.88,0
R000435,HON. ILEANA ROS-LEHTINEN,2009,2009Q3,PERSONNEL BENEFITS,501.88,0
S001175,HON. JACKIE SPEIER,2009,2009Q4,PERSONNEL COMPENSATION,957009.68,247450
S001175,HON. JACKIE SPEIER,2009,2009Q3,PERSONNEL COMPENSATION,709559.68,243684.7
S001175,HON. JACKIE SPEIER,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",96296.06,31000.52
S001175,HON. JACKIE SPEIER,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",65295.54,29284.81
S001175,HON. JACKIE SPEIER,2009,2009Q4,OTHER SERVICES,44811.9,11671
S001175,HON. JACKIE SPEIER,2009,2009Q4,SUPPLIES AND MATERIALS,42872.06,10408.67
S001175,HON. JACKIE SPEIER,2009,2009Q3,OTHER SERVICES,33140.9,15158.9
S001175,HON. JACKIE SPEIER,2009,2009Q3,SUPPLIES AND MATERIALS,32463.39,24672.72
S001175,HON. JACKIE SPEIER,2009,2009Q4,TRAVEL,27676.72,2612.23
S001175,HON. JACKIE SPEIER,2009,2009Q3,TRAVEL,25064.49,6771
S001175,HON. JACKIE SPEIER,2009,2009Q4,FRANKED MAIL,12566.81,716.39
S001175,HON. JACKIE SPEIER,2009,2009Q3,FRANKED MAIL,11850.42,3312.8
S001175,HON. JACKIE SPEIER,2009,2009Q4,EQUIPMENT,6223.4,1089.6
S001175,HON. JACKIE SPEIER,2009,2009Q4,PRINTING AND REPRODUCTION,5524.05,2821.06
S001175,HON. JACKIE SPEIER,2009,2009Q3,EQUIPMENT,5133.8,4454.6
S001175,HON. JACKIE SPEIER,2009,2009Q3,PRINTING AND REPRODUCTION,2702.99,1466.54
S001175,HON. JACKIE SPEIER,2009,2009Q4,PERSONNEL BENEFITS,967.22,0
S001175,HON. JACKIE SPEIER,2009,2009Q3,PERSONNEL BENEFITS,967.22,0
K000220,HON. JACK KINGSTON,2009,2009Q4,PERSONNEL COMPENSATION,848827.36,233592.36
K000220,HON. JACK KINGSTON,2009,2009Q3,PERSONNEL COMPENSATION,615235,206172.54
K000220,HON. JACK KINGSTON,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",114470.48,30830.84
K000220,HON. JACK KINGSTON,2009,2009Q4,TRAVEL,107728.7,19168.77
K000220,HON. JACK KINGSTON,2009,2009Q3,TRAVEL,88559.93,26290.7
K000220,HON. JACK KINGSTON,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",83639.64,36977.54
K000220,HON. JACK KINGSTON,2009,2009Q4,OTHER SERVICES,70159.47,14319.23
K000220,HON. JACK KINGSTON,2009,2009Q3,OTHER SERVICES,55840.24,26538.12
K000220,HON. JACK KINGSTON,2009,2009Q4,SUPPLIES AND MATERIALS,51813.53,24493.12
K000220,HON. JACK KINGSTON,2009,2009Q4,FRANKED MAIL,33584.55,21966.67
K000220,HON. JACK KINGSTON,2009,2009Q3,SUPPLIES AND MATERIALS,27320.41,5175.57
K000220,HON. JACK KINGSTON,2009,2009Q4,EQUIPMENT,15888.68,5671.02
K000220,HON. JACK KINGSTON,2009,2009Q3,FRANKED MAIL,11617.88,6362.06
K000220,HON. JACK KINGSTON,2009,2009Q3,EQUIPMENT,10217.66,5123
K000220,HON. JACK KINGSTON,2009,2009Q4,PRINTING AND REPRODUCTION,5115.8,618.4
K000220,HON. JACK KINGSTON,2009,2009Q3,PRINTING AND REPRODUCTION,4497.4,2558.32
K000220,HON. JACK KINGSTON,2009,2009Q4,PERSONNEL BENEFITS,-323.48,0
K000220,HON. JACK KINGSTON,2009,2009Q3,PERSONNEL BENEFITS,-323.48,0
H001047,HON. JAMES A. HIMES,2009,2009Q4,PERSONNEL COMPENSATION,814564.28,260577.8
H001047,HON. JAMES A. HIMES,2009,2009Q3,PERSONNEL COMPENSATION,553986.48,195656.98
H001047,HON. JAMES A. HIMES,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",103273.71,34575.41
H001047,HON. JAMES A. HIMES,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",68698.3,28812.57
H001047,HON. JAMES A. HIMES,2009,2009Q4,OTHER SERVICES,60508.09,9387.96
H001047,HON. JAMES A. HIMES,2009,2009Q4,FRANKED MAIL,58997.7,17719.09
H001047,HON. JAMES A. HIMES,2009,2009Q4,PRINTING AND REPRODUCTION,58673.53,15828.34
H001047,HON. JAMES A. HIMES,2009,2009Q4,SUPPLIES AND MATERIALS,51505.25,21884.15
H001047,HON. JAMES A. HIMES,2009,2009Q3,OTHER SERVICES,51120.13,9864.96
H001047,HON. JAMES A. HIMES,2009,2009Q3,PRINTING AND REPRODUCTION,42845.19,41434.95
H001047,HON. JAMES A. HIMES,2009,2009Q3,FRANKED MAIL,41278.61,4020.68
H001047,HON. JAMES A. HIMES,2009,2009Q4,TRAVEL,33406.36,9189.27
H001047,HON. JAMES A. HIMES,2009,2009Q3,SUPPLIES AND MATERIALS,29621.1,3848.67
H001047,HON. JAMES A. HIMES,2009,2009Q4,EQUIPMENT,24284.49,7639.62
H001047,HON. JAMES A. HIMES,2009,2009Q3,TRAVEL,24217.09,8248.93
H001047,HON. JAMES A. HIMES,2009,2009Q3,EQUIPMENT,16644.87,3945.51
H001047,HON. JAMES A. HIMES,2009,2009Q4,PERSONNEL BENEFITS,375.76,0
H001047,HON. JAMES A. HIMES,2009,2009Q3,PERSONNEL BENEFITS,375.76,0
C000537,HON. JAMES E CLYBURN,2009,2009Q4,PERSONNEL COMPENSATION,999048.93,242245.75
C000537,HON. JAMES E CLYBURN,2009,2009Q3,PERSONNEL COMPENSATION,756803.18,252766.61
C000537,HON. JAMES E CLYBURN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",124532.69,31214.88
C000537,HON. JAMES E CLYBURN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",93317.81,31910.32
C000537,HON. JAMES E CLYBURN,2009,2009Q4,TRAVEL,59623.14,13406.66
C000537,HON. JAMES E CLYBURN,2009,2009Q4,OTHER SERVICES,57100.43,13079
C000537,HON. JAMES E CLYBURN,2009,2009Q3,TRAVEL,46216.48,18908.7
C000537,HON. JAMES E CLYBURN,2009,2009Q3,OTHER SERVICES,44021.43,13337.99
C000537,HON. JAMES E CLYBURN,2009,2009Q4,SUPPLIES AND MATERIALS,32733.79,10319.26
C000537,HON. JAMES E CLYBURN,2009,2009Q3,SUPPLIES AND MATERIALS,22414.53,3452.59
C000537,HON. JAMES E CLYBURN,2009,2009Q4,EQUIPMENT,10614.99,4821.81
C000537,HON. JAMES E CLYBURN,2009,2009Q3,EQUIPMENT,5793.18,1929.39
C000537,HON. JAMES E CLYBURN,2009,2009Q4,FRANKED MAIL,2842.55,781.2
C000537,HON. JAMES E CLYBURN,2009,2009Q4,PRINTING AND REPRODUCTION,2258.61,939.91
C000537,HON. JAMES E CLYBURN,2009,2009Q3,FRANKED MAIL,2061.35,699.15
C000537,HON. JAMES E CLYBURN,2009,2009Q3,PRINTING AND REPRODUCTION,1318.7,721.62
C000537,HON. JAMES E CLYBURN,2009,2009Q4,PERSONNEL BENEFITS,1070.37,0
C000537,HON. JAMES E CLYBURN,2009,2009Q3,PERSONNEL BENEFITS,1070.37,0
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,PERSONNEL COMPENSATION,1250505.16,335158.05
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,PERSONNEL COMPENSATION,915347.11,344494.16
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",77711.11,16969.72
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",60741.39,21661.33
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,TRAVEL,60523.92,22857.26
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,TRAVEL,37666.66,13628.28
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,OTHER SERVICES,32484.9,6285.76
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,OTHER SERVICES,26199.14,7775.19
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,EQUIPMENT,20742.2,5310.05
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,SUPPLIES AND MATERIALS,16032.88,1974.35
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,EQUIPMENT,15432.15,4711.05
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,SUPPLIES AND MATERIALS,14058.53,7038.66
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,FRANKED MAIL,6649.77,2039.45
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,FRANKED MAIL,4610.32,1530.22
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,PRINTING AND REPRODUCTION,2402.1,1441.7
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,PRINTING AND REPRODUCTION,960.4,365.9
O000006,HON. JAMES L OBERSTAR,2009,2009Q4,PERSONNEL BENEFITS,727.57,0
O000006,HON. JAMES L OBERSTAR,2009,2009Q3,PERSONNEL BENEFITS,727.57,0
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,PERSONNEL COMPENSATION,1057019.03,303846.9
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,PERSONNEL COMPENSATION,753172.13,252286.87
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",140422.02,36295.31
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",104126.71,32208.04
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,OTHER SERVICES,56669.99,15197.42
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,OTHER SERVICES,41472.57,14142.12
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,SUPPLIES AND MATERIALS,40882.71,17503.15
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,TRAVEL,40127.17,11781.27
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,TRAVEL,28345.9,10484.09
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,FRANKED MAIL,24602.3,454.06
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,FRANKED MAIL,24148.24,12127.29
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,SUPPLIES AND MATERIALS,23379.56,2032.69
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,PRINTING AND REPRODUCTION,16572.11,802.75
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,PRINTING AND REPRODUCTION,15769.36,7309.58
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,EQUIPMENT,7823.03,1215.51
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,EQUIPMENT,6607.52,3981.51
M000312,HON. JAMES P. MCGOVERN,2009,2009Q4,PERSONNEL BENEFITS,783.19,0
M000312,HON. JAMES P. MCGOVERN,2009,2009Q3,PERSONNEL BENEFITS,783.19,0
M000933,HON. JAMES P MORAN JR,2009,2009Q4,PERSONNEL COMPENSATION,981856.86,321108.28
M000933,HON. JAMES P MORAN JR,2009,2009Q3,PERSONNEL COMPENSATION,660748.58,232917.48
M000933,HON. JAMES P MORAN JR,2009,2009Q4,"RENT, COMMUNICATION, UTILITIES",109635.44,33039.91
M000933,HON. JAMES P MORAN JR,2009,2009Q3,"RENT, COMMUNICATION, UTILITIES",76595.53,31566
