OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
"HON. PATRICK J KENNEDY",2010,2010Q1,"PERSONNEL COMPENSATION",284383.26,284383.26
"HON. PATRICK J KENNEDY",2010,2010Q1,TRAVEL,7684.72,7684.72
"HON. PATRICK J KENNEDY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",15503.57,15503.57
"HON. PATRICK J KENNEDY",2010,2010Q1,"PRINTING AND REPRODUCTION",293.7,293.7
"HON. PATRICK J KENNEDY",2010,2010Q1,"OTHER SERVICES",26328.36,26328.36
"HON. PATRICK J KENNEDY",2010,2010Q1,"SUPPLIES AND MATERIALS",5068.02,5068.02
"HON. PATRICK J KENNEDY",2010,2010Q1,EQUIPMENT,1184.84,1184.84
"HON. DALE E KILDEE",2010,2010Q1,"FRANKED MAIL",1074.9,1074.9
"HON. DALE E KILDEE",2010,2010Q1,"PERSONNEL COMPENSATION",315616.78,315616.78
"HON. DALE E KILDEE",2010,2010Q1,TRAVEL,31.65,31.65
"HON. DALE E KILDEE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",14837.1,14837.1
"HON. DALE E KILDEE",2010,2010Q1,"PRINTING AND REPRODUCTION",857,857
"HON. DALE E KILDEE",2010,2010Q1,"OTHER SERVICES",6612,6612
"HON. DALE E KILDEE",2010,2010Q1,"SUPPLIES AND MATERIALS",1909.27,1909.27
"HON. DALE E KILDEE",2010,2010Q1,EQUIPMENT,1351.56,1351.56
"HON. CAROLYN C. KILPATRICK",2010,2010Q1,"FRANKED MAIL",120.24,120.24
"HON. CAROLYN C. KILPATRICK",2010,2010Q1,"PERSONNEL COMPENSATION",289155.29,289155.29
"HON. CAROLYN C. KILPATRICK",2010,2010Q1,TRAVEL,7619.99,7619.99
"HON. CAROLYN C. KILPATRICK",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21579.25,21579.25
"HON. CAROLYN C. KILPATRICK",2010,2010Q1,"PRINTING AND REPRODUCTION",309.1,309.1
"HON. CAROLYN C. KILPATRICK",2010,2010Q1,"OTHER SERVICES",1666.35,1666.35
"HON. CAROLYN C. KILPATRICK",2010,2010Q1,"SUPPLIES AND MATERIALS",4512.05,4512.05
"HON. CAROLYN C. KILPATRICK",2010,2010Q1,EQUIPMENT,1014,1014
"HON. MARY JO KILROY",2010,2010Q1,"FRANKED MAIL",21534.78,21534.78
"HON. MARY JO KILROY",2010,2010Q1,"PERSONNEL COMPENSATION",205341.13,205341.13
"HON. MARY JO KILROY",2010,2010Q1,TRAVEL,7102.24,7102.24
"HON. MARY JO KILROY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",16208.13,16208.13
"HON. MARY JO KILROY",2010,2010Q1,"PRINTING AND REPRODUCTION",46959.53,46959.53
"HON. MARY JO KILROY",2010,2010Q1,"OTHER SERVICES",6612.7,6612.7
"HON. MARY JO KILROY",2010,2010Q1,"SUPPLIES AND MATERIALS",11514.09,11514.09
"HON. MARY JO KILROY",2010,2010Q1,EQUIPMENT,1014.72,1014.72
"HON. RON KIND",2010,2010Q1,"FRANKED MAIL",480.78,480.78
"HON. RON KIND",2010,2010Q1,"PERSONNEL COMPENSATION",225755.57,225755.57
"HON. RON KIND",2010,2010Q1,TRAVEL,8436.43,8436.43
"HON. RON KIND",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",16830.61,16830.61
"HON. RON KIND",2010,2010Q1,"PRINTING AND REPRODUCTION",200.79,200.79
"HON. RON KIND",2010,2010Q1,"OTHER SERVICES",9999,9999
"HON. RON KIND",2010,2010Q1,"SUPPLIES AND MATERIALS",27737.48,27737.48
"HON. RON KIND",2010,2010Q1,EQUIPMENT,660.75,660.75
"HON. PETER T KING",2010,2010Q1,"FRANKED MAIL",3606.49,3606.49
"HON. PETER T KING",2010,2010Q1,"PERSONNEL COMPENSATION",180739.22,180739.22
"HON. PETER T KING",2010,2010Q1,TRAVEL,2220.77,2220.77
"HON. PETER T KING",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",19497.63,19497.63
"HON. PETER T KING",2010,2010Q1,"PRINTING AND REPRODUCTION",129,129
"HON. PETER T KING",2010,2010Q1,"OTHER SERVICES",13225,13225
"HON. PETER T KING",2010,2010Q1,"SUPPLIES AND MATERIALS",6563.58,6563.58
"HON. PETER T KING",2010,2010Q1,EQUIPMENT,2269.23,2269.23
"HON. STEVE KING",2010,2010Q1,"FRANKED MAIL",4442.34,4442.34
"HON. STEVE KING",2010,2010Q1,"PERSONNEL COMPENSATION",195628.35,195628.35
"HON. STEVE KING",2010,2010Q1,TRAVEL,15752.16,15752.16
"HON. STEVE KING",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",15245.96,15245.96
"HON. STEVE KING",2010,2010Q1,"PRINTING AND REPRODUCTION",100.85,100.85
"HON. STEVE KING",2010,2010Q1,"OTHER SERVICES",7234.5,7234.5
"HON. STEVE KING",2010,2010Q1,"SUPPLIES AND MATERIALS",2095.17,2095.17
"HON. STEVE KING",2010,2010Q1,EQUIPMENT,2002.2,2002.2
"HON. JACK KINGSTON",2010,2010Q1,"FRANKED MAIL",1573.79,1573.79
"HON. JACK KINGSTON",2010,2010Q1,"PERSONNEL COMPENSATION",200836.87,200836.87
"HON. JACK KINGSTON",2010,2010Q1,TRAVEL,19408.43,19408.43
"HON. JACK KINGSTON",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",23139.5,23139.5
"HON. JACK KINGSTON",2010,2010Q1,"PRINTING AND REPRODUCTION",472.13,472.13
"HON. JACK KINGSTON",2010,2010Q1,"OTHER SERVICES",14502.42,14502.42
"HON. JACK KINGSTON",2010,2010Q1,"SUPPLIES AND MATERIALS",4169.32,4169.32
"HON. JACK KINGSTON",2010,2010Q1,EQUIPMENT,708.99,708.99
"HON. MARK STEVEN KIRK",2010,2010Q1,"FRANKED MAIL",561.18,561.18
"HON. MARK STEVEN KIRK",2010,2010Q1,"PERSONNEL COMPENSATION",212277.9,212277.9
"HON. MARK STEVEN KIRK",2010,2010Q1,TRAVEL,2157.05,2157.05
"HON. MARK STEVEN KIRK",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",33188.68,33188.68
"HON. MARK STEVEN KIRK",2010,2010Q1,"PRINTING AND REPRODUCTION",92.35,92.35
"HON. MARK STEVEN KIRK",2010,2010Q1,"OTHER SERVICES",17667,17667
"HON. MARK STEVEN KIRK",2010,2010Q1,"SUPPLIES AND MATERIALS",3364.39,3364.39
"HON. MARK STEVEN KIRK",2010,2010Q1,EQUIPMENT,600,600
"HON. ANN KIRKPATRICK",2010,2010Q1,"FRANKED MAIL",3379.87,3379.87
"HON. ANN KIRKPATRICK",2010,2010Q1,"PERSONNEL COMPENSATION",208541.99,208541.99
"HON. ANN KIRKPATRICK",2010,2010Q1,TRAVEL,14301.15,14301.15
"HON. ANN KIRKPATRICK",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",22990.06,22990.06
"HON. ANN KIRKPATRICK",2010,2010Q1,"PRINTING AND REPRODUCTION",12168.15,12168.15
"HON. ANN KIRKPATRICK",2010,2010Q1,"OTHER SERVICES",9423.06,9423.06
"HON. ANN KIRKPATRICK",2010,2010Q1,"SUPPLIES AND MATERIALS",5345.22,5345.22
"HON. ANN KIRKPATRICK",2010,2010Q1,EQUIPMENT,2260.88,2260.88
"HON. LARRY KISSELL",2010,2010Q1,"FRANKED MAIL",74925.43,74925.43
"HON. LARRY KISSELL",2010,2010Q1,"PERSONNEL COMPENSATION",204802.34,204802.34
"HON. LARRY KISSELL",2010,2010Q1,TRAVEL,5567.2,5567.2
"HON. LARRY KISSELL",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",27355.17,27355.17
"HON. LARRY KISSELL",2010,2010Q1,"PRINTING AND REPRODUCTION",34111,34111
"HON. LARRY KISSELL",2010,2010Q1,"OTHER SERVICES",10759.41,10759.41
"HON. LARRY KISSELL",2010,2010Q1,"SUPPLIES AND MATERIALS",3221.62,3221.62
"HON. LARRY KISSELL",2010,2010Q1,EQUIPMENT,494.01,494.01
"HON. RON KLEIN",2010,2010Q1,"FRANKED MAIL",15056.28,15056.28
"HON. RON KLEIN",2010,2010Q1,"PERSONNEL COMPENSATION",218544.52,218544.52
"HON. RON KLEIN",2010,2010Q1,TRAVEL,6117.41,6117.41
"HON. RON KLEIN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",20732.31,20732.31
"HON. RON KLEIN",2010,2010Q1,"PRINTING AND REPRODUCTION",190,190
"HON. RON KLEIN",2010,2010Q1,"OTHER SERVICES",11195.3,11195.3
"HON. RON KLEIN",2010,2010Q1,"SUPPLIES AND MATERIALS",4175.32,4175.32
"HON. RON KLEIN",2010,2010Q1,EQUIPMENT,345,345
"HON. JOHN KLINE",2010,2010Q1,"FRANKED MAIL",11847.81,11847.81
"HON. JOHN KLINE",2010,2010Q1,"PERSONNEL COMPENSATION",212936.87,212936.87
"HON. JOHN KLINE",2010,2010Q1,TRAVEL,12781.82,12781.82
"HON. JOHN KLINE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",18338.88,18338.88
"HON. JOHN KLINE",2010,2010Q1,"PRINTING AND REPRODUCTION",189.1,189.1
"HON. JOHN KLINE",2010,2010Q1,"OTHER SERVICES",15231,15231
"HON. JOHN KLINE",2010,2010Q1,"SUPPLIES AND MATERIALS",5167.57,5167.57
"HON. JOHN KLINE",2010,2010Q1,EQUIPMENT,100.19,100.19
"HON. SUZANNE M. KOSMAS",2010,2010Q1,"FRANKED MAIL",20235.94,20235.94
"HON. SUZANNE M. KOSMAS",2010,2010Q1,"PERSONNEL COMPENSATION",216511.25,216511.25
"HON. SUZANNE M. KOSMAS",2010,2010Q1,TRAVEL,12023.46,12023.46
"HON. SUZANNE M. KOSMAS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",9164.55,9164.55
"HON. SUZANNE M. KOSMAS",2010,2010Q1,"PRINTING AND REPRODUCTION",110.15,110.15
"HON. SUZANNE M. KOSMAS",2010,2010Q1,"OTHER SERVICES",7042.63,7042.63
"HON. SUZANNE M. KOSMAS",2010,2010Q1,"SUPPLIES AND MATERIALS",2308.06,2308.06
"HON. SUZANNE M. KOSMAS",2010,2010Q1,EQUIPMENT,3517.83,3517.83
"HON. FRANK KRATOVIL JR.",2010,2010Q1,"FRANKED MAIL",512.85,512.85
"HON. FRANK KRATOVIL JR.",2010,2010Q1,"PERSONNEL COMPENSATION",214377.87,214377.87
"HON. FRANK KRATOVIL JR.",2010,2010Q1,TRAVEL,4885.7,4885.7
"HON. FRANK KRATOVIL JR.",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",23106.7,23106.7
"HON. FRANK KRATOVIL JR.",2010,2010Q1,"PRINTING AND REPRODUCTION",395.2,395.2
"HON. FRANK KRATOVIL JR.",2010,2010Q1,"OTHER SERVICES",9966.63,9966.63
"HON. FRANK KRATOVIL JR.",2010,2010Q1,"SUPPLIES AND MATERIALS",15701.82,15701.82
"HON. FRANK KRATOVIL JR.",2010,2010Q1,EQUIPMENT,3215.85,3215.85
"HON. DENNIS J. KUCINICH",2010,2010Q1,"FRANKED MAIL",39692.96,39692.96
"HON. DENNIS J. KUCINICH",2010,2010Q1,"PERSONNEL COMPENSATION",293843.8,293843.8
"HON. DENNIS J. KUCINICH",2010,2010Q1,TRAVEL,2546.04,2546.04
"HON. DENNIS J. KUCINICH",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",25470.02,25470.02
"HON. DENNIS J. KUCINICH",2010,2010Q1,"PRINTING AND REPRODUCTION",14640.2,14640.2
"HON. DENNIS J. KUCINICH",2010,2010Q1,"OTHER SERVICES",7311.66,7311.66
"HON. DENNIS J. KUCINICH",2010,2010Q1,"SUPPLIES AND MATERIALS",4834.37,4834.37
"HON. DENNIS J. KUCINICH",2010,2010Q1,EQUIPMENT,1139.09,1139.09
"HON. DOUG LAMBORN",2010,2010Q1,"FRANKED MAIL",1098,1098
"HON. DOUG LAMBORN",2010,2010Q1,"PERSONNEL COMPENSATION",220669.09,220669.09
"HON. DOUG LAMBORN",2010,2010Q1,TRAVEL,4386.04,4386.04
"HON. DOUG LAMBORN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",18595.48,18595.48
"HON. DOUG LAMBORN",2010,2010Q1,"PRINTING AND REPRODUCTION",187.95,187.95
"HON. DOUG LAMBORN",2010,2010Q1,"OTHER SERVICES",14439,14439
"HON. DOUG LAMBORN",2010,2010Q1,"SUPPLIES AND MATERIALS",3452.25,3452.25
"HON. DOUG LAMBORN",2010,2010Q1,EQUIPMENT,22857.34,22857.34
"HON. LEONARD LANCE",2010,2010Q1,"FRANKED MAIL",20321.78,20321.78
"HON. LEONARD LANCE",2010,2010Q1,"PERSONNEL COMPENSATION",202919.47,202919.47
"HON. LEONARD LANCE",2010,2010Q1,TRAVEL,3799.79,3799.79
"HON. LEONARD LANCE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",45891.23,45891.23
"HON. LEONARD LANCE",2010,2010Q1,"PRINTING AND REPRODUCTION",44525.65,44525.65
"HON. LEONARD LANCE",2010,2010Q1,"OTHER SERVICES",11352.63,11352.63
"HON. LEONARD LANCE",2010,2010Q1,"SUPPLIES AND MATERIALS",5603.53,5603.53
"HON. LEONARD LANCE",2010,2010Q1,EQUIPMENT,1009.77,1009.77
"HON. JAMES R. LANGEVIN",2010,2010Q1,"FRANKED MAIL",154.72,154.72
"HON. JAMES R. LANGEVIN",2010,2010Q1,"PERSONNEL COMPENSATION",246172.42,246172.42
"HON. JAMES R. LANGEVIN",2010,2010Q1,TRAVEL,6325.79,6325.79
"HON. JAMES R. LANGEVIN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",27066.03,27066.03
"HON. JAMES R. LANGEVIN",2010,2010Q1,"PRINTING AND REPRODUCTION",93.6,93.6
"HON. JAMES R. LANGEVIN",2010,2010Q1,"OTHER SERVICES",11202.5,11202.5
"HON. JAMES R. LANGEVIN",2010,2010Q1,"SUPPLIES AND MATERIALS",3285.06,3285.06
"HON. JAMES R. LANGEVIN",2010,2010Q1,EQUIPMENT,975.23,975.23
"HON. RICK LARSEN",2010,2010Q1,"FRANKED MAIL",217.06,217.06
"HON. RICK LARSEN",2010,2010Q1,"PERSONNEL COMPENSATION",206861.23,206861.23
"HON. RICK LARSEN",2010,2010Q1,TRAVEL,10623.9,10623.9
"HON. RICK LARSEN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",20829.84,20829.84
"HON. RICK LARSEN",2010,2010Q1,"PRINTING AND REPRODUCTION",33.5,33.5
"HON. RICK LARSEN",2010,2010Q1,"OTHER SERVICES",11008,11008
"HON. RICK LARSEN",2010,2010Q1,"SUPPLIES AND MATERIALS",1723.78,1723.78
"HON. RICK LARSEN",2010,2010Q1,EQUIPMENT,441,441
"HON. JOHN B. LARSON",2010,2010Q1,"FRANKED MAIL",225.14,225.14
"HON. JOHN B. LARSON",2010,2010Q1,"PERSONNEL COMPENSATION",232849.04,232849.04
"HON. JOHN B. LARSON",2010,2010Q1,TRAVEL,12639.3,12639.3
"HON. JOHN B. LARSON",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",24516.16,24516.16
"HON. JOHN B. LARSON",2010,2010Q1,"PRINTING AND REPRODUCTION",672.1,672.1
"HON. JOHN B. LARSON",2010,2010Q1,"OTHER SERVICES",11379.5,11379.5
"HON. JOHN B. LARSON",2010,2010Q1,"SUPPLIES AND MATERIALS",14987.25,14987.25
"HON. JOHN B. LARSON",2010,2010Q1,EQUIPMENT,1253.25,1253.25
"HON. TOM LATHAM",2010,2010Q1,"FRANKED MAIL",39423.49,39423.49
"HON. TOM LATHAM",2010,2010Q1,"PERSONNEL COMPENSATION",211800.56,211800.56
"HON. TOM LATHAM",2010,2010Q1,TRAVEL,7348.09,7348.09
"HON. TOM LATHAM",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",28747.65,28747.65
"HON. TOM LATHAM",2010,2010Q1,"PRINTING AND REPRODUCTION",27458.82,27458.82
"HON. TOM LATHAM",2010,2010Q1,"OTHER SERVICES",10391.55,10391.55
"HON. TOM LATHAM",2010,2010Q1,"SUPPLIES AND MATERIALS",5036.64,5036.64
"HON. TOM LATHAM",2010,2010Q1,EQUIPMENT,1589.91,1589.91
"HON. STEVE C LATOURETTE",2010,2010Q1,"FRANKED MAIL",796.24,796.24
"HON. STEVE C LATOURETTE",2010,2010Q1,"PERSONNEL COMPENSATION",237772.07,237772.07
"HON. STEVE C LATOURETTE",2010,2010Q1,TRAVEL,3804.01,3804.01
"HON. STEVE C LATOURETTE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",18814.01,18814.01
"HON. STEVE C LATOURETTE",2010,2010Q1,"PRINTING AND REPRODUCTION",98,98
"HON. STEVE C LATOURETTE",2010,2010Q1,"OTHER SERVICES",10595,10595
"HON. STEVE C LATOURETTE",2010,2010Q1,"SUPPLIES AND MATERIALS",4561.22,4561.22
"HON. STEVE C LATOURETTE",2010,2010Q1,EQUIPMENT,974,974
"HON. ROBERT E. LATTA",2010,2010Q1,"FRANKED MAIL",46669.7,46669.7
"HON. ROBERT E. LATTA",2010,2010Q1,"PERSONNEL COMPENSATION",190985.96,190985.96
"HON. ROBERT E. LATTA",2010,2010Q1,TRAVEL,5352.34,5352.34
"HON. ROBERT E. LATTA",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",19879.79,19879.79
"HON. ROBERT E. LATTA",2010,2010Q1,"PRINTING AND REPRODUCTION",288.65,288.65
"HON. ROBERT E. LATTA",2010,2010Q1,"OTHER SERVICES",6042,6042
"HON. ROBERT E. LATTA",2010,2010Q1,"SUPPLIES AND MATERIALS",4677.93,4677.93
"HON. ROBERT E. LATTA",2010,2010Q1,EQUIPMENT,1431.16,1431.16
"HON. BARBARA LEE",2010,2010Q1,"FRANKED MAIL",294.14,294.14
"HON. BARBARA LEE",2010,2010Q1,"PERSONNEL COMPENSATION",226452.31,226452.31
"HON. BARBARA LEE",2010,2010Q1,TRAVEL,3819.3,3819.3
"HON. BARBARA LEE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",42126.14,42126.14
"HON. BARBARA LEE",2010,2010Q1,"PRINTING AND REPRODUCTION",542.5,542.5
"HON. BARBARA LEE",2010,2010Q1,"OTHER SERVICES",10871.28,10871.28
"HON. BARBARA LEE",2010,2010Q1,"SUPPLIES AND MATERIALS",8639.85,8639.85
"HON. BARBARA LEE",2010,2010Q1,EQUIPMENT,2384.25,2384.25
"HON. CHRISTOPHER J. LEE",2010,2010Q1,"FRANKED MAIL",1768.54,1768.54
"HON. CHRISTOPHER J. LEE",2010,2010Q1,"PERSONNEL COMPENSATION",200934.35,200934.35
"HON. CHRISTOPHER J. LEE",2010,2010Q1,TRAVEL,8312.23,8312.23
"HON. CHRISTOPHER J. LEE",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",23546.7,23546.7
"HON. CHRISTOPHER J. LEE",2010,2010Q1,"PRINTING AND REPRODUCTION",84.9,84.9
"HON. CHRISTOPHER J. LEE",2010,2010Q1,"OTHER SERVICES",6207.63,6207.63
"HON. CHRISTOPHER J. LEE",2010,2010Q1,"SUPPLIES AND MATERIALS",2344.6,2344.6
"HON. CHRISTOPHER J. LEE",2010,2010Q1,EQUIPMENT,652.17,652.17
"HON. SANDER M LEVIN",2010,2010Q1,"FRANKED MAIL",524.3,524.3
"HON. SANDER M LEVIN",2010,2010Q1,"PERSONNEL COMPENSATION",254335.31,254335.31
"HON. SANDER M LEVIN",2010,2010Q1,TRAVEL,5736.08,5736.08
"HON. SANDER M LEVIN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",18563.17,18563.17
"HON. SANDER M LEVIN",2010,2010Q1,"PRINTING AND REPRODUCTION",6.5,6.5
"HON. SANDER M LEVIN",2010,2010Q1,"OTHER SERVICES",8227.59,8227.59
"HON. SANDER M LEVIN",2010,2010Q1,"SUPPLIES AND MATERIALS",3151.52,3151.52
"HON. SANDER M LEVIN",2010,2010Q1,EQUIPMENT,566.98,566.98
"HON. JERRY LEWIS",2010,2010Q1,"FRANKED MAIL",296.09,296.09
"HON. JERRY LEWIS",2010,2010Q1,"PERSONNEL COMPENSATION",238531.69,238531.69
"HON. JERRY LEWIS",2010,2010Q1,TRAVEL,6480.45,6480.45
"HON. JERRY LEWIS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",17055.46,17055.46
"HON. JERRY LEWIS",2010,2010Q1,"PRINTING AND REPRODUCTION",24.6,24.6
"HON. JERRY LEWIS",2010,2010Q1,"OTHER SERVICES",9967.5,9967.5
"HON. JERRY LEWIS",2010,2010Q1,"SUPPLIES AND MATERIALS",5437.31,5437.31
"HON. JERRY LEWIS",2010,2010Q1,EQUIPMENT,678.51,678.51
"HON. JOHN LEWIS",2010,2010Q1,"FRANKED MAIL",163.27,163.27
"HON. JOHN LEWIS",2010,2010Q1,"PERSONNEL COMPENSATION",235510.87,235510.87
"HON. JOHN LEWIS",2010,2010Q1,TRAVEL,8217.09,8217.09
"HON. JOHN LEWIS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",31834.53,31834.53
"HON. JOHN LEWIS",2010,2010Q1,"PRINTING AND REPRODUCTION",118.45,118.45
"HON. JOHN LEWIS",2010,2010Q1,"OTHER SERVICES",11388,11388
"HON. JOHN LEWIS",2010,2010Q1,"SUPPLIES AND MATERIALS",9656.97,9656.97
"HON. JOHN LEWIS",2010,2010Q1,EQUIPMENT,4471.18,4471.18
"HON. JOHN LINDER",2010,2010Q1,"FRANKED MAIL",489.99,489.99
"HON. JOHN LINDER",2010,2010Q1,"PERSONNEL COMPENSATION",215149.39,215149.39
"HON. JOHN LINDER",2010,2010Q1,TRAVEL,2377.8,2377.8
"HON. JOHN LINDER",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",8152.39,8152.39
"HON. JOHN LINDER",2010,2010Q1,"PRINTING AND REPRODUCTION",79.8,79.8
"HON. JOHN LINDER",2010,2010Q1,"OTHER SERVICES",6852,6852
"HON. JOHN LINDER",2010,2010Q1,"SUPPLIES AND MATERIALS",428.88,428.88
"HON. JOHN LINDER",2010,2010Q1,EQUIPMENT,912.57,912.57
"HON. DANIEL LIPINSKI",2010,2010Q1,"FRANKED MAIL",918.07,918.07
"HON. DANIEL LIPINSKI",2010,2010Q1,"PERSONNEL COMPENSATION",229241.65,229241.65
"HON. DANIEL LIPINSKI",2010,2010Q1,TRAVEL,3994.24,3994.24
"HON. DANIEL LIPINSKI",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",29740.01,29740.01
"HON. DANIEL LIPINSKI",2010,2010Q1,"PRINTING AND REPRODUCTION",224.3,224.3
"HON. DANIEL LIPINSKI",2010,2010Q1,"OTHER SERVICES",7891.46,7891.46
"HON. DANIEL LIPINSKI",2010,2010Q1,"SUPPLIES AND MATERIALS",6940.25,6940.25
"HON. DANIEL LIPINSKI",2010,2010Q1,EQUIPMENT,807.03,807.03
"HON. FRANK A LOBIONDO",2010,2010Q1,"FRANKED MAIL",397.07,397.07
"HON. FRANK A LOBIONDO",2010,2010Q1,"PERSONNEL COMPENSATION",239309.45,239309.45
"HON. FRANK A LOBIONDO",2010,2010Q1,TRAVEL,2125.47,2125.47
"HON. FRANK A LOBIONDO",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",13988.57,13988.57
"HON. FRANK A LOBIONDO",2010,2010Q1,"PRINTING AND REPRODUCTION",243.8,243.8
"HON. FRANK A LOBIONDO",2010,2010Q1,"OTHER SERVICES",10562.26,10562.26
"HON. FRANK A LOBIONDO",2010,2010Q1,"SUPPLIES AND MATERIALS",3119.13,3119.13
"HON. FRANK A LOBIONDO",2010,2010Q1,EQUIPMENT,566.93,566.93
"HON. DAVID LOEBSACK",2010,2010Q1,"FRANKED MAIL",549.05,549.05
"HON. DAVID LOEBSACK",2010,2010Q1,"PERSONNEL COMPENSATION",211611.82,211611.82
"HON. DAVID LOEBSACK",2010,2010Q1,TRAVEL,16741.63,16741.63
"HON. DAVID LOEBSACK",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",17060.3,17060.3
"HON. DAVID LOEBSACK",2010,2010Q1,"PRINTING AND REPRODUCTION",127.5,127.5
"HON. DAVID LOEBSACK",2010,2010Q1,"OTHER SERVICES",8058,8058
"HON. DAVID LOEBSACK",2010,2010Q1,"SUPPLIES AND MATERIALS",12840.64,12840.64
"HON. DAVID LOEBSACK",2010,2010Q1,EQUIPMENT,721.26,721.26
"HON. ZOE LOFGREN",2010,2010Q1,"FRANKED MAIL",533.79,533.79
"HON. ZOE LOFGREN",2010,2010Q1,"PERSONNEL COMPENSATION",279258.75,279258.75
"HON. ZOE LOFGREN",2010,2010Q1,TRAVEL,5513.45,5513.45
"HON. ZOE LOFGREN",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",21251.82,21251.82
"HON. ZOE LOFGREN",2010,2010Q1,"PRINTING AND REPRODUCTION",31.9,31.9
"HON. ZOE LOFGREN",2010,2010Q1,"OTHER SERVICES",7842,7842
"HON. ZOE LOFGREN",2010,2010Q1,"SUPPLIES AND MATERIALS",4222.32,4222.32
"HON. ZOE LOFGREN",2010,2010Q1,EQUIPMENT,934.74,934.74
"HON. NITA M LOWEY",2010,2010Q1,"FRANKED MAIL",714.27,714.27
"HON. NITA M LOWEY",2010,2010Q1,"PERSONNEL COMPENSATION",190396.61,190396.61
"HON. NITA M LOWEY",2010,2010Q1,TRAVEL,1770.94,1770.94
"HON. NITA M LOWEY",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",29197.82,29197.82
"HON. NITA M LOWEY",2010,2010Q1,"PRINTING AND REPRODUCTION",138,138
"HON. NITA M LOWEY",2010,2010Q1,"OTHER SERVICES",11688,11688
"HON. NITA M LOWEY",2010,2010Q1,"SUPPLIES AND MATERIALS",6082.66,6082.66
"HON. NITA M LOWEY",2010,2010Q1,EQUIPMENT,540.13,540.13
"HON. FRANK D LUCAS",2010,2010Q1,"FRANKED MAIL",10956.48,10956.48
"HON. FRANK D LUCAS",2010,2010Q1,"PERSONNEL COMPENSATION",198280.03,198280.03
"HON. FRANK D LUCAS",2010,2010Q1,TRAVEL,23233.44,23233.44
"HON. FRANK D LUCAS",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",26727.73,26727.73
"HON. FRANK D LUCAS",2010,2010Q1,"PRINTING AND REPRODUCTION",6821.3,6821.3
"HON. FRANK D LUCAS",2010,2010Q1,"OTHER SERVICES",9746,9746
"HON. FRANK D LUCAS",2010,2010Q1,"SUPPLIES AND MATERIALS",4784.95,4784.95
"HON. FRANK D LUCAS",2010,2010Q1,EQUIPMENT,1232.2,1232.2
"HON. BLAINE LUETKEMEYER",2010,2010Q1,"FRANKED MAIL",2000.74,2000.74
"HON. BLAINE LUETKEMEYER",2010,2010Q1,"PERSONNEL COMPENSATION",206651.29,206651.29
"HON. BLAINE LUETKEMEYER",2010,2010Q1,TRAVEL,10297.88,10297.88
"HON. BLAINE LUETKEMEYER",2010,2010Q1,"RENT, COMMUNICATION, UTILITIES",33887.9,33887.9
"HON. BLAINE LUETKEMEYER",2010,2010Q1,"PRINTING AND REPRODUCTION",12.85,12.85
"HON. BLAINE LUETKEMEYER",2010,2010Q1,"OTHER SERVICES",6117.63,6117.63
"HON. BLAINE LUETKEMEYER",2010,2010Q1,"SUPPLIES AND MATERIALS",2565.19,2565.19
"HON. BLAINE LUETKEMEYER",2010,2010Q1,EQUIPMENT,903.54,903.54
"HON. BEN RAY LUJAN",2010,2010Q1,"FRANKED MAIL",16648.67,16648.67
"HON. BEN RAY LUJAN",2010,2010Q1,"PERSONNEL COMPENSATION",219909.91,219909.91
