BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
L000560,HON. RICK LARSEN,2010,2010Q2,OTHER SERVICES,"23,936.24","12,928.24"
L000560,HON. RICK LARSEN,2010,2010Q2,SUPPLIES AND MATERIALS,"38,666.32","36,942.54"
L000560,HON. RICK LARSEN,2010,2010Q2,EQUIPMENT,"1,454.00","1,013.00"
L000557,HON. JOHN B. LARSON,2010,2010Q2,FRANKED MAIL,608.16,383.02
L000557,HON. JOHN B. LARSON,2010,2010Q2,PERSONNEL COMPENSATION,"486,135.42","253,286.38"
L000557,HON. JOHN B. LARSON,2010,2010Q2,TRAVEL,"29,403.67","16,764.37"
L000557,HON. JOHN B. LARSON,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","52,926.73","28,410.57"
L000557,HON. JOHN B. LARSON,2010,2010Q2,PRINTING AND REPRODUCTION,"1,569.76",897.66
L000557,HON. JOHN B. LARSON,2010,2010Q2,OTHER SERVICES,"29,123.97","17,744.47"
L000557,HON. JOHN B. LARSON,2010,2010Q2,SUPPLIES AND MATERIALS,"22,569.94","7,582.69"
L000557,HON. JOHN B. LARSON,2010,2010Q2,EQUIPMENT,"2,600.25","1,347.00"
L000111,HON. TOM LATHAM,2010,2010Q2,FRANKED MAIL,"83,766.32","44,342.83"
L000111,HON. TOM LATHAM,2010,2010Q2,PERSONNEL COMPENSATION,"426,696.47","214,895.91"
L000111,HON. TOM LATHAM,2010,2010Q2,TRAVEL,"22,092.12","14,744.03"
L000111,HON. TOM LATHAM,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","53,134.86","24,387.21"
L000111,HON. TOM LATHAM,2010,2010Q2,PRINTING AND REPRODUCTION,"28,659.37","1,200.55"
L000111,HON. TOM LATHAM,2010,2010Q2,OTHER SERVICES,"23,281.10","12,889.55"
L000111,HON. TOM LATHAM,2010,2010Q2,SUPPLIES AND MATERIALS,"13,270.70","8,234.06"
L000111,HON. TOM LATHAM,2010,2010Q2,EQUIPMENT,"3,722.08","2,132.17"
L000553,HON. STEVE C LATOURETTE,2010,2010Q2,FRANKED MAIL,"2,358.17","1,561.93"
L000553,HON. STEVE C LATOURETTE,2010,2010Q2,PERSONNEL COMPENSATION,"459,425.93","221,653.86"
L000553,HON. STEVE C LATOURETTE,2010,2010Q2,TRAVEL,"7,842.88","4,038.87"
L000553,HON. STEVE C LATOURETTE,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","40,160.28","21,346.27"
L000553,HON. STEVE C LATOURETTE,2010,2010Q2,PRINTING AND REPRODUCTION,"2,206.17","2,108.17"
L000553,HON. STEVE C LATOURETTE,2010,2010Q2,OTHER SERVICES,"20,715.25","10,120.25"
L000553,HON. STEVE C LATOURETTE,2010,2010Q2,SUPPLIES AND MATERIALS,"9,245.23","4,684.01"
L000553,HON. STEVE C LATOURETTE,2010,2010Q2,EQUIPMENT,"1,553.00",579.00
L000566,HON. ROBERT E. LATTA,2010,2010Q2,FRANKED MAIL,"58,344.89","11,675.19"
L000566,HON. ROBERT E. LATTA,2010,2010Q2,PERSONNEL COMPENSATION,"391,393.16","200,407.20"
L000566,HON. ROBERT E. LATTA,2010,2010Q2,TRAVEL,"27,099.96","21,747.62"
L000566,HON. ROBERT E. LATTA,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","49,356.02","29,476.23"
L000566,HON. ROBERT E. LATTA,2010,2010Q2,PRINTING AND REPRODUCTION,"3,599.43","3,310.78"
L000566,HON. ROBERT E. LATTA,2010,2010Q2,OTHER SERVICES,"14,402.75","8,360.75"
L000566,HON. ROBERT E. LATTA,2010,2010Q2,SUPPLIES AND MATERIALS,"20,871.10","16,193.17"
L000566,HON. ROBERT E. LATTA,2010,2010Q2,EQUIPMENT,"2,792.49","1,361.33"
L000551,HON. BARBARA LEE,2010,2010Q2,FRANKED MAIL,818.76,524.62
L000551,HON. BARBARA LEE,2010,2010Q2,PERSONNEL COMPENSATION,"463,222.69","236,770.38"
L000551,HON. BARBARA LEE,2010,2010Q2,TRAVEL,"15,852.05","12,032.75"
L000551,HON. BARBARA LEE,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","81,078.87","38,952.73"
L000551,HON. BARBARA LEE,2010,2010Q2,PRINTING AND REPRODUCTION,"1,377.20",834.70
L000551,HON. BARBARA LEE,2010,2010Q2,OTHER SERVICES,"29,850.12","18,978.84"
L000551,HON. BARBARA LEE,2010,2010Q2,SUPPLIES AND MATERIALS,"19,947.62","11,307.77"
L000551,HON. BARBARA LEE,2010,2010Q2,EQUIPMENT,"4,694.90","2,310.65"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q2,FRANKED MAIL,"69,600.35","67,831.81"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q2,PERSONNEL COMPENSATION,"403,598.25","202,663.90"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q2,TRAVEL,"21,448.37","13,136.14"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","102,963.93","79,417.23"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q2,PRINTING AND REPRODUCTION,"87,996.85","87,911.95"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q2,OTHER SERVICES,"27,290.30","21,082.67"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q2,SUPPLIES AND MATERIALS,"12,497.61","10,153.01"
L000568,HON. CHRISTOPHER J. LEE,2010,2010Q2,EQUIPMENT,"1,754.20","1,102.03"
L000263,HON. SANDER M LEVIN,2010,2010Q2,FRANKED MAIL,"44,431.32","43,907.02"
L000263,HON. SANDER M LEVIN,2010,2010Q2,PERSONNEL COMPENSATION,"539,223.97","284,888.66"
L000263,HON. SANDER M LEVIN,2010,2010Q2,TRAVEL,"20,392.01","14,655.93"
L000263,HON. SANDER M LEVIN,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","41,245.06","22,681.89"
L000263,HON. SANDER M LEVIN,2010,2010Q2,PRINTING AND REPRODUCTION,"29,939.11","29,932.61"
L000263,HON. SANDER M LEVIN,2010,2010Q2,OTHER SERVICES,"14,702.59","6,475.00"
L000263,HON. SANDER M LEVIN,2010,2010Q2,SUPPLIES AND MATERIALS,"14,041.96","10,890.44"
L000263,HON. SANDER M LEVIN,2010,2010Q2,EQUIPMENT,"1,442.98",876.00
L000274,HON. JERRY LEWIS,2010,2010Q2,FRANKED MAIL,"1,147.82",851.73
L000274,HON. JERRY LEWIS,2010,2010Q2,PERSONNEL COMPENSATION,"488,796.52","250,264.83"
L000274,HON. JERRY LEWIS,2010,2010Q2,TRAVEL,"17,150.77","10,670.32"
L000274,HON. JERRY LEWIS,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","35,458.54","18,403.08"
L000274,HON. JERRY LEWIS,2010,2010Q2,PRINTING AND REPRODUCTION,410.30,385.70
L000274,HON. JERRY LEWIS,2010,2010Q2,OTHER SERVICES,"21,125.50","11,158.00"
L000274,HON. JERRY LEWIS,2010,2010Q2,SUPPLIES AND MATERIALS,"23,060.97","17,623.66"
L000274,HON. JERRY LEWIS,2010,2010Q2,EQUIPMENT,"6,857.02","6,178.51"
L000287,HON. JOHN LEWIS,2010,2010Q2,FRANKED MAIL,"31,532.12","31,368.85"
L000287,HON. JOHN LEWIS,2010,2010Q2,PERSONNEL COMPENSATION,"468,432.47","232,921.60"
L000287,HON. JOHN LEWIS,2010,2010Q2,TRAVEL,"20,445.90","12,228.81"
L000287,HON. JOHN LEWIS,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","66,121.55","34,287.02"
L000287,HON. JOHN LEWIS,2010,2010Q2,PRINTING AND REPRODUCTION,"22,573.06","22,454.61"
L000287,HON. JOHN LEWIS,2010,2010Q2,OTHER SERVICES,"25,776.00","14,388.00"
L000287,HON. JOHN LEWIS,2010,2010Q2,SUPPLIES AND MATERIALS,"28,086.54","18,429.57"
L000287,HON. JOHN LEWIS,2010,2010Q2,EQUIPMENT,"11,264.45","6,793.27"
L000321,HON. JOHN LINDER,2010,2010Q2,FRANKED MAIL,"1,257.60",767.61
L000321,HON. JOHN LINDER,2010,2010Q2,PERSONNEL COMPENSATION,"430,878.53","215,729.14"
L000321,HON. JOHN LINDER,2010,2010Q2,TRAVEL,"8,457.80","6,080.00"
L000321,HON. JOHN LINDER,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","19,562.05","11,409.66"
L000321,HON. JOHN LINDER,2010,2010Q2,PRINTING AND REPRODUCTION,239.40,159.60
L000321,HON. JOHN LINDER,2010,2010Q2,OTHER SERVICES,"14,004.00","7,152.00"
L000321,HON. JOHN LINDER,2010,2010Q2,SUPPLIES AND MATERIALS,"1,561.00","1,132.12"
L000321,HON. JOHN LINDER,2010,2010Q2,EQUIPMENT,"1,784.07",871.50
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,FRANKED MAIL,"21,665.61","20,747.54"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,PERSONNEL COMPENSATION,"444,711.03","215,469.38"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,TRAVEL,"13,081.85","9,087.61"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","63,136.36","33,396.35"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,PRINTING AND REPRODUCTION,"64,144.65","63,920.35"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,OTHER SERVICES,"17,808.34","9,916.88"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,SUPPLIES AND MATERIALS,"20,118.72","13,178.47"
L000563,HON. DANIEL LIPINSKI,2010,2010Q2,EQUIPMENT,"5,399.20","4,592.17"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,FRANKED MAIL,"1,765.88","1,368.81"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,PERSONNEL COMPENSATION,"481,865.00","242,555.55"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,TRAVEL,"7,561.91","5,436.44"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","31,765.89","17,777.32"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,PRINTING AND REPRODUCTION,"1,258.65","1,014.85"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,OTHER SERVICES,"21,480.15","10,917.89"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,SUPPLIES AND MATERIALS,"7,692.91","4,573.78"
L000554,HON. FRANK A LOBIONDO,2010,2010Q2,EQUIPMENT,"1,657.98","1,091.05"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,FRANKED MAIL,"15,603.36","15,054.31"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,PERSONNEL COMPENSATION,"449,764.65","238,152.83"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,TRAVEL,"30,247.93","13,506.30"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","41,299.65","24,239.35"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,PRINTING AND REPRODUCTION,410.59,283.09
L000565,HON. DAVID LOEBSACK,2010,2010Q2,OTHER SERVICES,"17,447.18","9,389.18"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,SUPPLIES AND MATERIALS,"15,847.22","3,006.58"
L000565,HON. DAVID LOEBSACK,2010,2010Q2,EQUIPMENT,"1,442.52",721.26
L000397,HON. ZOE LOFGREN,2010,2010Q2,FRANKED MAIL,"1,577.51","1,043.72"
L000397,HON. ZOE LOFGREN,2010,2010Q2,PERSONNEL COMPENSATION,"562,179.84","282,921.09"
L000397,HON. ZOE LOFGREN,2010,2010Q2,TRAVEL,"10,191.44","4,677.99"
L000397,HON. ZOE LOFGREN,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","46,237.66","24,985.84"
L000397,HON. ZOE LOFGREN,2010,2010Q2,PRINTING AND REPRODUCTION,"4,045.25","4,013.35"
L000397,HON. ZOE LOFGREN,2010,2010Q2,OTHER SERVICES,"18,326.89","10,484.89"
L000397,HON. ZOE LOFGREN,2010,2010Q2,SUPPLIES AND MATERIALS,"8,718.41","4,496.09"
L000397,HON. ZOE LOFGREN,2010,2010Q2,EQUIPMENT,"1,869.48",934.74
L000480,HON. NITA M LOWEY,2010,2010Q2,FRANKED MAIL,"73,392.97","72,678.70"
L000480,HON. NITA M LOWEY,2010,2010Q2,PERSONNEL COMPENSATION,"391,003.22","200,606.61"
L000480,HON. NITA M LOWEY,2010,2010Q2,TRAVEL,"9,299.59","7,528.65"
L000480,HON. NITA M LOWEY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","83,015.91","53,818.09"
L000480,HON. NITA M LOWEY,2010,2010Q2,PRINTING AND REPRODUCTION,"25,486.65","25,348.65"
L000480,HON. NITA M LOWEY,2010,2010Q2,OTHER SERVICES,"23,776.00","12,088.00"
L000480,HON. NITA M LOWEY,2010,2010Q2,SUPPLIES AND MATERIALS,"12,223.91","6,141.25"
L000480,HON. NITA M LOWEY,2010,2010Q2,EQUIPMENT,"2,701.31","2,161.18"
L000491,HON. FRANK D LUCAS,2010,2010Q2,FRANKED MAIL,"33,806.34","22,849.86"
L000491,HON. FRANK D LUCAS,2010,2010Q2,PERSONNEL COMPENSATION,"402,182.83","203,902.80"
L000491,HON. FRANK D LUCAS,2010,2010Q2,TRAVEL,"57,060.74","33,827.30"
L000491,HON. FRANK D LUCAS,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","57,291.90","30,564.17"
L000491,HON. FRANK D LUCAS,2010,2010Q2,PRINTING AND REPRODUCTION,"24,856.50","18,035.20"
L000491,HON. FRANK D LUCAS,2010,2010Q2,OTHER SERVICES,"19,135.00","9,389.00"
L000491,HON. FRANK D LUCAS,2010,2010Q2,SUPPLIES AND MATERIALS,"18,921.08","14,136.13"
L000491,HON. FRANK D LUCAS,2010,2010Q2,EQUIPMENT,"3,343.38","2,111.18"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,FRANKED MAIL,"60,330.46","58,329.72"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,PERSONNEL COMPENSATION,"415,015.26","208,363.97"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,TRAVEL,"23,742.73","13,444.85"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","66,445.12","32,557.22"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,PRINTING AND REPRODUCTION,"26,446.69","26,433.84"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,OTHER SERVICES,"12,310.26","6,192.63"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,SUPPLIES AND MATERIALS,"3,938.94","1,373.75"
L000569,HON. BLAINE LUETKEMEYER,2010,2010Q2,EQUIPMENT,"1,807.08",903.54
L000570,HON. BEN RAY LUJAN,2010,2010Q2,FRANKED MAIL,"17,278.24",629.57
L000570,HON. BEN RAY LUJAN,2010,2010Q2,PERSONNEL COMPENSATION,"444,030.73","224,120.82"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,TRAVEL,"47,437.70","39,423.22"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","41,118.76","25,236.46"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,PRINTING AND REPRODUCTION,"26,582.98","4,742.11"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,OTHER SERVICES,"24,898.22","15,040.95"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,SUPPLIES AND MATERIALS,"5,058.45","2,914.03"
L000570,HON. BEN RAY LUJAN,2010,2010Q2,EQUIPMENT,"4,503.48","2,220.24"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,FRANKED MAIL,"1,291.39",957.31
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,PERSONNEL COMPENSATION,"514,726.65","261,259.59"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,TRAVEL,"52,555.15","40,049.60"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","36,010.08","22,619.92"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,PRINTING AND REPRODUCTION,"2,249.55","2,186.25"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,OTHER SERVICES,"23,636.98","11,874.70"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,SUPPLIES AND MATERIALS,"6,488.91","3,616.75"
L000571,HON. CYNTHIA M. LUMMIS,2010,2010Q2,EQUIPMENT,"6,038.85","4,797.85"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,FRANKED MAIL,"49,811.97","30,776.10"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,PERSONNEL COMPENSATION,"495,592.66","244,729.84"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,TRAVEL,"36,025.64","23,230.41"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","73,126.73","30,611.66"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,PRINTING AND REPRODUCTION,"38,753.70","38,500.91"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,OTHER SERVICES,"26,005.58","15,475.50"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,SUPPLIES AND MATERIALS,"9,998.20","6,983.57"
L000517,HON. DANIEL E. LUNGREN,2010,2010Q2,EQUIPMENT,559.15,144.81
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,FRANKED MAIL,"37,479.40","36,918.16"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,PERSONNEL COMPENSATION,"503,832.95","258,484.65"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,TRAVEL,"13,096.46","11,021.76"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","76,415.82","39,330.70"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,PRINTING AND REPRODUCTION,"39,641.70","39,588.90"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,OTHER SERVICES,"26,555.12","13,945.01"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,SUPPLIES AND MATERIALS,"5,636.86","2,816.63"
L000562,HON. STEPHEN F. LYNCH,2010,2010Q2,EQUIPMENT,"1,735.51",736.98
M001155,HON. CONNIE MACK,2010,2010Q2,FRANKED MAIL,"28,731.09","26,544.11"
M001155,HON. CONNIE MACK,2010,2010Q2,PERSONNEL COMPENSATION,"395,566.81","210,777.81"
M001155,HON. CONNIE MACK,2010,2010Q2,TRAVEL,"23,803.18","11,357.82"
M001155,HON. CONNIE MACK,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","37,532.66","20,189.89"
M001155,HON. CONNIE MACK,2010,2010Q2,PRINTING AND REPRODUCTION,"32,860.08","32,496.33"
M001155,HON. CONNIE MACK,2010,2010Q2,OTHER SERVICES,"17,545.40","10,641.02"
M001155,HON. CONNIE MACK,2010,2010Q2,SUPPLIES AND MATERIALS,"5,099.65","3,480.97"
M001155,HON. CONNIE MACK,2010,2010Q2,EQUIPMENT,"2,348.86","2,229.00"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,FRANKED MAIL,"34,782.15","34,087.90"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,PERSONNEL COMPENSATION,"412,421.21","221,327.75"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,TRAVEL,"11,223.58","8,394.43"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","43,328.92","26,964.72"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,PRINTING AND REPRODUCTION,"20,163.44","19,976.82"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,OTHER SERVICES,"24,806.65","12,421.73"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,SUPPLIES AND MATERIALS,"9,830.83","7,126.33"
M001171,HON. DANIEL B. MAFFEI,2010,2010Q2,EQUIPMENT,"6,055.62","4,762.47"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,FRANKED MAIL,"19,141.12","4,056.47"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,PERSONNEL COMPENSATION,"606,505.11","311,254.53"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,TRAVEL,"15,582.70","13,149.84"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","64,650.41","35,186.89"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,PRINTING AND REPRODUCTION,"6,383.48","6,230.48"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,OTHER SERVICES,"28,460.50","14,666.00"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,SUPPLIES AND MATERIALS,"31,895.97","10,080.10"
M000087,HON. CAROLYN B MALONEY,2010,2010Q2,EQUIPMENT,"4,781.21","2,593.15"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,FRANKED MAIL,"5,815.72","4,407.22"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,PERSONNEL COMPENSATION,"469,060.89","237,340.49"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,TRAVEL,"12,223.00","6,053.04"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","41,557.21","21,440.78"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,PRINTING AND REPRODUCTION,333.50,162.10
M001138,HON. DONALD A MANZULLO,2010,2010Q2,OTHER SERVICES,"27,847.87","14,494.00"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,SUPPLIES AND MATERIALS,"9,878.93","5,370.57"
M001138,HON. DONALD A MANZULLO,2010,2010Q2,EQUIPMENT,"1,815.00","1,194.00"
M001158,HON. KENNY MARCHANT,2010,2010Q2,FRANKED MAIL,"3,157.75","2,191.13"
M001158,HON. KENNY MARCHANT,2010,2010Q2,PERSONNEL COMPENSATION,"384,408.66","194,019.82"
M001158,HON. KENNY MARCHANT,2010,2010Q2,TRAVEL,"20,971.05","13,593.07"
M001158,HON. KENNY MARCHANT,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","40,189.57","22,051.97"
M001158,HON. KENNY MARCHANT,2010,2010Q2,PRINTING AND REPRODUCTION,"1,587.45","1,587.45"
M001158,HON. KENNY MARCHANT,2010,2010Q2,OTHER SERVICES,"25,077.04","12,862.95"
M001158,HON. KENNY MARCHANT,2010,2010Q2,SUPPLIES AND MATERIALS,"11,735.30","8,340.19"
M001158,HON. KENNY MARCHANT,2010,2010Q2,EQUIPMENT,"1,261.06","1,012.06"
M001172,HON. BETSY MARKEY,2010,2010Q2,FRANKED MAIL,"76,881.87","76,317.03"
M001172,HON. BETSY MARKEY,2010,2010Q2,PERSONNEL COMPENSATION,"436,620.90","222,766.90"
M001172,HON. BETSY MARKEY,2010,2010Q2,TRAVEL,"38,975.84","25,433.53"
M001172,HON. BETSY MARKEY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","37,748.00","20,856.51"
M001172,HON. BETSY MARKEY,2010,2010Q2,PRINTING AND REPRODUCTION,798.67,460.73
M001172,HON. BETSY MARKEY,2010,2010Q2,OTHER SERVICES,"24,294.19","18,416.77"
M001172,HON. BETSY MARKEY,2010,2010Q2,SUPPLIES AND MATERIALS,"6,674.24","4,777.22"
M001172,HON. BETSY MARKEY,2010,2010Q2,EQUIPMENT,"1,211.08",627.48
M000133,HON. EDWARD J MARKEY,2010,2010Q2,FRANKED MAIL,514.56,399.55
M000133,HON. EDWARD J MARKEY,2010,2010Q2,PERSONNEL COMPENSATION,"469,407.59","241,036.10"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,TRAVEL,"10,077.82","8,174.22"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","46,888.29","25,154.70"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,PRINTING AND REPRODUCTION,297.30,272.60
M000133,HON. EDWARD J MARKEY,2010,2010Q2,OTHER SERVICES,"15,596.43","7,764.43"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,SUPPLIES AND MATERIALS,"14,563.01","11,834.89"
M000133,HON. EDWARD J MARKEY,2010,2010Q2,EQUIPMENT,"1,081.32",514.83
M001146,HON. JIM MARSHALL,2010,2010Q2,FRANKED MAIL,"4,811.46","2,635.48"
M001146,HON. JIM MARSHALL,2010,2010Q2,PERSONNEL COMPENSATION,"379,299.52","206,935.52"
M001146,HON. JIM MARSHALL,2010,2010Q2,TRAVEL,"12,190.21","8,659.96"
M001146,HON. JIM MARSHALL,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","31,334.01","16,074.54"
M001146,HON. JIM MARSHALL,2010,2010Q2,PRINTING AND REPRODUCTION,318.71,158.71
M001146,HON. JIM MARSHALL,2010,2010Q2,OTHER SERVICES,"29,592.00","14,796.00"
M001146,HON. JIM MARSHALL,2010,2010Q2,SUPPLIES AND MATERIALS,"4,342.36","2,636.44"
M001146,HON. JIM MARSHALL,2010,2010Q2,EQUIPMENT,"1,930.44","1,227.72"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,FRANKED MAIL,"2,531.73","1,104.50"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,PERSONNEL COMPENSATION,"533,351.20","268,011.09"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,TRAVEL,"20,815.11","3,571.24"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","51,042.66","21,973.41"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,PRINTING AND REPRODUCTION,"1,649.40","1,210.40"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,OTHER SERVICES,"19,399.26","19,009.26"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,SUPPLIES AND MATERIALS,"4,546.54","1,801.38"
M001173,HON. ERIC J. J. MASSA,2010,2010Q2,EQUIPMENT,"8,604.50","4,717.04"
M001142,HON. JIM MATHESON,2010,2010Q2,FRANKED MAIL,"1,587.51","1,123.43"
M001142,HON. JIM MATHESON,2010,2010Q2,PERSONNEL COMPENSATION,"441,541.61","216,692.74"
M001142,HON. JIM MATHESON,2010,2010Q2,TRAVEL,"37,620.20","27,457.22"
M001142,HON. JIM MATHESON,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","46,536.56","32,373.12"
M001142,HON. JIM MATHESON,2010,2010Q2,PRINTING AND REPRODUCTION,981.81,840.43
M001142,HON. JIM MATHESON,2010,2010Q2,OTHER SERVICES,"28,464.39","7,686.39"
M001142,HON. JIM MATHESON,2010,2010Q2,SUPPLIES AND MATERIALS,"7,332.12","4,020.18"
M001142,HON. JIM MATHESON,2010,2010Q2,EQUIPMENT,"2,225.81",800.91
M001163,HON. DORIS MATSUI,2010,2010Q2,FRANKED MAIL,"21,034.07","20,416.65"
M001163,HON. DORIS MATSUI,2010,2010Q2,PERSONNEL COMPENSATION,"453,604.89","229,233.31"
M001163,HON. DORIS MATSUI,2010,2010Q2,TRAVEL,"17,358.93","11,642.32"
M001163,HON. DORIS MATSUI,2010,2010Q2,"RENT, COMMUNICATION, UTILITIES","67,554.69","34,647.43"
M001163,HON. DORIS MATSUI,2010,2010Q2,PRINTING AND REPRODUCTION,350.62,310.62
M001163,HON. DORIS MATSUI,2010,2010Q2,OTHER SERVICES,"26,139.16","13,912.08"
M001163,HON. DORIS MATSUI,2010,2010Q2,SUPPLIES AND MATERIALS,"6,739.81","6,063.52"
