BIOGUIDE_ID,OFFICE,YEAR,QUARTER,CATEGORY,YTD,AMOUNT
H001059,HON. RANDY HULTGREN,2011,2011Q1,SUPPLIES AND MATERIALS,"6,693.57","6,693.57"
H001059,HON. RANDY HULTGREN,2011,2011Q1,EQUIPMENT,"2,583.99","2,583.99"
H001048,HON. DUNCAN HUNTER,2011,2011Q1,FRANKED MAIL,"1,610.34","1,610.34"
H001048,HON. DUNCAN HUNTER,2011,2011Q1,PERSONNEL COMPENSATION,"227,556.07","227,556.07"
H001048,HON. DUNCAN HUNTER,2011,2011Q1,TRAVEL,"9,617.90","9,617.90"
H001048,HON. DUNCAN HUNTER,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","20,638.11","20,638.11"
H001048,HON. DUNCAN HUNTER,2011,2011Q1,PRINTING AND REPRODUCTION,"7,694.35","7,694.35"
H001048,HON. DUNCAN HUNTER,2011,2011Q1,OTHER SERVICES,"12,346.50","12,346.50"
H001048,HON. DUNCAN HUNTER,2011,2011Q1,SUPPLIES AND MATERIALS,"6,039.14","6,039.14"
H001048,HON. DUNCAN HUNTER,2011,2011Q1,EQUIPMENT,"1,167.50","1,167.50"
H001060,HON. ROBERT HURT,2011,2011Q1,FRANKED MAIL,"1,048.84","1,048.84"
H001060,HON. ROBERT HURT,2011,2011Q1,PERSONNEL COMPENSATION,"166,794.91","166,794.91"
H001060,HON. ROBERT HURT,2011,2011Q1,TRAVEL,"1,339.89","1,339.89"
H001060,HON. ROBERT HURT,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","12,695.19","12,695.19"
H001060,HON. ROBERT HURT,2011,2011Q1,PRINTING AND REPRODUCTION,980.90,980.90
H001060,HON. ROBERT HURT,2011,2011Q1,OTHER SERVICES,"12,420.80","12,420.80"
H001060,HON. ROBERT HURT,2011,2011Q1,SUPPLIES AND MATERIALS,"3,358.13","3,358.13"
H001060,HON. ROBERT HURT,2011,2011Q1,EQUIPMENT,"3,404.20","3,404.20"
I000026,HON. JAY INSLEE,2011,2011Q1,FRANKED MAIL,278.61,278.61
I000026,HON. JAY INSLEE,2011,2011Q1,PERSONNEL COMPENSATION,"243,272.29","243,272.29"
I000026,HON. JAY INSLEE,2011,2011Q1,TRAVEL,"6,313.64","6,313.64"
I000026,HON. JAY INSLEE,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","10,646.24","10,646.24"
I000026,HON. JAY INSLEE,2011,2011Q1,PRINTING AND REPRODUCTION,228.50,228.50
I000026,HON. JAY INSLEE,2011,2011Q1,OTHER SERVICES,"12,133.50","12,133.50"
I000026,HON. JAY INSLEE,2011,2011Q1,SUPPLIES AND MATERIALS,"1,613.74","1,613.74"
I000026,HON. JAY INSLEE,2011,2011Q1,EQUIPMENT,492.00,492.00
I000057,HON. STEVE ISRAEL,2011,2011Q1,FRANKED MAIL,"14,537.20","14,537.20"
I000057,HON. STEVE ISRAEL,2011,2011Q1,PERSONNEL COMPENSATION,"241,231.74","241,231.74"
I000057,HON. STEVE ISRAEL,2011,2011Q1,TRAVEL,"4,118.84","4,118.84"
I000057,HON. STEVE ISRAEL,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","6,843.15","6,843.15"
I000057,HON. STEVE ISRAEL,2011,2011Q1,PRINTING AND REPRODUCTION,317.10,317.10
I000057,HON. STEVE ISRAEL,2011,2011Q1,OTHER SERVICES,"6,481.86","6,481.86"
I000057,HON. STEVE ISRAEL,2011,2011Q1,SUPPLIES AND MATERIALS,"6,079.71","6,079.71"
I000057,HON. STEVE ISRAEL,2011,2011Q1,EQUIPMENT,664.55,664.55
I000056,HON. DARRELL E. ISSA,2011,2011Q1,FRANKED MAIL,"2,676.46","2,676.46"
I000056,HON. DARRELL E. ISSA,2011,2011Q1,PERSONNEL COMPENSATION,"228,408.39","228,408.39"
I000056,HON. DARRELL E. ISSA,2011,2011Q1,TRAVEL,"17,244.61","17,244.61"
I000056,HON. DARRELL E. ISSA,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","22,057.14","22,057.14"
I000056,HON. DARRELL E. ISSA,2011,2011Q1,PRINTING AND REPRODUCTION,184.65,184.65
I000056,HON. DARRELL E. ISSA,2011,2011Q1,OTHER SERVICES,"12,269.50","12,269.50"
I000056,HON. DARRELL E. ISSA,2011,2011Q1,SUPPLIES AND MATERIALS,"11,355.72","11,355.72"
I000056,HON. DARRELL E. ISSA,2011,2011Q1,EQUIPMENT,913.80,913.80
J000032,HON. SHEILA JACKSON LEE,2011,2011Q1,FRANKED MAIL,45.14,45.14
J000032,HON. SHEILA JACKSON LEE,2011,2011Q1,PERSONNEL COMPENSATION,"194,353.36","194,353.36"
J000032,HON. SHEILA JACKSON LEE,2011,2011Q1,TRAVEL,"18,110.88","18,110.88"
J000032,HON. SHEILA JACKSON LEE,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","35,479.29","35,479.29"
J000032,HON. SHEILA JACKSON LEE,2011,2011Q1,PRINTING AND REPRODUCTION,"6,911.00","6,911.00"
J000032,HON. SHEILA JACKSON LEE,2011,2011Q1,OTHER SERVICES,"8,423.05","8,423.05"
J000032,HON. SHEILA JACKSON LEE,2011,2011Q1,SUPPLIES AND MATERIALS,"12,939.05","12,939.05"
J000032,HON. SHEILA JACKSON LEE,2011,2011Q1,EQUIPMENT,"2,004.96","2,004.96"
J000283,"HON. JESSE L. JACKSON, JR.",2011,2011Q1,FRANKED MAIL,358.26,358.26
J000283,"HON. JESSE L. JACKSON, JR.",2011,2011Q1,PERSONNEL COMPENSATION,"193,864.27","193,864.27"
J000283,"HON. JESSE L. JACKSON, JR.",2011,2011Q1,TRAVEL,"11,894.18","11,894.18"
J000283,"HON. JESSE L. JACKSON, JR.",2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","36,861.92","36,861.92"
J000283,"HON. JESSE L. JACKSON, JR.",2011,2011Q1,PRINTING AND REPRODUCTION,"1,051.90","1,051.90"
J000283,"HON. JESSE L. JACKSON, JR.",2011,2011Q1,OTHER SERVICES,"19,286.10","19,286.10"
J000283,"HON. JESSE L. JACKSON, JR.",2011,2011Q1,SUPPLIES AND MATERIALS,"4,301.21","4,301.21"
J000283,"HON. JESSE L. JACKSON, JR.",2011,2011Q1,EQUIPMENT,"16,482.38","16,482.38"
J000290,HON. LYNN JENKINS,2011,2011Q1,FRANKED MAIL,"8,594.59","8,594.59"
J000290,HON. LYNN JENKINS,2011,2011Q1,PERSONNEL COMPENSATION,"193,900.11","193,900.11"
J000290,HON. LYNN JENKINS,2011,2011Q1,TRAVEL,"9,735.10","9,735.10"
J000290,HON. LYNN JENKINS,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","18,872.09","18,872.09"
J000290,HON. LYNN JENKINS,2011,2011Q1,PRINTING AND REPRODUCTION,"6,841.26","6,841.26"
J000290,HON. LYNN JENKINS,2011,2011Q1,OTHER SERVICES,"15,387.50","15,387.50"
J000290,HON. LYNN JENKINS,2011,2011Q1,SUPPLIES AND MATERIALS,"2,970.48","2,970.48"
J000290,HON. LYNN JENKINS,2011,2011Q1,EQUIPMENT,"1,154.73","1,154.73"
J000292,HON. BILL JOHNSON,2011,2011Q1,FRANKED MAIL,-80.09,-80.09
J000292,HON. BILL JOHNSON,2011,2011Q1,PERSONNEL COMPENSATION,"169,672.19","169,672.19"
J000292,HON. BILL JOHNSON,2011,2011Q1,TRAVEL,"5,740.37","5,740.37"
J000292,HON. BILL JOHNSON,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","6,376.32","6,376.32"
J000292,HON. BILL JOHNSON,2011,2011Q1,PRINTING AND REPRODUCTION,807.80,807.80
J000292,HON. BILL JOHNSON,2011,2011Q1,OTHER SERVICES,"9,676.80","9,676.80"
J000292,HON. BILL JOHNSON,2011,2011Q1,SUPPLIES AND MATERIALS,"4,280.07","4,280.07"
J000292,HON. BILL JOHNSON,2011,2011Q1,EQUIPMENT,"1,368.18","1,368.18"
J000126,HON. EDDIE BERNICE JOHNSON,2011,2011Q1,FRANKED MAIL,"1,654.11","1,654.11"
J000126,HON. EDDIE BERNICE JOHNSON,2011,2011Q1,PERSONNEL COMPENSATION,"261,842.84","261,842.84"
J000126,HON. EDDIE BERNICE JOHNSON,2011,2011Q1,TRAVEL,"9,893.08","9,893.08"
J000126,HON. EDDIE BERNICE JOHNSON,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","30,117.03","30,117.03"
J000126,HON. EDDIE BERNICE JOHNSON,2011,2011Q1,PRINTING AND REPRODUCTION,"2,801.55","2,801.55"
J000126,HON. EDDIE BERNICE JOHNSON,2011,2011Q1,OTHER SERVICES,"3,778.30","3,778.30"
J000126,HON. EDDIE BERNICE JOHNSON,2011,2011Q1,SUPPLIES AND MATERIALS,"9,828.01","9,828.01"
J000126,HON. EDDIE BERNICE JOHNSON,2011,2011Q1,EQUIPMENT,528.00,528.00
J000288,"HON. HENRY C. ""HANK"" JOHNSON, JR.",2011,2011Q1,FRANKED MAIL,149.07,149.07
J000288,"HON. HENRY C. ""HANK"" JOHNSON, JR.",2011,2011Q1,PERSONNEL COMPENSATION,"262,622.16","262,622.16"
J000288,"HON. HENRY C. ""HANK"" JOHNSON, JR.",2011,2011Q1,TRAVEL,"15,955.92","15,955.92"
J000288,"HON. HENRY C. ""HANK"" JOHNSON, JR.",2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","34,920.39","34,920.39"
J000288,"HON. HENRY C. ""HANK"" JOHNSON, JR.",2011,2011Q1,PRINTING AND REPRODUCTION,362.40,362.40
J000288,"HON. HENRY C. ""HANK"" JOHNSON, JR.",2011,2011Q1,OTHER SERVICES,"18,149.91","18,149.91"
J000288,"HON. HENRY C. ""HANK"" JOHNSON, JR.",2011,2011Q1,SUPPLIES AND MATERIALS,"9,844.20","9,844.20"
J000288,"HON. HENRY C. ""HANK"" JOHNSON, JR.",2011,2011Q1,EQUIPMENT,"6,564.03","6,564.03"
J000174,HON. SAM JOHNSON,2011,2011Q1,FRANKED MAIL,406.14,406.14
J000174,HON. SAM JOHNSON,2011,2011Q1,PERSONNEL COMPENSATION,"255,643.28","255,643.28"
J000174,HON. SAM JOHNSON,2011,2011Q1,TRAVEL,"11,923.51","11,923.51"
J000174,HON. SAM JOHNSON,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","16,637.11","16,637.11"
J000174,HON. SAM JOHNSON,2011,2011Q1,PRINTING AND REPRODUCTION,"1,042.15","1,042.15"
J000174,HON. SAM JOHNSON,2011,2011Q1,OTHER SERVICES,"12,045.62","12,045.62"
J000174,HON. SAM JOHNSON,2011,2011Q1,SUPPLIES AND MATERIALS,"4,886.82","4,886.82"
J000174,HON. SAM JOHNSON,2011,2011Q1,EQUIPMENT,481.50,481.50
J000285,HON. TIMOTHY V. JOHNSON,2011,2011Q1,FRANKED MAIL,"1,935.13","1,935.13"
J000285,HON. TIMOTHY V. JOHNSON,2011,2011Q1,PERSONNEL COMPENSATION,"224,732.06","224,732.06"
J000285,HON. TIMOTHY V. JOHNSON,2011,2011Q1,TRAVEL,"15,997.78","15,997.78"
J000285,HON. TIMOTHY V. JOHNSON,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","19,233.82","19,233.82"
J000285,HON. TIMOTHY V. JOHNSON,2011,2011Q1,PRINTING AND REPRODUCTION,461.45,461.45
J000285,HON. TIMOTHY V. JOHNSON,2011,2011Q1,OTHER SERVICES,"11,868.05","11,868.05"
J000285,HON. TIMOTHY V. JOHNSON,2011,2011Q1,SUPPLIES AND MATERIALS,"6,095.99","6,095.99"
J000285,HON. TIMOTHY V. JOHNSON,2011,2011Q1,EQUIPMENT,"1,021.74","1,021.74"
J000255,HON. WALTER B. JONES,2011,2011Q1,FRANKED MAIL,541.83,541.83
J000255,HON. WALTER B. JONES,2011,2011Q1,PERSONNEL COMPENSATION,"253,356.25","253,356.25"
J000255,HON. WALTER B. JONES,2011,2011Q1,TRAVEL,"3,872.00","3,872.00"
J000255,HON. WALTER B. JONES,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","15,056.51","15,056.51"
J000255,HON. WALTER B. JONES,2011,2011Q1,PRINTING AND REPRODUCTION,178.80,178.80
J000255,HON. WALTER B. JONES,2011,2011Q1,OTHER SERVICES,"8,105.35","8,105.35"
J000255,HON. WALTER B. JONES,2011,2011Q1,SUPPLIES AND MATERIALS,"4,868.28","4,868.28"
J000255,HON. WALTER B. JONES,2011,2011Q1,EQUIPMENT,271.50,271.50
J000289,HON. JIM JORDAN,2011,2011Q1,FRANKED MAIL,-492.99,-492.99
J000289,HON. JIM JORDAN,2011,2011Q1,PERSONNEL COMPENSATION,"209,179.05","209,179.05"
J000289,HON. JIM JORDAN,2011,2011Q1,TRAVEL,"13,916.23","13,916.23"
J000289,HON. JIM JORDAN,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","15,757.19","15,757.19"
J000289,HON. JIM JORDAN,2011,2011Q1,PRINTING AND REPRODUCTION,493.20,493.20
J000289,HON. JIM JORDAN,2011,2011Q1,OTHER SERVICES,"12,570.50","12,570.50"
J000289,HON. JIM JORDAN,2011,2011Q1,SUPPLIES AND MATERIALS,"5,024.11","5,024.11"
J000289,HON. JIM JORDAN,2011,2011Q1,EQUIPMENT,910.68,910.68
K000009,HON. MARCY KAPTUR,2011,2011Q1,FRANKED MAIL,361.52,361.52
K000009,HON. MARCY KAPTUR,2011,2011Q1,PERSONNEL COMPENSATION,"208,733.36","208,733.36"
K000009,HON. MARCY KAPTUR,2011,2011Q1,TRAVEL,"5,186.28","5,186.28"
K000009,HON. MARCY KAPTUR,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","22,205.26","22,205.26"
K000009,HON. MARCY KAPTUR,2011,2011Q1,PRINTING AND REPRODUCTION,367.20,367.20
K000009,HON. MARCY KAPTUR,2011,2011Q1,OTHER SERVICES,"5,574.00","5,574.00"
K000009,HON. MARCY KAPTUR,2011,2011Q1,SUPPLIES AND MATERIALS,"4,391.49","4,391.49"
K000009,HON. MARCY KAPTUR,2011,2011Q1,EQUIPMENT,583.00,583.00
K000375,HON. WILLIAM R. KEATING,2011,2011Q1,FRANKED MAIL,97.84,97.84
K000375,HON. WILLIAM R. KEATING,2011,2011Q1,PERSONNEL COMPENSATION,"170,743.35","170,743.35"
K000375,HON. WILLIAM R. KEATING,2011,2011Q1,TRAVEL,"10,282.84","10,282.84"
K000375,HON. WILLIAM R. KEATING,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","20,402.70","20,402.70"
K000375,HON. WILLIAM R. KEATING,2011,2011Q1,PRINTING AND REPRODUCTION,"1,434.80","1,434.80"
K000375,HON. WILLIAM R. KEATING,2011,2011Q1,OTHER SERVICES,"11,008.50","11,008.50"
K000375,HON. WILLIAM R. KEATING,2011,2011Q1,SUPPLIES AND MATERIALS,"15,170.08","15,170.08"
K000375,HON. WILLIAM R. KEATING,2011,2011Q1,EQUIPMENT,"12,221.30","12,221.30"
K000376,HON. MIKE KELLY,2011,2011Q1,FRANKED MAIL,90.20,90.20
K000376,HON. MIKE KELLY,2011,2011Q1,PERSONNEL COMPENSATION,"178,625.03","178,625.03"
K000376,HON. MIKE KELLY,2011,2011Q1,TRAVEL,"4,568.36","4,568.36"
K000376,HON. MIKE KELLY,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","15,712.05","15,712.05"
K000376,HON. MIKE KELLY,2011,2011Q1,PRINTING AND REPRODUCTION,"3,263.42","3,263.42"
K000376,HON. MIKE KELLY,2011,2011Q1,OTHER SERVICES,"9,780.30","9,780.30"
K000376,HON. MIKE KELLY,2011,2011Q1,SUPPLIES AND MATERIALS,"27,634.43","27,634.43"
K000376,HON. MIKE KELLY,2011,2011Q1,EQUIPMENT,"1,572.84","1,572.84"
K000172,HON. DALE E. KILDEE,2011,2011Q1,FRANKED MAIL,458.15,458.15
K000172,HON. DALE E. KILDEE,2011,2011Q1,PERSONNEL COMPENSATION,"299,589.43","299,589.43"
K000172,HON. DALE E. KILDEE,2011,2011Q1,TRAVEL,"6,018.32","6,018.32"
K000172,HON. DALE E. KILDEE,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","14,950.06","14,950.06"
K000172,HON. DALE E. KILDEE,2011,2011Q1,PRINTING AND REPRODUCTION,293.00,293.00
K000172,HON. DALE E. KILDEE,2011,2011Q1,OTHER SERVICES,"6,682.44","6,682.44"
K000172,HON. DALE E. KILDEE,2011,2011Q1,SUPPLIES AND MATERIALS,"1,307.87","1,307.87"
K000172,HON. DALE E. KILDEE,2011,2011Q1,EQUIPMENT,381.00,381.00
K000188,HON. RON KIND,2011,2011Q1,FRANKED MAIL,592.00,592.00
K000188,HON. RON KIND,2011,2011Q1,PERSONNEL COMPENSATION,"223,100.04","223,100.04"
K000188,HON. RON KIND,2011,2011Q1,TRAVEL,"5,046.71","5,046.71"
K000188,HON. RON KIND,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","18,864.86","18,864.86"
K000188,HON. RON KIND,2011,2011Q1,PRINTING AND REPRODUCTION,200.80,200.80
K000188,HON. RON KIND,2011,2011Q1,OTHER SERVICES,"8,432.44","8,432.44"
K000188,HON. RON KIND,2011,2011Q1,SUPPLIES AND MATERIALS,"13,376.06","13,376.06"
K000188,HON. RON KIND,2011,2011Q1,EQUIPMENT,660.75,660.75
K000210,HON. PETER T. KING,2011,2011Q1,FRANKED MAIL,994.16,994.16
K000210,HON. PETER T. KING,2011,2011Q1,PERSONNEL COMPENSATION,"187,304.27","187,304.27"
K000210,HON. PETER T. KING,2011,2011Q1,TRAVEL,"5,095.00","5,095.00"
K000210,HON. PETER T. KING,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","22,721.33","22,721.33"
K000210,HON. PETER T. KING,2011,2011Q1,PRINTING AND REPRODUCTION,422.00,422.00
K000210,HON. PETER T. KING,2011,2011Q1,OTHER SERVICES,"12,718.47","12,718.47"
K000210,HON. PETER T. KING,2011,2011Q1,SUPPLIES AND MATERIALS,"4,860.96","4,860.96"
K000210,HON. PETER T. KING,2011,2011Q1,EQUIPMENT,"2,264.73","2,264.73"
K000362,HON. STEVE KING,2011,2011Q1,FRANKED MAIL,"4,389.69","4,389.69"
K000362,HON. STEVE KING,2011,2011Q1,PERSONNEL COMPENSATION,"220,078.45","220,078.45"
K000362,HON. STEVE KING,2011,2011Q1,TRAVEL,"13,099.46","13,099.46"
K000362,HON. STEVE KING,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","16,640.09","16,640.09"
K000362,HON. STEVE KING,2011,2011Q1,PRINTING AND REPRODUCTION,422.15,422.15
K000362,HON. STEVE KING,2011,2011Q1,OTHER SERVICES,"7,354.67","7,354.67"
K000362,HON. STEVE KING,2011,2011Q1,SUPPLIES AND MATERIALS,"2,900.35","2,900.35"
K000362,HON. STEVE KING,2011,2011Q1,EQUIPMENT,"1,649.25","1,649.25"
K000220,HON. JACK KINGSTON,2011,2011Q1,FRANKED MAIL,"1,964.54","1,964.54"
K000220,HON. JACK KINGSTON,2011,2011Q1,PERSONNEL COMPENSATION,"192,614.82","192,614.82"
K000220,HON. JACK KINGSTON,2011,2011Q1,TRAVEL,"14,515.58","14,515.58"
K000220,HON. JACK KINGSTON,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","22,750.37","22,750.37"
K000220,HON. JACK KINGSTON,2011,2011Q1,PRINTING AND REPRODUCTION,398.69,398.69
K000220,HON. JACK KINGSTON,2011,2011Q1,OTHER SERVICES,"17,366.83","17,366.83"
K000220,HON. JACK KINGSTON,2011,2011Q1,SUPPLIES AND MATERIALS,"3,888.19","3,888.19"
K000220,HON. JACK KINGSTON,2011,2011Q1,EQUIPMENT,708.99,708.99
K000378,HON. ADAM KINZINGER,2011,2011Q1,FRANKED MAIL,57.57,57.57
K000378,HON. ADAM KINZINGER,2011,2011Q1,PERSONNEL COMPENSATION,"200,145.35","200,145.35"
K000378,HON. ADAM KINZINGER,2011,2011Q1,TRAVEL,"5,358.85","5,358.85"
K000378,HON. ADAM KINZINGER,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","12,678.06","12,678.06"
K000378,HON. ADAM KINZINGER,2011,2011Q1,PRINTING AND REPRODUCTION,"2,448.65","2,448.65"
K000378,HON. ADAM KINZINGER,2011,2011Q1,OTHER SERVICES,"10,210.00","10,210.00"
K000378,HON. ADAM KINZINGER,2011,2011Q1,SUPPLIES AND MATERIALS,"6,034.31","6,034.31"
K000378,HON. ADAM KINZINGER,2011,2011Q1,EQUIPMENT,"1,141.71","1,141.71"
K000369,HON. LARRY KISSELL,2011,2011Q1,FRANKED MAIL,454.93,454.93
K000369,HON. LARRY KISSELL,2011,2011Q1,PERSONNEL COMPENSATION,"243,625.13","243,625.13"
K000369,HON. LARRY KISSELL,2011,2011Q1,TRAVEL,"8,968.39","8,968.39"
K000369,HON. LARRY KISSELL,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","23,292.85","23,292.85"
K000369,HON. LARRY KISSELL,2011,2011Q1,PRINTING AND REPRODUCTION,158.00,158.00
K000369,HON. LARRY KISSELL,2011,2011Q1,OTHER SERVICES,"10,401.80","10,401.80"
K000369,HON. LARRY KISSELL,2011,2011Q1,SUPPLIES AND MATERIALS,"1,974.09","1,974.09"
K000369,HON. LARRY KISSELL,2011,2011Q1,EQUIPMENT,407.01,407.01
K000363,HON. JOHN KLINE,2011,2011Q1,FRANKED MAIL,"3,410.74","3,410.74"
K000363,HON. JOHN KLINE,2011,2011Q1,PERSONNEL COMPENSATION,"243,037.49","243,037.49"
K000363,HON. JOHN KLINE,2011,2011Q1,TRAVEL,"22,063.48","22,063.48"
K000363,HON. JOHN KLINE,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","21,182.85","21,182.85"
K000363,HON. JOHN KLINE,2011,2011Q1,PRINTING AND REPRODUCTION,199.50,199.50
K000363,HON. JOHN KLINE,2011,2011Q1,OTHER SERVICES,"15,660.06","15,660.06"
K000363,HON. JOHN KLINE,2011,2011Q1,SUPPLIES AND MATERIALS,"5,212.81","5,212.81"
K000363,HON. JOHN KLINE,2011,2011Q1,EQUIPMENT,214.20,214.20
K000336,HON. DENNIS J. KUCINICH,2011,2011Q1,FRANKED MAIL,432.20,432.20
K000336,HON. DENNIS J. KUCINICH,2011,2011Q1,PERSONNEL COMPENSATION,"307,990.15","307,990.15"
K000336,HON. DENNIS J. KUCINICH,2011,2011Q1,TRAVEL,"2,918.65","2,918.65"
K000336,HON. DENNIS J. KUCINICH,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","25,825.53","25,825.53"
K000336,HON. DENNIS J. KUCINICH,2011,2011Q1,PRINTING AND REPRODUCTION,826.27,826.27
K000336,HON. DENNIS J. KUCINICH,2011,2011Q1,OTHER SERVICES,"18,143.16","18,143.16"
K000336,HON. DENNIS J. KUCINICH,2011,2011Q1,SUPPLIES AND MATERIALS,"19,617.83","19,617.83"
K000336,HON. DENNIS J. KUCINICH,2011,2011Q1,EQUIPMENT,852.45,852.45
L000573,HON. RAUL R. LABRADOR,2011,2011Q1,FRANKED MAIL,"3,616.00","3,616.00"
L000573,HON. RAUL R. LABRADOR,2011,2011Q1,PERSONNEL COMPENSATION,"158,111.09","158,111.09"
L000573,HON. RAUL R. LABRADOR,2011,2011Q1,TRAVEL,"11,335.49","11,335.49"
L000573,HON. RAUL R. LABRADOR,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","16,037.34","16,037.34"
L000573,HON. RAUL R. LABRADOR,2011,2011Q1,PRINTING AND REPRODUCTION,"6,829.70","6,829.70"
L000573,HON. RAUL R. LABRADOR,2011,2011Q1,OTHER SERVICES,"12,700.00","12,700.00"
L000573,HON. RAUL R. LABRADOR,2011,2011Q1,SUPPLIES AND MATERIALS,"4,231.86","4,231.86"
L000573,HON. RAUL R. LABRADOR,2011,2011Q1,EQUIPMENT,"2,190.57","2,190.57"
L000564,HON. DOUG LAMBORN,2011,2011Q1,FRANKED MAIL,279.33,279.33
L000564,HON. DOUG LAMBORN,2011,2011Q1,PERSONNEL COMPENSATION,"222,037.81","222,037.81"
L000564,HON. DOUG LAMBORN,2011,2011Q1,TRAVEL,"10,538.44","10,538.44"
L000564,HON. DOUG LAMBORN,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","24,633.42","24,633.42"
L000564,HON. DOUG LAMBORN,2011,2011Q1,PRINTING AND REPRODUCTION,438.66,438.66
L000564,HON. DOUG LAMBORN,2011,2011Q1,OTHER SERVICES,"11,608.50","11,608.50"
L000564,HON. DOUG LAMBORN,2011,2011Q1,SUPPLIES AND MATERIALS,"3,311.21","3,311.21"
L000564,HON. DOUG LAMBORN,2011,2011Q1,EQUIPMENT,636.00,636.00
L000567,HON. LEONARD LANCE,2011,2011Q1,FRANKED MAIL,106.56,106.56
L000567,HON. LEONARD LANCE,2011,2011Q1,PERSONNEL COMPENSATION,"204,899.21","204,899.21"
L000567,HON. LEONARD LANCE,2011,2011Q1,TRAVEL,"7,799.20","7,799.20"
L000567,HON. LEONARD LANCE,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","30,838.21","30,838.21"
L000567,HON. LEONARD LANCE,2011,2011Q1,PRINTING AND REPRODUCTION,360.20,360.20
L000567,HON. LEONARD LANCE,2011,2011Q1,OTHER SERVICES,"12,466.82","12,466.82"
L000567,HON. LEONARD LANCE,2011,2011Q1,SUPPLIES AND MATERIALS,"2,832.17","2,832.17"
L000567,HON. LEONARD LANCE,2011,2011Q1,EQUIPMENT,"3,703.87","3,703.87"
L000574,HON. JEFFREY M. LANDRY,2011,2011Q1,FRANKED MAIL,172.29,172.29
L000574,HON. JEFFREY M. LANDRY,2011,2011Q1,PERSONNEL COMPENSATION,"163,386.10","163,386.10"
L000574,HON. JEFFREY M. LANDRY,2011,2011Q1,TRAVEL,"3,315.80","3,315.80"
L000574,HON. JEFFREY M. LANDRY,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","19,400.10","19,400.10"
L000574,HON. JEFFREY M. LANDRY,2011,2011Q1,PRINTING AND REPRODUCTION,864.10,864.10
L000574,HON. JEFFREY M. LANDRY,2011,2011Q1,OTHER SERVICES,"9,990.00","9,990.00"
L000574,HON. JEFFREY M. LANDRY,2011,2011Q1,SUPPLIES AND MATERIALS,"6,534.53","6,534.53"
L000574,HON. JEFFREY M. LANDRY,2011,2011Q1,EQUIPMENT,"1,794.30","1,794.30"
L000559,HON. JAMES R. LANGEVIN,2011,2011Q1,FRANKED MAIL,189.50,189.50
L000559,HON. JAMES R. LANGEVIN,2011,2011Q1,PERSONNEL COMPENSATION,"254,994.51","254,994.51"
L000559,HON. JAMES R. LANGEVIN,2011,2011Q1,TRAVEL,"7,822.22","7,822.22"
L000559,HON. JAMES R. LANGEVIN,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","27,122.01","27,122.01"
L000559,HON. JAMES R. LANGEVIN,2011,2011Q1,PRINTING AND REPRODUCTION,135.50,135.50
L000559,HON. JAMES R. LANGEVIN,2011,2011Q1,OTHER SERVICES,"9,880.35","9,880.35"
L000559,HON. JAMES R. LANGEVIN,2011,2011Q1,SUPPLIES AND MATERIALS,"3,544.73","3,544.73"
L000559,HON. JAMES R. LANGEVIN,2011,2011Q1,EQUIPMENT,"1,120.24","1,120.24"
L000575,HON. JAMES LANKFORD,2011,2011Q1,FRANKED MAIL,91.89,91.89
L000575,HON. JAMES LANKFORD,2011,2011Q1,PERSONNEL COMPENSATION,"181,391.68","181,391.68"
L000575,HON. JAMES LANKFORD,2011,2011Q1,TRAVEL,"10,087.56","10,087.56"
L000575,HON. JAMES LANKFORD,2011,2011Q1,"RENT, COMMUNICATION, UTILITIES","25,575.02","25,575.02"
