"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. CHRISTOPHER JOHN LEE","2011","2011Q2","PRINTING AND REPRODUCTION","474.79","89.32"
"HON. CHRISTOPHER JOHN LEE","2011","2011Q2","OTHER SERVICES","22,179.60","11,611.80"
"HON. CHRISTOPHER JOHN LEE","2011","2011Q2","SUPPLIES AND MATERIALS","4,131.32","-50.84"
"HON. CHRISTOPHER JOHN LEE","2011","2011Q2","EQUIPMENT","2,991.05","2,429.02"
"HON. SANDER M. LEVIN","2011","2011Q2","FRANKED MAIL","1,433.27","949.85"
"HON. SANDER M. LEVIN","2011","2011Q2","PERSONNEL COMPENSATION","563,523.37","284,669.43"
"HON. SANDER M. LEVIN","2011","2011Q2","TRAVEL","15,702.40","6,762.05"
"HON. SANDER M. LEVIN","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","42,294.67","25,203.16"
"HON. SANDER M. LEVIN","2011","2011Q2","PRINTING AND REPRODUCTION","681.91","552.94"
"HON. SANDER M. LEVIN","2011","2011Q2","OTHER SERVICES","13,550.00","7,545.00"
"HON. SANDER M. LEVIN","2011","2011Q2","SUPPLIES AND MATERIALS","11,141.27","6,787.54"
"HON. SANDER M. LEVIN","2011","2011Q2","EQUIPMENT","1,464.00","732.00"
"HON. JERRY LEWIS","2011","2011Q2","FRANKED MAIL","717.57","352.05"
"HON. JERRY LEWIS","2011","2011Q2","PERSONNEL COMPENSATION","505,954.41","257,264.82"
"HON. JERRY LEWIS","2011","2011Q2","TRAVEL","11,931.07","8,669.56"
"HON. JERRY LEWIS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","35,242.31","19,406.84"
"HON. JERRY LEWIS","2011","2011Q2","PRINTING AND REPRODUCTION","298.95","73.90"
"HON. JERRY LEWIS","2011","2011Q2","OTHER SERVICES","23,966.60","13,420.80"
"HON. JERRY LEWIS","2011","2011Q2","SUPPLIES AND MATERIALS","20,390.34","14,998.43"
"HON. JERRY LEWIS","2011","2011Q2","EQUIPMENT","1,357.02","678.51"
"HON. JOHN LEWIS","2011","2011Q2","FRANKED MAIL","1,545.18","1,059.44"
"HON. JOHN LEWIS","2011","2011Q2","PERSONNEL COMPENSATION","507,352.43","256,826.35"
"HON. JOHN LEWIS","2011","2011Q2","TRAVEL","37,997.43","18,520.36"
"HON. JOHN LEWIS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","67,627.96","34,236.79"
"HON. JOHN LEWIS","2011","2011Q2","PRINTING AND REPRODUCTION","7,270.99","6,944.94"
"HON. JOHN LEWIS","2011","2011Q2","OTHER SERVICES","23,942.14","11,392.44"
"HON. JOHN LEWIS","2011","2011Q2","SUPPLIES AND MATERIALS","29,882.79","15,215.17"
"HON. JOHN LEWIS","2011","2011Q2","EQUIPMENT","11,773.05","5,188.56"
"HON. DANIEL LIPINSKI","2011","2011Q2","FRANKED MAIL","13,518.59","12,601.70"
"HON. DANIEL LIPINSKI","2011","2011Q2","PERSONNEL COMPENSATION","425,767.80","211,023.31"
"HON. DANIEL LIPINSKI","2011","2011Q2","TRAVEL","12,298.51","6,487.40"
"HON. DANIEL LIPINSKI","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","67,357.39","34,952.34"
"HON. DANIEL LIPINSKI","2011","2011Q2","PRINTING AND REPRODUCTION","10,773.22","9,723.53"
"HON. DANIEL LIPINSKI","2011","2011Q2","OTHER SERVICES","14,696.10","7,816.10"
"HON. DANIEL LIPINSKI","2011","2011Q2","SUPPLIES AND MATERIALS","13,257.68","6,270.96"
"HON. DANIEL LIPINSKI","2011","2011Q2","EQUIPMENT","2,750.08","1,500.04"
"HON. FRANK A. LOBIONDO","2011","2011Q2","FRANKED MAIL","1,098.80","635.29"
"HON. FRANK A. LOBIONDO","2011","2011Q2","PERSONNEL COMPENSATION","497,066.05","251,708.33"
"HON. FRANK A. LOBIONDO","2011","2011Q2","TRAVEL","11,236.12","7,283.10"
"HON. FRANK A. LOBIONDO","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","14,895.28","11,833.63"
"HON. FRANK A. LOBIONDO","2011","2011Q2","PRINTING AND REPRODUCTION","2,408.49","1,740.55"
"HON. FRANK A. LOBIONDO","2011","2011Q2","OTHER SERVICES","20,506.76","9,710.81"
"HON. FRANK A. LOBIONDO","2011","2011Q2","SUPPLIES AND MATERIALS","9,021.08","3,458.01"
"HON. FRANK A. LOBIONDO","2011","2011Q2","EQUIPMENT","4,052.89","2,434.01"
"HON. DAVID LOEBSACK","2011","2011Q2","FRANKED MAIL","1,408.76","1,137.01"
"HON. DAVID LOEBSACK","2011","2011Q2","PERSONNEL COMPENSATION","449,344.64","229,164.54"
"HON. DAVID LOEBSACK","2011","2011Q2","TRAVEL","38,809.92","23,408.06"
"HON. DAVID LOEBSACK","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","37,215.68","20,332.56"
"HON. DAVID LOEBSACK","2011","2011Q2","PRINTING AND REPRODUCTION","2,059.26","711.46"
"HON. DAVID LOEBSACK","2011","2011Q2","OTHER SERVICES","17,358.00","9,178.50"
"HON. DAVID LOEBSACK","2011","2011Q2","SUPPLIES AND MATERIALS","18,197.70","3,601.02"
"HON. DAVID LOEBSACK","2011","2011Q2","EQUIPMENT","1,596.66","756.15"
"HON. ZOE LOFGREN","2011","2011Q2","FRANKED MAIL","1,435.83","1,080.41"
"HON. ZOE LOFGREN","2011","2011Q2","PERSONNEL COMPENSATION","550,645.96","264,936.28"
"HON. ZOE LOFGREN","2011","2011Q2","TRAVEL","11,553.77","7,881.64"
"HON. ZOE LOFGREN","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","41,061.18","22,369.67"
"HON. ZOE LOFGREN","2011","2011Q2","PRINTING AND REPRODUCTION","223.90","115.15"
"HON. ZOE LOFGREN","2011","2011Q2","OTHER SERVICES","30,382.87","14,648.50"
"HON. ZOE LOFGREN","2011","2011Q2","SUPPLIES AND MATERIALS","7,413.24","5,367.22"
"HON. ZOE LOFGREN","2011","2011Q2","EQUIPMENT","2,347.74","1,686.00"
"HON. BILLY LONG","2011","2011Q2","FRANKED MAIL","1,010.37","974.77"
"HON. BILLY LONG","2011","2011Q2","PERSONNEL COMPENSATION","405,581.07","201,083.31"
"HON. BILLY LONG","2011","2011Q2","TRAVEL","20,183.01","14,350.42"
"HON. BILLY LONG","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","57,103.75","25,698.62"
"HON. BILLY LONG","2011","2011Q2","PRINTING AND REPRODUCTION","5,123.29","2,450.85"
"HON. BILLY LONG","2011","2011Q2","OTHER SERVICES","29,096.20","17,850.50"
"HON. BILLY LONG","2011","2011Q2","SUPPLIES AND MATERIALS","22,255.27","6,684.87"
"HON. BILLY LONG","2011","2011Q2","EQUIPMENT","18,530.28","16,677.45"
"HON. NITA M. LOWEY","2011","2011Q2","FRANKED MAIL","9,834.53","8,962.25"
"HON. NITA M. LOWEY","2011","2011Q2","PERSONNEL COMPENSATION","404,227.27","211,041.61"
"HON. NITA M. LOWEY","2011","2011Q2","TRAVEL","10,174.00","7,698.93"
"HON. NITA M. LOWEY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","81,998.04","44,923.21"
"HON. NITA M. LOWEY","2011","2011Q2","PRINTING AND REPRODUCTION","833.78","466.98"
"HON. NITA M. LOWEY","2011","2011Q2","OTHER SERVICES","23,161.00","11,558.50"
"HON. NITA M. LOWEY","2011","2011Q2","SUPPLIES AND MATERIALS","4,912.12","2,996.66"
"HON. NITA M. LOWEY","2011","2011Q2","EQUIPMENT","4,510.98","2,349.99"
"HON. FRANK D. LUCAS","2011","2011Q2","FRANKED MAIL","31,268.42","30,721.14"
"HON. FRANK D. LUCAS","2011","2011Q2","PERSONNEL COMPENSATION","410,107.81","199,302.79"
"HON. FRANK D. LUCAS","2011","2011Q2","TRAVEL","48,690.68","32,731.32"
"HON. FRANK D. LUCAS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","53,583.79","27,420.03"
"HON. FRANK D. LUCAS","2011","2011Q2","PRINTING AND REPRODUCTION","12,721.51","12,605.86"
"HON. FRANK D. LUCAS","2011","2011Q2","OTHER SERVICES","21,005.00","11,095.00"
"HON. FRANK D. LUCAS","2011","2011Q2","SUPPLIES AND MATERIALS","20,205.99","4,146.99"
"HON. FRANK D. LUCAS","2011","2011Q2","EQUIPMENT","2,287.03","1,104.51"
"HON. BLAINE LUETKEMEYER","2011","2011Q2","FRANKED MAIL","4,836.54","2,660.52"
"HON. BLAINE LUETKEMEYER","2011","2011Q2","PERSONNEL COMPENSATION","445,083.45","226,305.57"
"HON. BLAINE LUETKEMEYER","2011","2011Q2","TRAVEL","21,966.02","14,240.74"
"HON. BLAINE LUETKEMEYER","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","74,877.55","34,270.53"
"HON. BLAINE LUETKEMEYER","2011","2011Q2","PRINTING AND REPRODUCTION","731.73","620.33"
"HON. BLAINE LUETKEMEYER","2011","2011Q2","OTHER SERVICES","21,892.60","15,463.22"
"HON. BLAINE LUETKEMEYER","2011","2011Q2","SUPPLIES AND MATERIALS","4,347.75","1,332.48"
"HON. BLAINE LUETKEMEYER","2011","2011Q2","EQUIPMENT","1,511.51","438.23"
"HON. BEN RAY LUJAN","2011","2011Q2","FRANKED MAIL","1,415.29","790.02"
"HON. BEN RAY LUJAN","2011","2011Q2","PERSONNEL COMPENSATION","485,702.90","242,382.73"
"HON. BEN RAY LUJAN","2011","2011Q2","TRAVEL","30,775.49","22,216.53"
"HON. BEN RAY LUJAN","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","37,204.06","20,587.21"
"HON. BEN RAY LUJAN","2011","2011Q2","PRINTING AND REPRODUCTION","1,863.01","1,553.80"
"HON. BEN RAY LUJAN","2011","2011Q2","OTHER SERVICES","18,481.88","15,680.10"
"HON. BEN RAY LUJAN","2011","2011Q2","SUPPLIES AND MATERIALS","9,599.91","8,844.18"
"HON. BEN RAY LUJAN","2011","2011Q2","EQUIPMENT","645.72","-250.32"
"HON. CYNTHIA M. LUMMIS","2011","2011Q2","FRANKED MAIL","1,757.00","1,120.54"
"HON. CYNTHIA M. LUMMIS","2011","2011Q2","PERSONNEL COMPENSATION","497,130.44","255,291.68"
"HON. CYNTHIA M. LUMMIS","2011","2011Q2","TRAVEL","39,431.53","26,189.73"
"HON. CYNTHIA M. LUMMIS","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","33,604.54","18,169.22"
"HON. CYNTHIA M. LUMMIS","2011","2011Q2","PRINTING AND REPRODUCTION","474.28","-178.08"
"HON. CYNTHIA M. LUMMIS","2011","2011Q2","OTHER SERVICES","23,967.31","12,064.76"
"HON. CYNTHIA M. LUMMIS","2011","2011Q2","SUPPLIES AND MATERIALS","8,888.68","3,397.70"
"HON. CYNTHIA M. LUMMIS","2011","2011Q2","EQUIPMENT","2,179.02","1,087.77"
"HON. DANIEL E. LUNGREN","2011","2011Q2","FRANKED MAIL","15,866.14","14,204.28"
"HON. DANIEL E. LUNGREN","2011","2011Q2","PERSONNEL COMPENSATION","495,674.83","247,637.51"
"HON. DANIEL E. LUNGREN","2011","2011Q2","TRAVEL","21,787.14","16,198.84"
"HON. DANIEL E. LUNGREN","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","54,543.10","30,289.17"
"HON. DANIEL E. LUNGREN","2011","2011Q2","PRINTING AND REPRODUCTION","2,655.32","1,817.67"
"HON. DANIEL E. LUNGREN","2011","2011Q2","OTHER SERVICES","21,586.49","10,577.79"
"HON. DANIEL E. LUNGREN","2011","2011Q2","SUPPLIES AND MATERIALS","7,681.69","5,230.48"
"HON. DANIEL E. LUNGREN","2011","2011Q2","EQUIPMENT","805.98","402.99"
"HON. STEPHEN F. LYNCH","2011","2011Q2","FRANKED MAIL","794.39","468.83"
"HON. STEPHEN F. LYNCH","2011","2011Q2","PERSONNEL COMPENSATION","516,120.06","260,206.24"
"HON. STEPHEN F. LYNCH","2011","2011Q2","TRAVEL","12,380.27","8,516.55"
"HON. STEPHEN F. LYNCH","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","84,668.36","46,448.92"
"HON. STEPHEN F. LYNCH","2011","2011Q2","PRINTING AND REPRODUCTION","1,321.20","837.00"
"HON. STEPHEN F. LYNCH","2011","2011Q2","OTHER SERVICES","23,822.04","12,579.88"
"HON. STEPHEN F. LYNCH","2011","2011Q2","SUPPLIES AND MATERIALS","7,057.99","4,984.29"
"HON. STEPHEN F. LYNCH","2011","2011Q2","EQUIPMENT","1,186.47","545.32"
"HON. CONNIE MACK","2011","2011Q2","FRANKED MAIL","30,459.15","770.55"
"HON. CONNIE MACK","2011","2011Q2","PERSONNEL COMPENSATION","467,116.79","250,150.03"
"HON. CONNIE MACK","2011","2011Q2","TRAVEL","38,212.08","18,992.93"
"HON. CONNIE MACK","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","53,074.45","29,373.45"
"HON. CONNIE MACK","2011","2011Q2","PRINTING AND REPRODUCTION","21,386.25","21,237.45"
"HON. CONNIE MACK","2011","2011Q2","OTHER SERVICES","18,392.60","9,913.99"
"HON. CONNIE MACK","2011","2011Q2","SUPPLIES AND MATERIALS","9,842.37","5,589.96"
"HON. CONNIE MACK","2011","2011Q2","EQUIPMENT","3,290.70","1,979.10"
"HON. CAROLYN B. MALONEY","2011","2011Q2","FRANKED MAIL","1,076.56","842.85"
"HON. CAROLYN B. MALONEY","2011","2011Q2","PERSONNEL COMPENSATION","583,497.24","295,025.74"
"HON. CAROLYN B. MALONEY","2011","2011Q2","TRAVEL","9,459.43","4,984.30"
"HON. CAROLYN B. MALONEY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","70,624.23","63,492.21"
"HON. CAROLYN B. MALONEY","2011","2011Q2","PRINTING AND REPRODUCTION","831.50","472.60"
"HON. CAROLYN B. MALONEY","2011","2011Q2","OTHER SERVICES","24,601.81","12,205.50"
"HON. CAROLYN B. MALONEY","2011","2011Q2","SUPPLIES AND MATERIALS","23,432.76","14,468.84"
"HON. CAROLYN B. MALONEY","2011","2011Q2","EQUIPMENT","5,290.69","3,328.45"
"HON. DONALD A. MANZULLO","2011","2011Q2","FRANKED MAIL","3,936.28","2,614.54"
"HON. DONALD A. MANZULLO","2011","2011Q2","PERSONNEL COMPENSATION","489,981.44","249,805.07"
"HON. DONALD A. MANZULLO","2011","2011Q2","TRAVEL","19,080.25","7,454.69"
"HON. DONALD A. MANZULLO","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","39,083.27","20,406.95"
"HON. DONALD A. MANZULLO","2011","2011Q2","PRINTING AND REPRODUCTION","814.34","635.40"
"HON. DONALD A. MANZULLO","2011","2011Q2","OTHER SERVICES","23,375.62","22,479.62"
"HON. DONALD A. MANZULLO","2011","2011Q2","SUPPLIES AND MATERIALS","4,913.90","1,933.34"
"HON. DONALD A. MANZULLO","2011","2011Q2","EQUIPMENT","1,541.00","1,001.00"
"HON. KENNY MARCHANT","2011","2011Q2","FRANKED MAIL","67,115.37","43,942.49"
"HON. KENNY MARCHANT","2011","2011Q2","PERSONNEL COMPENSATION","365,594.34","189,885.06"
"HON. KENNY MARCHANT","2011","2011Q2","TRAVEL","29,565.13","20,274.63"
"HON. KENNY MARCHANT","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","36,239.29","19,204.59"
"HON. KENNY MARCHANT","2011","2011Q2","PRINTING AND REPRODUCTION","27,747.07","6,377.94"
"HON. KENNY MARCHANT","2011","2011Q2","OTHER SERVICES","24,035.04","11,598.69"
"HON. KENNY MARCHANT","2011","2011Q2","SUPPLIES AND MATERIALS","11,609.06","8,955.48"
"HON. KENNY MARCHANT","2011","2011Q2","EQUIPMENT","1,995.03","1,611.03"
"HON. TOM MARINO","2011","2011Q2","FRANKED MAIL","6,125.70","5,544.44"
"HON. TOM MARINO","2011","2011Q2","PERSONNEL COMPENSATION","398,862.65","214,576.59"
"HON. TOM MARINO","2011","2011Q2","TRAVEL","21,842.33","14,364.86"
"HON. TOM MARINO","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","64,708.50","50,588.48"
"HON. TOM MARINO","2011","2011Q2","PRINTING AND REPRODUCTION","1,219.26","597.61"
"HON. TOM MARINO","2011","2011Q2","OTHER SERVICES","27,725.30","18,123.50"
"HON. TOM MARINO","2011","2011Q2","SUPPLIES AND MATERIALS","30,780.66","15,213.06"
"HON. TOM MARINO","2011","2011Q2","EQUIPMENT","6,889.87","2,559.39"
"HON. EDWARD J. MARKEY","2011","2011Q2","FRANKED MAIL","445.29","195.20"
"HON. EDWARD J. MARKEY","2011","2011Q2","PERSONNEL COMPENSATION","540,739.70","282,179.58"
"HON. EDWARD J. MARKEY","2011","2011Q2","TRAVEL","6,480.68","4,947.79"
"HON. EDWARD J. MARKEY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","63,120.55","30,993.62"
"HON. EDWARD J. MARKEY","2011","2011Q2","PRINTING AND REPRODUCTION","403.65","208.65"
"HON. EDWARD J. MARKEY","2011","2011Q2","OTHER SERVICES","16,887.87","9,444.54"
"HON. EDWARD J. MARKEY","2011","2011Q2","SUPPLIES AND MATERIALS","4,912.92","2,726.97"
"HON. EDWARD J. MARKEY","2011","2011Q2","EQUIPMENT","5,084.77","2,800.00"
"HON. JIM MATHESON","2011","2011Q2","FRANKED MAIL","10,579.37","10,230.06"
"HON. JIM MATHESON","2011","2011Q2","PERSONNEL COMPENSATION","453,234.42","224,690.93"
"HON. JIM MATHESON","2011","2011Q2","TRAVEL","44,227.95","22,525.27"
"HON. JIM MATHESON","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","61,474.55","30,877.73"
"HON. JIM MATHESON","2011","2011Q2","PRINTING AND REPRODUCTION","17,659.27","16,784.77"
"HON. JIM MATHESON","2011","2011Q2","OTHER SERVICES","19,971.00","12,259.50"
"HON. JIM MATHESON","2011","2011Q2","SUPPLIES AND MATERIALS","5,235.95","2,945.50"
"HON. JIM MATHESON","2011","2011Q2","EQUIPMENT","3,182.08","1,619.81"
"HON. DORIS O. MATSUI","2011","2011Q2","FRANKED MAIL","1,173.54","160.31"
"HON. DORIS O. MATSUI","2011","2011Q2","PERSONNEL COMPENSATION","468,285.66","224,669.39"
"HON. DORIS O. MATSUI","2011","2011Q2","TRAVEL","17,279.43","8,408.45"
"HON. DORIS O. MATSUI","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","67,619.92","34,356.55"
"HON. DORIS O. MATSUI","2011","2011Q2","PRINTING AND REPRODUCTION","552.62","80.00"
"HON. DORIS O. MATSUI","2011","2011Q2","OTHER SERVICES","28,174.26","17,494.81"
"HON. DORIS O. MATSUI","2011","2011Q2","SUPPLIES AND MATERIALS","12,709.01","8,514.01"
"HON. DORIS O. MATSUI","2011","2011Q2","EQUIPMENT","1,762.69","782.08"
"HON. CAROLYN MCCARTHY","2011","2011Q2","FRANKED MAIL","5,274.07","3,714.70"
"HON. CAROLYN MCCARTHY","2011","2011Q2","PERSONNEL COMPENSATION","456,933.48","225,328.65"
"HON. CAROLYN MCCARTHY","2011","2011Q2","TRAVEL","11,644.11","6,149.29"
"HON. CAROLYN MCCARTHY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","50,538.06","25,740.18"
"HON. CAROLYN MCCARTHY","2011","2011Q2","PRINTING AND REPRODUCTION","541.44","300.84"
"HON. CAROLYN MCCARTHY","2011","2011Q2","OTHER SERVICES","16,813.98","7,277.76"
"HON. CAROLYN MCCARTHY","2011","2011Q2","SUPPLIES AND MATERIALS","6,680.50","4,821.39"
"HON. CAROLYN MCCARTHY","2011","2011Q2","EQUIPMENT","1,207.62","597.03"
"HON. KEVIN MCCARTHY","2011","2011Q2","FRANKED MAIL","2,655.32","1,383.93"
"HON. KEVIN MCCARTHY","2011","2011Q2","PERSONNEL COMPENSATION","452,258.33","209,725.00"
"HON. KEVIN MCCARTHY","2011","2011Q2","TRAVEL","26,827.11","16,583.24"
"HON. KEVIN MCCARTHY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","65,070.64","35,374.50"
"HON. KEVIN MCCARTHY","2011","2011Q2","PRINTING AND REPRODUCTION","10,384.68","9,998.02"
"HON. KEVIN MCCARTHY","2011","2011Q2","OTHER SERVICES","29,379.08","14,730.14"
"HON. KEVIN MCCARTHY","2011","2011Q2","SUPPLIES AND MATERIALS","15,775.66","11,298.43"
"HON. KEVIN MCCARTHY","2011","2011Q2","EQUIPMENT","3,601.50","2,067.75"
"HON. MICHAEL T. MCCAUL","2011","2011Q2","FRANKED MAIL","1,283.04","761.55"
"HON. MICHAEL T. MCCAUL","2011","2011Q2","PERSONNEL COMPENSATION","464,921.93","234,410.39"
"HON. MICHAEL T. MCCAUL","2011","2011Q2","TRAVEL","23,021.09","15,253.47"
"HON. MICHAEL T. MCCAUL","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","59,778.97","31,235.51"
"HON. MICHAEL T. MCCAUL","2011","2011Q2","PRINTING AND REPRODUCTION","5,635.61","5,286.40"
"HON. MICHAEL T. MCCAUL","2011","2011Q2","OTHER SERVICES","23,641.60","12,533.10"
"HON. MICHAEL T. MCCAUL","2011","2011Q2","SUPPLIES AND MATERIALS","9,001.17","5,413.91"
"HON. MICHAEL T. MCCAUL","2011","2011Q2","EQUIPMENT","4,161.10","3,371.05"
"HON. TOM MCCLINTOCK","2011","2011Q2","FRANKED MAIL","22,609.23","9,459.58"
"HON. TOM MCCLINTOCK","2011","2011Q2","PERSONNEL COMPENSATION","485,473.09","246,696.49"
"HON. TOM MCCLINTOCK","2011","2011Q2","TRAVEL","38,674.43","22,303.19"
"HON. TOM MCCLINTOCK","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","64,246.68","33,977.80"
"HON. TOM MCCLINTOCK","2011","2011Q2","PRINTING AND REPRODUCTION","24,403.88","9,501.33"
"HON. TOM MCCLINTOCK","2011","2011Q2","OTHER SERVICES","13,482.25","5,329.99"
"HON. TOM MCCLINTOCK","2011","2011Q2","SUPPLIES AND MATERIALS","9,023.67","5,074.22"
"HON. TOM MCCLINTOCK","2011","2011Q2","EQUIPMENT","2,558.89","1,663.84"
"HON. BETTY MCCOLLUM","2011","2011Q2","FRANKED MAIL","1,690.49","1,008.13"
"HON. BETTY MCCOLLUM","2011","2011Q2","PERSONNEL COMPENSATION","431,145.20","222,350.28"
"HON. BETTY MCCOLLUM","2011","2011Q2","PERSONNEL BENEFITS","34.00","34.00"
"HON. BETTY MCCOLLUM","2011","2011Q2","TRAVEL","18,644.00","12,116.95"
"HON. BETTY MCCOLLUM","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","48,200.69","27,255.40"
"HON. BETTY MCCOLLUM","2011","2011Q2","PRINTING AND REPRODUCTION","691.93","536.03"
"HON. BETTY MCCOLLUM","2011","2011Q2","OTHER SERVICES","29,787.33","17,056.83"
"HON. BETTY MCCOLLUM","2011","2011Q2","SUPPLIES AND MATERIALS","15,438.14","11,467.48"
"HON. BETTY MCCOLLUM","2011","2011Q2","EQUIPMENT","1,672.46","980.48"
"HON. THADDEUS G. MCCOTTER","2011","2011Q2","FRANKED MAIL","2,494.08","2,404.70"
"HON. THADDEUS G. MCCOTTER","2011","2011Q2","PERSONNEL COMPENSATION","471,408.31","232,169.40"
"HON. THADDEUS G. MCCOTTER","2011","2011Q2","TRAVEL","13,390.06","7,793.08"
"HON. THADDEUS G. MCCOTTER","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","70,486.65","35,627.26"
"HON. THADDEUS G. MCCOTTER","2011","2011Q2","PRINTING AND REPRODUCTION","3,302.18","2,303.81"
"HON. THADDEUS G. MCCOTTER","2011","2011Q2","OTHER SERVICES","25,102.00","12,593.50"
"HON. THADDEUS G. MCCOTTER","2011","2011Q2","SUPPLIES AND MATERIALS","9,765.10","7,105.67"
"HON. THADDEUS G. MCCOTTER","2011","2011Q2","EQUIPMENT","3,372.12","2,383.29"
"HON. JIM MCDERMOTT","2011","2011Q2","FRANKED MAIL","668.37","408.91"
"HON. JIM MCDERMOTT","2011","2011Q2","PERSONNEL COMPENSATION","587,583.43","293,941.67"
"HON. JIM MCDERMOTT","2011","2011Q2","TRAVEL","31,867.45","14,711.50"
"HON. JIM MCDERMOTT","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","57,168.14","30,375.23"
"HON. JIM MCDERMOTT","2011","2011Q2","PRINTING AND REPRODUCTION","1,080.40","748.20"
"HON. JIM MCDERMOTT","2011","2011Q2","OTHER SERVICES","30,636.20","17,778.38"
"HON. JIM MCDERMOTT","2011","2011Q2","SUPPLIES AND MATERIALS","11,315.08","8,450.25"
"HON. JIM MCDERMOTT","2011","2011Q2","EQUIPMENT","1,036.90","937.90"
"HON. JAMES P. MCGOVERN","2011","2011Q2","FRANKED MAIL","20,872.57","20,649.45"
"HON. JAMES P. MCGOVERN","2011","2011Q2","PERSONNEL COMPENSATION","521,830.85","263,097.02"
"HON. JAMES P. MCGOVERN","2011","2011Q2","TRAVEL","16,040.90","8,857.83"
"HON. JAMES P. MCGOVERN","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","63,862.59","35,372.13"
"HON. JAMES P. MCGOVERN","2011","2011Q2","PRINTING AND REPRODUCTION","5,304.76","5,041.47"
"HON. JAMES P. MCGOVERN","2011","2011Q2","OTHER SERVICES","26,951.78","13,053.12"
"HON. JAMES P. MCGOVERN","2011","2011Q2","SUPPLIES AND MATERIALS","9,263.06","5,899.63"
"HON. JAMES P. MCGOVERN","2011","2011Q2","EQUIPMENT","1,663.79","828.51"
"HON. PATRICK T. MCHENRY","2011","2011Q2","FRANKED MAIL","2,912.18","1,968.78"
"HON. PATRICK T. MCHENRY","2011","2011Q2","PERSONNEL COMPENSATION","444,985.57","227,250.00"
"HON. PATRICK T. MCHENRY","2011","2011Q2","TRAVEL","21,612.21","16,114.97"
"HON. PATRICK T. MCHENRY","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","34,949.98","17,895.33"
"HON. PATRICK T. MCHENRY","2011","2011Q2","PRINTING AND REPRODUCTION","5,581.18","5,427.53"
"HON. PATRICK T. MCHENRY","2011","2011Q2","OTHER SERVICES","19,266.00","8,133.00"
"HON. PATRICK T. MCHENRY","2011","2011Q2","SUPPLIES AND MATERIALS","6,567.71","3,049.98"
"HON. PATRICK T. MCHENRY","2011","2011Q2","EQUIPMENT","1,875.92","1,217.30"
"HON. MIKE MCINTYRE","2011","2011Q2","FRANKED MAIL","1,798.05","1,398.13"
"HON. MIKE MCINTYRE","2011","2011Q2","PERSONNEL COMPENSATION","532,864.87","270,011.89"
"HON. MIKE MCINTYRE","2011","2011Q2","TRAVEL","21,811.09","14,035.52"
"HON. MIKE MCINTYRE","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","38,536.63","25,633.82"
"HON. MIKE MCINTYRE","2011","2011Q2","PRINTING AND REPRODUCTION","206.44","147.94"
"HON. MIKE MCINTYRE","2011","2011Q2","OTHER SERVICES","28,110.00","11,100.00"
"HON. MIKE MCINTYRE","2011","2011Q2","SUPPLIES AND MATERIALS","27,881.20","3,393.43"
"HON. MIKE MCINTYRE","2011","2011Q2","EQUIPMENT","6,159.88","1,838.14"
"HON. HOWARD P. ""BUCK"" MCKEON","2011","2011Q2","FRANKED MAIL","19,675.69","18,955.24"
"HON. HOWARD P. ""BUCK"" MCKEON","2011","2011Q2","PERSONNEL COMPENSATION","489,489.50","253,727.79"
"HON. HOWARD P. ""BUCK"" MCKEON","2011","2011Q2","TRAVEL","37,929.89","16,054.26"
"HON. HOWARD P. ""BUCK"" MCKEON","2011","2011Q2","RENT, COMMUNICATION, UTILITIES","68,060.42","38,681.41"
