"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. DARRELL E. ISSA","2010","2010Q4","TRAVEL","89,418.24","25,194.85"
"HON. DARRELL E. ISSA","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","134,307.21","22,238.11"
"HON. DARRELL E. ISSA","2010","2010Q4","PRINTING AND REPRODUCTION","18,027.20","4,437.26"
"HON. DARRELL E. ISSA","2010","2010Q4","OTHER SERVICES","54,001.55","17,871.80"
"HON. DARRELL E. ISSA","2010","2010Q4","SUPPLIES AND MATERIALS","46,954.27","27,845.19"
"HON. DARRELL E. ISSA","2010","2010Q4","EQUIPMENT","5,722.90","247.81"
"HON. JESSE L. JACKSON, JR.","2010","2010Q4","FRANKED MAIL","2,216.98","619.96"
"HON. JESSE L. JACKSON, JR.","2010","2010Q4","PERSONNEL COMPENSATION","875,908.43","301,824.97"
"HON. JESSE L. JACKSON, JR.","2010","2010Q4","TRAVEL","69,337.79","23,731.65"
"HON. JESSE L. JACKSON, JR.","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","218,981.33","54,635.19"
"HON. JESSE L. JACKSON, JR.","2010","2010Q4","PRINTING AND REPRODUCTION","20,468.53","1,052.34"
"HON. JESSE L. JACKSON, JR.","2010","2010Q4","OTHER SERVICES","66,029.89","16,399.30"
"HON. JESSE L. JACKSON, JR.","2010","2010Q4","SUPPLIES AND MATERIALS","27,590.78","6,601.72"
"HON. JESSE L. JACKSON, JR.","2010","2010Q4","EQUIPMENT","70,846.53","17,880.90"
"HON. SHEILA JACKSON-LEE","2010","2010Q4","FRANKED MAIL","41,207.54","1,273.05"
"HON. SHEILA JACKSON-LEE","2010","2010Q4","PERSONNEL COMPENSATION","770,142.78","183,331.53"
"HON. SHEILA JACKSON-LEE","2010","2010Q4","TRAVEL","96,897.88","20,290.20"
"HON. SHEILA JACKSON-LEE","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","171,500.76","42,565.43"
"HON. SHEILA JACKSON-LEE","2010","2010Q4","PRINTING AND REPRODUCTION","57,579.50","11,224.10"
"HON. SHEILA JACKSON-LEE","2010","2010Q4","OTHER SERVICES","40,259.74","10,181.72"
"HON. SHEILA JACKSON-LEE","2010","2010Q4","SUPPLIES AND MATERIALS","124,525.65","55,211.56"
"HON. SHEILA JACKSON-LEE","2010","2010Q4","EQUIPMENT","26,799.97","2,455.01"
"HON. LYNN JENKINS","2010","2010Q4","FRANKED MAIL","119,225.54","2,350.00"
"HON. LYNN JENKINS","2010","2010Q4","PERSONNEL COMPENSATION","796,321.43","249,209.70"
"HON. LYNN JENKINS","2010","2010Q4","TRAVEL","48,941.29","9,963.25"
"HON. LYNN JENKINS","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","87,262.76","13,080.02"
"HON. LYNN JENKINS","2010","2010Q4","PRINTING AND REPRODUCTION","101,682.93","298.76"
"HON. LYNN JENKINS","2010","2010Q4","OTHER SERVICES","53,166.52","12,566.63"
"HON. LYNN JENKINS","2010","2010Q4","SUPPLIES AND MATERIALS","12,157.25","1,934.04"
"HON. LYNN JENKINS","2010","2010Q4","EQUIPMENT","30,373.22","1,238.61"
"HON. EDDIE BERNICE JOHNSON","2010","2010Q4","FRANKED MAIL","57,253.72","289.59"
"HON. EDDIE BERNICE JOHNSON","2010","2010Q4","PERSONNEL COMPENSATION","1,018,468.12","285,258.34"
"HON. EDDIE BERNICE JOHNSON","2010","2010Q4","TRAVEL","49,454.72","20,083.31"
"HON. EDDIE BERNICE JOHNSON","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","137,472.56","37,697.77"
"HON. EDDIE BERNICE JOHNSON","2010","2010Q4","PRINTING AND REPRODUCTION","29,724.30","1,532.00"
"HON. EDDIE BERNICE JOHNSON","2010","2010Q4","OTHER SERVICES","58,527.42","16,041.00"
"HON. EDDIE BERNICE JOHNSON","2010","2010Q4","SUPPLIES AND MATERIALS","24,273.64","6,711.64"
"HON. EDDIE BERNICE JOHNSON","2010","2010Q4","EQUIPMENT","2,410.88","528.00"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2010Q4","FRANKED MAIL","54,132.91","4,660.72"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2010Q4","PERSONNEL COMPENSATION","1,059,858.67","325,169.57"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2010Q4","TRAVEL","41,808.35","4,276.23"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","140,714.54","31,613.75"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2010Q4","PRINTING AND REPRODUCTION","66,611.42","284.55"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2010Q4","OTHER SERVICES","54,910.24","17,752.32"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2010Q4","SUPPLIES AND MATERIALS","48,633.20","19,682.75"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2010Q4","EQUIPMENT","4,286.72","764.07"
"HON. SAM JOHNSON","2010","2010Q4","FRANKED MAIL","40,139.06","1,331.07"
"HON. SAM JOHNSON","2010","2010Q4","PERSONNEL COMPENSATION","1,091,560.15","322,318.47"
"HON. SAM JOHNSON","2010","2010Q4","TRAVEL","48,115.43","11,395.55"
"HON. SAM JOHNSON","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","74,364.08","17,324.53"
"HON. SAM JOHNSON","2010","2010Q4","PRINTING AND REPRODUCTION","36,567.63","2,094.08"
"HON. SAM JOHNSON","2010","2010Q4","OTHER SERVICES","51,364.68","17,197.48"
"HON. SAM JOHNSON","2010","2010Q4","SUPPLIES AND MATERIALS","61,175.64","28,336.55"
"HON. SAM JOHNSON","2010","2010Q4","EQUIPMENT","1,926.00","481.50"
"HON. TIMOTHY V. JOHNSON","2010","2010Q4","FRANKED MAIL","66,103.28","1,871.02"
"HON. TIMOTHY V. JOHNSON","2010","2010Q4","PERSONNEL COMPENSATION","945,557.67","295,543.47"
"HON. TIMOTHY V. JOHNSON","2010","2010Q4","TRAVEL","59,527.18","13,805.75"
"HON. TIMOTHY V. JOHNSON","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","89,690.76","19,727.97"
"HON. TIMOTHY V. JOHNSON","2010","2010Q4","PRINTING AND REPRODUCTION","55,437.00","202.16"
"HON. TIMOTHY V. JOHNSON","2010","2010Q4","OTHER SERVICES","43,860.40","10,616.80"
"HON. TIMOTHY V. JOHNSON","2010","2010Q4","SUPPLIES AND MATERIALS","17,739.69","1,259.08"
"HON. TIMOTHY V. JOHNSON","2010","2010Q4","EQUIPMENT","3,869.37","604.74"
"HON. WALTER B. JONES","2010","2010Q4","FRANKED MAIL","24,370.39","4,615.77"
"HON. WALTER B. JONES","2010","2010Q4","PERSONNEL COMPENSATION","1,121,650.56","307,525.02"
"HON. WALTER B. JONES","2010","2010Q4","TRAVEL","22,128.94","5,438.39"
"HON. WALTER B. JONES","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","62,056.73","14,544.79"
"HON. WALTER B. JONES","2010","2010Q4","PRINTING AND REPRODUCTION","24,177.06","633.20"
"HON. WALTER B. JONES","2010","2010Q4","OTHER SERVICES","60,354.67","13,892.80"
"HON. WALTER B. JONES","2010","2010Q4","SUPPLIES AND MATERIALS","43,457.49","13,344.81"
"HON. WALTER B. JONES","2010","2010Q4","EQUIPMENT","2,660.42","429.00"
"HON. JIM JORDAN","2010","2010Q4","FRANKED MAIL","4,352.25","1,890.62"
"HON. JIM JORDAN","2010","2010Q4","PERSONNEL COMPENSATION","883,042.31","217,164.55"
"HON. JIM JORDAN","2010","2010Q4","TRAVEL","62,874.11","10,427.56"
"HON. JIM JORDAN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","68,960.01","12,051.76"
"HON. JIM JORDAN","2010","2010Q4","PRINTING AND REPRODUCTION","1,227.99","162.21"
"HON. JIM JORDAN","2010","2010Q4","OTHER SERVICES","60,503.81","12,953.10"
"HON. JIM JORDAN","2010","2010Q4","SUPPLIES AND MATERIALS","12,504.02","3,143.31"
"HON. JIM JORDAN","2010","2010Q4","EQUIPMENT","4,729.87","910.68"
"HON. STEVE KAGEN","2010","2010Q4","FRANKED MAIL","132,909.56","1,322.93"
"HON. STEVE KAGEN","2010","2010Q4","PERSONNEL COMPENSATION","907,460.64","222,218.75"
"HON. STEVE KAGEN","2010","2010Q4","TRAVEL","47,971.00","15,331.76"
"HON. STEVE KAGEN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","107,987.03","22,391.31"
"HON. STEVE KAGEN","2010","2010Q4","PRINTING AND REPRODUCTION","181,395.06","35.50"
"HON. STEVE KAGEN","2010","2010Q4","OTHER SERVICES","55,554.46","17,064.65"
"HON. STEVE KAGEN","2010","2010Q4","SUPPLIES AND MATERIALS","32,295.80","2,388.42"
"HON. STEVE KAGEN","2010","2010Q4","EQUIPMENT","7,955.92","1,620.48"
"HON. PAUL E. KANJORSKI","2010","2010Q4","FRANKED MAIL","112,831.00","2,101.15"
"HON. PAUL E. KANJORSKI","2010","2010Q4","PERSONNEL COMPENSATION","1,004,615.76","361,053.12"
"HON. PAUL E. KANJORSKI","2010","2010Q4","TRAVEL","24,471.95","7,771.23"
"HON. PAUL E. KANJORSKI","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","152,203.47","28,067.90"
"HON. PAUL E. KANJORSKI","2010","2010Q4","PRINTING AND REPRODUCTION","96,301.47","155.06"
"HON. PAUL E. KANJORSKI","2010","2010Q4","OTHER SERVICES","38,642.98","9,700.70"
"HON. PAUL E. KANJORSKI","2010","2010Q4","SUPPLIES AND MATERIALS","24,445.86","5,801.15"
"HON. PAUL E. KANJORSKI","2010","2010Q4","EQUIPMENT","3,640.01","1,069.89"
"HON. MARCY KAPTUR","2010","2010Q4","FRANKED MAIL","50,626.18","2,312.67"
"HON. MARCY KAPTUR","2010","2010Q4","PERSONNEL COMPENSATION","943,366.86","272,166.69"
"HON. MARCY KAPTUR","2010","2010Q4","TRAVEL","39,466.08","8,575.19"
"HON. MARCY KAPTUR","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","96,623.36","23,052.58"
"HON. MARCY KAPTUR","2010","2010Q4","PRINTING AND REPRODUCTION","50,351.10","100.50"
"HON. MARCY KAPTUR","2010","2010Q4","OTHER SERVICES","46,918.00","18,532.00"
"HON. MARCY KAPTUR","2010","2010Q4","SUPPLIES AND MATERIALS","31,183.73","17,606.22"
"HON. MARCY KAPTUR","2010","2010Q4","EQUIPMENT","2,014.00","480.00"
"HON. PATRICK J. KENNEDY","2010","2010Q4","FRANKED MAIL","2,509.18","629.13"
"HON. PATRICK J. KENNEDY","2010","2010Q4","PERSONNEL COMPENSATION","1,185,368.80","335,696.42"
"HON. PATRICK J. KENNEDY","2010","2010Q4","TRAVEL","29,742.97","8,221.87"
"HON. PATRICK J. KENNEDY","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","66,446.14","16,485.90"
"HON. PATRICK J. KENNEDY","2010","2010Q4","PRINTING AND REPRODUCTION","3,571.52","144.45"
"HON. PATRICK J. KENNEDY","2010","2010Q4","OTHER SERVICES","56,084.36","10,792.00"
"HON. PATRICK J. KENNEDY","2010","2010Q4","SUPPLIES AND MATERIALS","15,486.70","2,457.12"
"HON. PATRICK J. KENNEDY","2010","2010Q4","EQUIPMENT","4,433.89","900.84"
"HON. DALE E. KILDEE","2010","2010Q4","FRANKED MAIL","7,815.27","1,111.51"
"HON. DALE E. KILDEE","2010","2010Q4","PERSONNEL COMPENSATION","1,279,859.07","323,799.73"
"HON. DALE E. KILDEE","2010","2010Q4","TRAVEL","17,047.01","4,248.09"
"HON. DALE E. KILDEE","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","71,043.58","17,092.26"
"HON. DALE E. KILDEE","2010","2010Q4","PRINTING AND REPRODUCTION","5,790.01","1,350.48"
"HON. DALE E. KILDEE","2010","2010Q4","OTHER SERVICES","33,971.01","7,645.45"
"HON. DALE E. KILDEE","2010","2010Q4","SUPPLIES AND MATERIALS","36,034.17","26,340.49"
"HON. DALE E. KILDEE","2010","2010Q4","EQUIPMENT","8,124.88","2,605.88"
"HON. CAROLYN C. KILPATRICK","2010","2010Q4","FRANKED MAIL","48,607.69","62.65"
"HON. CAROLYN C. KILPATRICK","2010","2010Q4","PERSONNEL COMPENSATION","1,146,971.06","262,864.58"
"HON. CAROLYN C. KILPATRICK","2010","2010Q4","TRAVEL","56,922.99","16,310.82"
"HON. CAROLYN C. KILPATRICK","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","90,439.06","19,760.12"
"HON. CAROLYN C. KILPATRICK","2010","2010Q4","PRINTING AND REPRODUCTION","77,249.65","833.05"
"HON. CAROLYN C. KILPATRICK","2010","2010Q4","OTHER SERVICES","18,098.52","3,880.35"
"HON. CAROLYN C. KILPATRICK","2010","2010Q4","SUPPLIES AND MATERIALS","45,113.92","637.51"
"HON. CAROLYN C. KILPATRICK","2010","2010Q4","EQUIPMENT","5,035.99","1,014.00"
"HON. MARY JO KILROY","2010","2010Q4","FRANKED MAIL","129,878.62","2,222.30"
"HON. MARY JO KILROY","2010","2010Q4","PERSONNEL COMPENSATION","899,657.95","243,316.44"
"HON. MARY JO KILROY","2010","2010Q4","TRAVEL","51,358.01","15,917.86"
"HON. MARY JO KILROY","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","93,775.31","34,152.21"
"HON. MARY JO KILROY","2010","2010Q4","PRINTING AND REPRODUCTION","206,230.07","97,216.25"
"HON. MARY JO KILROY","2010","2010Q4","OTHER SERVICES","28,846.81","7,334.97"
"HON. MARY JO KILROY","2010","2010Q4","SUPPLIES AND MATERIALS","31,486.39","2,570.60"
"HON. MARY JO KILROY","2010","2010Q4","EQUIPMENT","22,248.20","9,297.62"
"HON. RON KIND","2010","2010Q4","FRANKED MAIL","71,370.71","7,985.02"
"HON. RON KIND","2010","2010Q4","PERSONNEL COMPENSATION","896,208.88","222,036.06"
"HON. RON KIND","2010","2010Q4","TRAVEL","66,668.30","14,744.37"
"HON. RON KIND","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","85,699.40","17,425.38"
"HON. RON KIND","2010","2010Q4","PRINTING AND REPRODUCTION","44,325.26","39,588.68"
"HON. RON KIND","2010","2010Q4","OTHER SERVICES","49,415.00","9,750.00"
"HON. RON KIND","2010","2010Q4","SUPPLIES AND MATERIALS","50,826.87","3,712.49"
"HON. RON KIND","2010","2010Q4","EQUIPMENT","28,786.33","660.75"
"HON. PETER T. KING","2010","2010Q4","FRANKED MAIL","143,013.99","3,048.29"
"HON. PETER T. KING","2010","2010Q4","PERSONNEL COMPENSATION","767,800.56","219,701.48"
"HON. PETER T. KING","2010","2010Q4","TRAVEL","14,289.86","2,573.69"
"HON. PETER T. KING","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","85,285.19","21,928.17"
"HON. PETER T. KING","2010","2010Q4","PRINTING AND REPRODUCTION","97,451.76","2,139.30"
"HON. PETER T. KING","2010","2010Q4","OTHER SERVICES","58,141.50","14,276.50"
"HON. PETER T. KING","2010","2010Q4","SUPPLIES AND MATERIALS","64,787.95","50,484.52"
"HON. PETER T. KING","2010","2010Q4","EQUIPMENT","18,551.97","2,782.23"
"HON. STEVE KING","2010","2010Q4","FRANKED MAIL","47,161.34","2,668.24"
"HON. STEVE KING","2010","2010Q4","PERSONNEL COMPENSATION","870,692.04","276,212.41"
"HON. STEVE KING","2010","2010Q4","TRAVEL","130,587.51","32,783.54"
"HON. STEVE KING","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","92,465.95","20,112.97"
"HON. STEVE KING","2010","2010Q4","PRINTING AND REPRODUCTION","27,740.85","23,348.95"
"HON. STEVE KING","2010","2010Q4","OTHER SERVICES","38,491.60","7,570.26"
"HON. STEVE KING","2010","2010Q4","SUPPLIES AND MATERIALS","34,905.40","14,384.24"
"HON. STEVE KING","2010","2010Q4","EQUIPMENT","11,843.29","5,768.25"
"HON. JACK KINGSTON","2010","2010Q4","FRANKED MAIL","33,190.79","11,554.53"
"HON. JACK KINGSTON","2010","2010Q4","PERSONNEL COMPENSATION","896,234.40","254,088.40"
"HON. JACK KINGSTON","2010","2010Q4","TRAVEL","83,065.15","23,802.62"
"HON. JACK KINGSTON","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","115,915.54","26,903.87"
"HON. JACK KINGSTON","2010","2010Q4","PRINTING AND REPRODUCTION","13,605.59","1,106.70"
"HON. JACK KINGSTON","2010","2010Q4","OTHER SERVICES","76,477.58","17,036.14"
"HON. JACK KINGSTON","2010","2010Q4","SUPPLIES AND MATERIALS","39,146.86","20,466.01"
"HON. JACK KINGSTON","2010","2010Q4","EQUIPMENT","2,835.96","708.99"
"HON. MARK STEVEN KIRK","2010","2010Q4","FRANKED MAIL","4,220.98","1,325.22"
"HON. MARK STEVEN KIRK","2010","2010Q4","PERSONNEL COMPENSATION","957,588.02","274,293.49"
"HON. MARK STEVEN KIRK","2010","2010Q4","TRAVEL","15,879.79","5,232.47"
"HON. MARK STEVEN KIRK","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","141,136.44","33,613.51"
"HON. MARK STEVEN KIRK","2010","2010Q4","PRINTING AND REPRODUCTION","1,373.76","0.00"
"HON. MARK STEVEN KIRK","2010","2010Q4","OTHER SERVICES","52,537.90","11,217.00"
"HON. MARK STEVEN KIRK","2010","2010Q4","SUPPLIES AND MATERIALS","10,840.30","867.52"
"HON. MARK STEVEN KIRK","2010","2010Q4","EQUIPMENT","5,599.04","744.06"
"HON. ANN KIRKPATRICK","2010","2010Q4","FRANKED MAIL","75,477.05","2,469.18"
"HON. ANN KIRKPATRICK","2010","2010Q4","PERSONNEL COMPENSATION","882,744.07","256,539.15"
"HON. ANN KIRKPATRICK","2010","2010Q4","TRAVEL","93,918.02","32,480.75"
"HON. ANN KIRKPATRICK","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","116,220.25","24,156.06"
"HON. ANN KIRKPATRICK","2010","2010Q4","PRINTING AND REPRODUCTION","106,014.21","902.05"
"HON. ANN KIRKPATRICK","2010","2010Q4","OTHER SERVICES","50,282.67","12,107.63"
"HON. ANN KIRKPATRICK","2010","2010Q4","SUPPLIES AND MATERIALS","17,933.78","3,189.73"
"HON. ANN KIRKPATRICK","2010","2010Q4","EQUIPMENT","12,463.07","2,560.86"
"HON. LARRY KISSELL","2010","2010Q4","FRANKED MAIL","144,750.37","5,471.08"
"HON. LARRY KISSELL","2010","2010Q4","PERSONNEL COMPENSATION","857,507.54","234,278.74"
"HON. LARRY KISSELL","2010","2010Q4","TRAVEL","63,095.37","19,532.69"
"HON. LARRY KISSELL","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","102,983.73","23,388.03"
"HON. LARRY KISSELL","2010","2010Q4","PRINTING AND REPRODUCTION","128,339.02","131.45"
"HON. LARRY KISSELL","2010","2010Q4","OTHER SERVICES","48,740.05","10,909.63"
"HON. LARRY KISSELL","2010","2010Q4","SUPPLIES AND MATERIALS","14,129.57","5,128.22"
"HON. LARRY KISSELL","2010","2010Q4","EQUIPMENT","5,245.49","642.71"
"HON. RON KLEIN","2010","2010Q4","FRANKED MAIL","105,140.61","477.53"
"HON. RON KLEIN","2010","2010Q4","PERSONNEL COMPENSATION","960,453.64","310,978.60"
"HON. RON KLEIN","2010","2010Q4","TRAVEL","52,841.13","10,801.92"
"HON. RON KLEIN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","98,611.78","23,669.68"
"HON. RON KLEIN","2010","2010Q4","PRINTING AND REPRODUCTION","141,927.33","1,822.07"
"HON. RON KLEIN","2010","2010Q4","OTHER SERVICES","39,431.01","15,844.81"
"HON. RON KLEIN","2010","2010Q4","SUPPLIES AND MATERIALS","13,642.55","2,035.91"
"HON. RON KLEIN","2010","2010Q4","EQUIPMENT","1,380.00","345.00"
"HON. JOHN KLINE","2010","2010Q4","FRANKED MAIL","125,939.89","4,750.40"
"HON. JOHN KLINE","2010","2010Q4","PERSONNEL COMPENSATION","950,941.90","294,223.72"
"HON. JOHN KLINE","2010","2010Q4","TRAVEL","72,476.98","16,675.76"
"HON. JOHN KLINE","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","92,725.13","22,037.84"
"HON. JOHN KLINE","2010","2010Q4","PRINTING AND REPRODUCTION","96,007.51","1,673.85"
"HON. JOHN KLINE","2010","2010Q4","OTHER SERVICES","58,524.71","14,381.00"
"HON. JOHN KLINE","2010","2010Q4","SUPPLIES AND MATERIALS","36,481.32","16,649.00"
"HON. JOHN KLINE","2010","2010Q4","EQUIPMENT","3,685.73","214.20"
"HON. SUZANNE M. KOSMAS","2010","2010Q4","FRANKED MAIL","121,040.27","2,335.01"
"HON. SUZANNE M. KOSMAS","2010","2010Q4","PERSONNEL COMPENSATION","1,033,184.16","383,680.40"
"HON. SUZANNE M. KOSMAS","2010","2010Q4","TRAVEL","61,808.05","14,350.01"
"HON. SUZANNE M. KOSMAS","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","65,228.25","12,791.65"
"HON. SUZANNE M. KOSMAS","2010","2010Q4","PRINTING AND REPRODUCTION","160,112.41","76.49"
"HON. SUZANNE M. KOSMAS","2010","2010Q4","OTHER SERVICES","44,787.52","10,864.63"
"HON. SUZANNE M. KOSMAS","2010","2010Q4","SUPPLIES AND MATERIALS","14,045.15","2,964.65"
"HON. SUZANNE M. KOSMAS","2010","2010Q4","EQUIPMENT","5,929.47","758.73"
"HON. FRANK KRATOVIL, JR.","2010","2010Q4","FRANKED MAIL","106,157.45","2,022.95"
"HON. FRANK KRATOVIL, JR.","2010","2010Q4","PERSONNEL COMPENSATION","1,001,790.34","325,112.13"
"HON. FRANK KRATOVIL, JR.","2010","2010Q4","TRAVEL","34,154.50","4,503.55"
"HON. FRANK KRATOVIL, JR.","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","92,443.52","20,891.63"
"HON. FRANK KRATOVIL, JR.","2010","2010Q4","PRINTING AND REPRODUCTION","127,165.16","698.94"
"HON. FRANK KRATOVIL, JR.","2010","2010Q4","OTHER SERVICES","40,711.63","10,267.63"
"HON. FRANK KRATOVIL, JR.","2010","2010Q4","SUPPLIES AND MATERIALS","31,437.29","1,656.96"
"HON. FRANK KRATOVIL, JR.","2010","2010Q4","EQUIPMENT","12,863.40","3,215.85"
"HON. DENNIS J. KUCINICH","2010","2010Q4","FRANKED MAIL","83,377.49","1,751.99"
"HON. DENNIS J. KUCINICH","2010","2010Q4","PERSONNEL COMPENSATION","1,163,370.07","274,701.01"
"HON. DENNIS J. KUCINICH","2010","2010Q4","TRAVEL","26,345.36","8,725.35"
"HON. DENNIS J. KUCINICH","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","104,183.39","26,292.40"
"HON. DENNIS J. KUCINICH","2010","2010Q4","PRINTING AND REPRODUCTION","31,364.46","-1,568.34"
"HON. DENNIS J. KUCINICH","2010","2010Q4","OTHER SERVICES","29,118.24","7,138.26"
"HON. DENNIS J. KUCINICH","2010","2010Q4","SUPPLIES AND MATERIALS","31,177.71","18,427.93"
"HON. DENNIS J. KUCINICH","2010","2010Q4","EQUIPMENT","3,806.23","770.99"
"HON. DOUG LAMBORN","2010","2010Q4","FRANKED MAIL","56,918.90","763.56"
"HON. DOUG LAMBORN","2010","2010Q4","PERSONNEL COMPENSATION","969,248.15","279,364.05"
"HON. DOUG LAMBORN","2010","2010Q4","TRAVEL","52,580.34","23,811.04"
"HON. DOUG LAMBORN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","96,266.91","21,094.40"
"HON. DOUG LAMBORN","2010","2010Q4","PRINTING AND REPRODUCTION","67,683.02","815.15"
"HON. DOUG LAMBORN","2010","2010Q4","OTHER SERVICES","66,181.00","13,290.00"
"HON. DOUG LAMBORN","2010","2010Q4","SUPPLIES AND MATERIALS","15,086.93","3,840.84"
"HON. DOUG LAMBORN","2010","2010Q4","EQUIPMENT","25,123.77","835.00"
"HON. LEONARD LANCE","2010","2010Q4","FRANKED MAIL","107,040.41","1,241.84"
"HON. LEONARD LANCE","2010","2010Q4","PERSONNEL COMPENSATION","903,174.03","263,300.00"
"HON. LEONARD LANCE","2010","2010Q4","TRAVEL","32,485.53","10,345.52"
"HON. LEONARD LANCE","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","157,692.04","31,515.98"
"HON. LEONARD LANCE","2010","2010Q4","PRINTING AND REPRODUCTION","100,321.41","44,517.14"
"HON. LEONARD LANCE","2010","2010Q4","OTHER SERVICES","60,142.94","25,347.63"
"HON. LEONARD LANCE","2010","2010Q4","SUPPLIES AND MATERIALS","19,205.12","4,713.06"
"HON. LEONARD LANCE","2010","2010Q4","EQUIPMENT","8,596.72","3,445.53"
"HON. JAMES R. LANGEVIN","2010","2010Q4","FRANKED MAIL","1,930.75","562.19"
"HON. JAMES R. LANGEVIN","2010","2010Q4","PERSONNEL COMPENSATION","1,114,568.62","352,653.85"
"HON. JAMES R. LANGEVIN","2010","2010Q4","TRAVEL","32,569.76","4,728.18"
"HON. JAMES R. LANGEVIN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","121,784.93","29,710.20"
"HON. JAMES R. LANGEVIN","2010","2010Q4","PRINTING AND REPRODUCTION","1,312.73","920.00"
"HON. JAMES R. LANGEVIN","2010","2010Q4","OTHER SERVICES","42,995.75","10,327.50"
"HON. JAMES R. LANGEVIN","2010","2010Q4","SUPPLIES AND MATERIALS","52,153.55","26,631.60"
"HON. JAMES R. LANGEVIN","2010","2010Q4","EQUIPMENT","9,196.53","3,629.23"
"HON. RICK LARSEN","2010","2010Q4","FRANKED MAIL","17,302.58","588.80"
"HON. RICK LARSEN","2010","2010Q4","PERSONNEL COMPENSATION","869,602.91","214,083.34"
"HON. RICK LARSEN","2010","2010Q4","TRAVEL","73,902.73","9,627.98"
"HON. RICK LARSEN","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","94,561.75","22,518.44"
"HON. RICK LARSEN","2010","2010Q4","PRINTING AND REPRODUCTION","19,140.18","0.00"
"HON. RICK LARSEN","2010","2010Q4","OTHER SERVICES","48,398.24","12,808.00"
"HON. RICK LARSEN","2010","2010Q4","SUPPLIES AND MATERIALS","56,878.71","30,755.12"
"HON. RICK LARSEN","2010","2010Q4","EQUIPMENT","4,929.88","441.00"
"HON. JOHN B. LARSON","2010","2010Q4","FRANKED MAIL","26,310.52","1,626.84"
"HON. JOHN B. LARSON","2010","2010Q4","PERSONNEL COMPENSATION","967,894.89","242,245.31"
"HON. JOHN B. LARSON","2010","2010Q4","TRAVEL","56,667.90","18,856.09"
"HON. JOHN B. LARSON","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","110,240.33","31,682.17"
"HON. JOHN B. LARSON","2010","2010Q4","PRINTING AND REPRODUCTION","13,941.44","464.88"
"HON. JOHN B. LARSON","2010","2010Q4","OTHER SERVICES","56,764.61","14,797.83"
"HON. JOHN B. LARSON","2010","2010Q4","SUPPLIES AND MATERIALS","39,013.75","11,532.13"
"HON. JOHN B. LARSON","2010","2010Q4","EQUIPMENT","5,053.52","1,200.02"
"HON. TOM LATHAM","2010","2010Q4","FRANKED MAIL","143,639.15","3,385.90"
"HON. TOM LATHAM","2010","2010Q4","PERSONNEL COMPENSATION","840,988.45","213,542.53"
"HON. TOM LATHAM","2010","2010Q4","TRAVEL","54,636.04","16,161.22"
"HON. TOM LATHAM","2010","2010Q4","RENT, COMMUNICATION, UTILITIES","110,806.70","19,110.85"
"HON. TOM LATHAM","2010","2010Q4","PRINTING AND REPRODUCTION","63,558.61","2,543.19"
"HON. TOM LATHAM","2010","2010Q4","OTHER SERVICES","55,874.33","13,262.93"
