"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. RUSH D. HOLT","2010","2011Q1","PRINTING AND REPRODUCTION","68.60","68.60"
"HON. RUSH D. HOLT","2010","2011Q1","OTHER SERVICES","6,682.44","6,682.44"
"HON. RUSH D. HOLT","2010","2011Q1","SUPPLIES AND MATERIALS","1,001.99","1,001.99"
"HON. RUSH D. HOLT","2010","2011Q1","EQUIPMENT","670.50","670.50"
"HON. MICHAEL M. HONDA","2010","2011Q1","FRANKED MAIL","118.53","118.53"
"HON. MICHAEL M. HONDA","2010","2011Q1","PERSONNEL COMPENSATION","258,526.79","258,526.79"
"HON. MICHAEL M. HONDA","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","18,770.47","18,770.47"
"HON. MICHAEL M. HONDA","2010","2011Q1","PRINTING AND REPRODUCTION","27.20","27.20"
"HON. MICHAEL M. HONDA","2010","2011Q1","OTHER SERVICES","6,967.29","6,967.29"
"HON. MICHAEL M. HONDA","2010","2011Q1","SUPPLIES AND MATERIALS","1,747.07","1,747.07"
"HON. MICHAEL M. HONDA","2010","2011Q1","EQUIPMENT","1,263.78","1,263.78"
"HON. STENY H. HOYER","2010","2011Q1","FRANKED MAIL","123.32","123.32"
"HON. STENY H. HOYER","2010","2011Q1","PERSONNEL COMPENSATION","164,899.99","164,899.99"
"HON. STENY H. HOYER","2010","2011Q1","TRAVEL","9,779.24","9,779.24"
"HON. STENY H. HOYER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","16,551.24","16,551.24"
"HON. STENY H. HOYER","2010","2011Q1","PRINTING AND REPRODUCTION","1,639.11","1,639.11"
"HON. STENY H. HOYER","2010","2011Q1","OTHER SERVICES","9,601.80","9,601.80"
"HON. STENY H. HOYER","2010","2011Q1","SUPPLIES AND MATERIALS","14,372.91","14,372.91"
"HON. STENY H. HOYER","2010","2011Q1","EQUIPMENT","1,390.44","1,390.44"
"HON. STENY H. HOYER","2010","2011Q1","FRANKED MAIL","125.53","125.53"
"HON. STENY H. HOYER","2010","2011Q1","PERSONNEL COMPENSATION","202,627.67","202,627.67"
"HON. STENY H. HOYER","2010","2011Q1","TRAVEL","19,523.59","19,523.59"
"HON. STENY H. HOYER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","33,211.35","33,211.35"
"HON. STENY H. HOYER","2010","2011Q1","PRINTING AND REPRODUCTION","3,294.99","3,294.99"
"HON. STENY H. HOYER","2010","2011Q1","OTHER SERVICES","17,395.22","17,395.22"
"HON. STENY H. HOYER","2010","2011Q1","SUPPLIES AND MATERIALS","6,481.61","6,481.61"
"HON. STENY H. HOYER","2010","2011Q1","EQUIPMENT","706.50","706.50"
"HON. STENY H. HOYER","2010","2011Q1","FRANKED MAIL","208.62","208.62"
"HON. STENY H. HOYER","2010","2011Q1","PERSONNEL COMPENSATION","179,991.40","179,991.40"
"HON. STENY H. HOYER","2010","2011Q1","TRAVEL","8,729.30","8,729.30"
"HON. STENY H. HOYER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","19,159.82","19,159.82"
"HON. STENY H. HOYER","2010","2011Q1","PRINTING AND REPRODUCTION","928.75","928.75"
"HON. STENY H. HOYER","2010","2011Q1","OTHER SERVICES","13,410.74","13,410.74"
"HON. STENY H. HOYER","2010","2011Q1","SUPPLIES AND MATERIALS","6,693.57","6,693.57"
"HON. STENY H. HOYER","2010","2011Q1","EQUIPMENT","2,583.99","2,583.99"
"HON. STENY H. HOYER","2010","2011Q1","FRANKED MAIL","1,610.34","1,610.34"
"HON. STENY H. HOYER","2010","2011Q1","PERSONNEL COMPENSATION","227,556.07","227,556.07"
"HON. STENY H. HOYER","2010","2011Q1","TRAVEL","9,617.90","9,617.90"
"HON. STENY H. HOYER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","20,638.11","20,638.11"
"HON. STENY H. HOYER","2010","2011Q1","PRINTING AND REPRODUCTION","7,694.35","7,694.35"
"HON. STENY H. HOYER","2010","2011Q1","OTHER SERVICES","12,346.50","12,346.50"
"HON. STENY H. HOYER","2010","2011Q1","SUPPLIES AND MATERIALS","6,039.14","6,039.14"
"HON. STENY H. HOYER","2010","2011Q1","EQUIPMENT","1,167.50","1,167.50"
"HON. DUNCAN HUNTER","2010","2011Q1","FRANKED MAIL","1,048.84","1,048.84"
"HON. DUNCAN HUNTER","2010","2011Q1","PERSONNEL COMPENSATION","166,794.91","166,794.91"
"HON. DUNCAN HUNTER","2010","2011Q1","TRAVEL","1,339.89","1,339.89"
"HON. DUNCAN HUNTER","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","12,695.19","12,695.19"
"HON. DUNCAN HUNTER","2010","2011Q1","PRINTING AND REPRODUCTION","980.90","980.90"
"HON. DUNCAN HUNTER","2010","2011Q1","OTHER SERVICES","12,420.80","12,420.80"
"HON. DUNCAN HUNTER","2010","2011Q1","SUPPLIES AND MATERIALS","3,358.13","3,358.13"
"HON. DUNCAN HUNTER","2010","2011Q1","EQUIPMENT","3,404.20","3,404.20"
"HON. BOB INGLIS","2009","2011Q1","FRANKED MAIL","278.61","278.61"
"HON. BOB INGLIS","2009","2011Q1","PERSONNEL COMPENSATION","243,272.29","243,272.29"
"HON. BOB INGLIS","2009","2011Q1","TRAVEL","6,313.64","6,313.64"
"HON. BOB INGLIS","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","10,646.24","10,646.24"
"HON. BOB INGLIS","2009","2011Q1","PRINTING AND REPRODUCTION","228.50","228.50"
"HON. BOB INGLIS","2009","2011Q1","OTHER SERVICES","12,133.50","12,133.50"
"HON. BOB INGLIS","2009","2011Q1","SUPPLIES AND MATERIALS","1,613.74","1,613.74"
"HON. BOB INGLIS","2009","2011Q1","EQUIPMENT","492.00","492.00"
"HON. JAY INSLEE","2010","2011Q1","FRANKED MAIL","14,537.20","14,537.20"
"HON. JAY INSLEE","2010","2011Q1","PERSONNEL COMPENSATION","241,231.74","241,231.74"
"HON. JAY INSLEE","2010","2011Q1","TRAVEL","4,118.84","4,118.84"
"HON. JAY INSLEE","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","6,843.15","6,843.15"
"HON. JAY INSLEE","2010","2011Q1","PRINTING AND REPRODUCTION","317.10","317.10"
"HON. JAY INSLEE","2010","2011Q1","OTHER SERVICES","6,481.86","6,481.86"
"HON. JAY INSLEE","2010","2011Q1","SUPPLIES AND MATERIALS","6,079.71","6,079.71"
"HON. JAY INSLEE","2010","2011Q1","EQUIPMENT","664.55","664.55"
"HON. STEVE ISRAEL","2009","2011Q1","FRANKED MAIL","2,676.46","2,676.46"
"HON. STEVE ISRAEL","2009","2011Q1","PERSONNEL COMPENSATION","228,408.39","228,408.39"
"HON. STEVE ISRAEL","2009","2011Q1","TRAVEL","17,244.61","17,244.61"
"HON. STEVE ISRAEL","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","22,057.14","22,057.14"
"HON. STEVE ISRAEL","2009","2011Q1","PRINTING AND REPRODUCTION","184.65","184.65"
"HON. STEVE ISRAEL","2009","2011Q1","OTHER SERVICES","12,269.50","12,269.50"
"HON. STEVE ISRAEL","2009","2011Q1","SUPPLIES AND MATERIALS","11,355.72","11,355.72"
"HON. STEVE ISRAEL","2009","2011Q1","EQUIPMENT","913.80","913.80"
"HON. DARRELL E. ISSA","2009","2011Q1","FRANKED MAIL","45.14","45.14"
"HON. DARRELL E. ISSA","2009","2011Q1","PERSONNEL COMPENSATION","194,353.36","194,353.36"
"HON. DARRELL E. ISSA","2009","2011Q1","TRAVEL","18,110.88","18,110.88"
"HON. DARRELL E. ISSA","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","35,479.29","35,479.29"
"HON. DARRELL E. ISSA","2009","2011Q1","PRINTING AND REPRODUCTION","6,911.00","6,911.00"
"HON. DARRELL E. ISSA","2009","2011Q1","OTHER SERVICES","8,423.05","8,423.05"
"HON. DARRELL E. ISSA","2009","2011Q1","SUPPLIES AND MATERIALS","12,939.05","12,939.05"
"HON. DARRELL E. ISSA","2009","2011Q1","EQUIPMENT","2,004.96","2,004.96"
"HON. SHEILA JACKSON LEE","2010","2011Q1","FRANKED MAIL","358.26","358.26"
"HON. SHEILA JACKSON LEE","2010","2011Q1","PERSONNEL COMPENSATION","193,864.27","193,864.27"
"HON. SHEILA JACKSON LEE","2010","2011Q1","TRAVEL","11,894.18","11,894.18"
"HON. SHEILA JACKSON LEE","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","36,861.92","36,861.92"
"HON. SHEILA JACKSON LEE","2010","2011Q1","PRINTING AND REPRODUCTION","1,051.90","1,051.90"
"HON. SHEILA JACKSON LEE","2010","2011Q1","OTHER SERVICES","19,286.10","19,286.10"
"HON. SHEILA JACKSON LEE","2010","2011Q1","SUPPLIES AND MATERIALS","4,301.21","4,301.21"
"HON. SHEILA JACKSON LEE","2010","2011Q1","EQUIPMENT","16,482.38","16,482.38"
"HON. JESSE L. JACKSON, JR.","2010","2011Q1","FRANKED MAIL","8,594.59","8,594.59"
"HON. JESSE L. JACKSON, JR.","2010","2011Q1","PERSONNEL COMPENSATION","193,900.11","193,900.11"
"HON. JESSE L. JACKSON, JR.","2010","2011Q1","TRAVEL","9,735.10","9,735.10"
"HON. JESSE L. JACKSON, JR.","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","18,872.09","18,872.09"
"HON. JESSE L. JACKSON, JR.","2010","2011Q1","PRINTING AND REPRODUCTION","6,841.26","6,841.26"
"HON. JESSE L. JACKSON, JR.","2010","2011Q1","OTHER SERVICES","15,387.50","15,387.50"
"HON. JESSE L. JACKSON, JR.","2010","2011Q1","SUPPLIES AND MATERIALS","2,970.48","2,970.48"
"HON. JESSE L. JACKSON, JR.","2010","2011Q1","EQUIPMENT","1,154.73","1,154.73"
"HON. LYNN JENKINS","2010","2011Q1","FRANKED MAIL","-80.09","-80.09"
"HON. LYNN JENKINS","2010","2011Q1","PERSONNEL COMPENSATION","169,672.19","169,672.19"
"HON. LYNN JENKINS","2010","2011Q1","TRAVEL","5,740.37","5,740.37"
"HON. LYNN JENKINS","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","6,376.32","6,376.32"
"HON. LYNN JENKINS","2010","2011Q1","PRINTING AND REPRODUCTION","807.80","807.80"
"HON. LYNN JENKINS","2010","2011Q1","OTHER SERVICES","9,676.80","9,676.80"
"HON. LYNN JENKINS","2010","2011Q1","SUPPLIES AND MATERIALS","4,280.07","4,280.07"
"HON. LYNN JENKINS","2010","2011Q1","EQUIPMENT","1,368.18","1,368.18"
"HON. LYNN JENKINS","2010","2011Q1","FRANKED MAIL","1,654.11","1,654.11"
"HON. LYNN JENKINS","2010","2011Q1","PERSONNEL COMPENSATION","261,842.84","261,842.84"
"HON. LYNN JENKINS","2010","2011Q1","TRAVEL","9,893.08","9,893.08"
"HON. LYNN JENKINS","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","30,117.03","30,117.03"
"HON. LYNN JENKINS","2010","2011Q1","PRINTING AND REPRODUCTION","2,801.55","2,801.55"
"HON. LYNN JENKINS","2010","2011Q1","OTHER SERVICES","3,778.30","3,778.30"
"HON. LYNN JENKINS","2010","2011Q1","SUPPLIES AND MATERIALS","9,828.01","9,828.01"
"HON. LYNN JENKINS","2010","2011Q1","EQUIPMENT","528.00","528.00"
"HON. EDDIE BERNICE JOHNSON","2009","2011Q1","FRANKED MAIL","149.07","149.07"
"HON. EDDIE BERNICE JOHNSON","2009","2011Q1","PERSONNEL COMPENSATION","262,622.16","262,622.16"
"HON. EDDIE BERNICE JOHNSON","2009","2011Q1","TRAVEL","15,955.92","15,955.92"
"HON. EDDIE BERNICE JOHNSON","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","34,920.39","34,920.39"
"HON. EDDIE BERNICE JOHNSON","2009","2011Q1","PRINTING AND REPRODUCTION","362.40","362.40"
"HON. EDDIE BERNICE JOHNSON","2009","2011Q1","OTHER SERVICES","18,149.91","18,149.91"
"HON. EDDIE BERNICE JOHNSON","2009","2011Q1","SUPPLIES AND MATERIALS","9,844.20","9,844.20"
"HON. EDDIE BERNICE JOHNSON","2009","2011Q1","EQUIPMENT","6,564.03","6,564.03"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2011Q1","FRANKED MAIL","406.14","406.14"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2011Q1","PERSONNEL COMPENSATION","255,643.28","255,643.28"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2011Q1","TRAVEL","11,923.51","11,923.51"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","16,637.11","16,637.11"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2011Q1","PRINTING AND REPRODUCTION","1,042.15","1,042.15"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2011Q1","OTHER SERVICES","12,045.62","12,045.62"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2011Q1","SUPPLIES AND MATERIALS","4,886.82","4,886.82"
"HON. HENRY C. ""HANK"" JOHNSON, JR.","2010","2011Q1","EQUIPMENT","481.50","481.50"
"HON. SAM JOHNSON","2010","2011Q1","FRANKED MAIL","1,935.13","1,935.13"
"HON. SAM JOHNSON","2010","2011Q1","PERSONNEL COMPENSATION","224,732.06","224,732.06"
"HON. SAM JOHNSON","2010","2011Q1","TRAVEL","15,997.78","15,997.78"
"HON. SAM JOHNSON","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","19,233.82","19,233.82"
"HON. SAM JOHNSON","2010","2011Q1","PRINTING AND REPRODUCTION","461.45","461.45"
"HON. SAM JOHNSON","2010","2011Q1","OTHER SERVICES","11,868.05","11,868.05"
"HON. SAM JOHNSON","2010","2011Q1","SUPPLIES AND MATERIALS","6,095.99","6,095.99"
"HON. SAM JOHNSON","2010","2011Q1","EQUIPMENT","1,021.74","1,021.74"
"HON. TIMOTHY V. JOHNSON","2010","2011Q1","FRANKED MAIL","541.83","541.83"
"HON. TIMOTHY V. JOHNSON","2010","2011Q1","PERSONNEL COMPENSATION","253,356.25","253,356.25"
"HON. TIMOTHY V. JOHNSON","2010","2011Q1","TRAVEL","3,872.00","3,872.00"
"HON. TIMOTHY V. JOHNSON","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","15,056.51","15,056.51"
"HON. TIMOTHY V. JOHNSON","2010","2011Q1","PRINTING AND REPRODUCTION","178.80","178.80"
"HON. TIMOTHY V. JOHNSON","2010","2011Q1","OTHER SERVICES","8,105.35","8,105.35"
"HON. TIMOTHY V. JOHNSON","2010","2011Q1","SUPPLIES AND MATERIALS","4,868.28","4,868.28"
"HON. TIMOTHY V. JOHNSON","2010","2011Q1","EQUIPMENT","271.50","271.50"
"HON. WALTER B. JONES","2010","2011Q1","FRANKED MAIL","-492.99","-492.99"
"HON. WALTER B. JONES","2010","2011Q1","PERSONNEL COMPENSATION","209,179.05","209,179.05"
"HON. WALTER B. JONES","2010","2011Q1","TRAVEL","13,916.23","13,916.23"
"HON. WALTER B. JONES","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","15,757.19","15,757.19"
"HON. WALTER B. JONES","2010","2011Q1","PRINTING AND REPRODUCTION","493.20","493.20"
"HON. WALTER B. JONES","2010","2011Q1","OTHER SERVICES","12,570.50","12,570.50"
"HON. WALTER B. JONES","2010","2011Q1","SUPPLIES AND MATERIALS","5,024.11","5,024.11"
"HON. WALTER B. JONES","2010","2011Q1","EQUIPMENT","910.68","910.68"
"HON. PAUL E. KANJORSKI","2010","2011Q1","FRANKED MAIL","361.52","361.52"
"HON. PAUL E. KANJORSKI","2010","2011Q1","PERSONNEL COMPENSATION","208,733.36","208,733.36"
"HON. PAUL E. KANJORSKI","2010","2011Q1","TRAVEL","5,186.28","5,186.28"
"HON. PAUL E. KANJORSKI","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","22,205.26","22,205.26"
"HON. PAUL E. KANJORSKI","2010","2011Q1","PRINTING AND REPRODUCTION","367.20","367.20"
"HON. PAUL E. KANJORSKI","2010","2011Q1","OTHER SERVICES","5,574.00","5,574.00"
"HON. PAUL E. KANJORSKI","2010","2011Q1","SUPPLIES AND MATERIALS","4,391.49","4,391.49"
"HON. PAUL E. KANJORSKI","2010","2011Q1","EQUIPMENT","583.00","583.00"
"HON. MARCY KAPTUR","2010","2011Q1","FRANKED MAIL","97.84","97.84"
"HON. MARCY KAPTUR","2010","2011Q1","PERSONNEL COMPENSATION","170,743.35","170,743.35"
"HON. MARCY KAPTUR","2010","2011Q1","TRAVEL","10,282.84","10,282.84"
"HON. MARCY KAPTUR","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","20,402.70","20,402.70"
"HON. MARCY KAPTUR","2010","2011Q1","PRINTING AND REPRODUCTION","1,434.80","1,434.80"
"HON. MARCY KAPTUR","2010","2011Q1","OTHER SERVICES","11,008.50","11,008.50"
"HON. MARCY KAPTUR","2010","2011Q1","SUPPLIES AND MATERIALS","15,170.08","15,170.08"
"HON. MARCY KAPTUR","2010","2011Q1","EQUIPMENT","12,221.30","12,221.30"
"HON. MARCY KAPTUR","2010","2011Q1","FRANKED MAIL","90.20","90.20"
"HON. MARCY KAPTUR","2010","2011Q1","PERSONNEL COMPENSATION","178,625.03","178,625.03"
"HON. MARCY KAPTUR","2010","2011Q1","TRAVEL","4,568.36","4,568.36"
"HON. MARCY KAPTUR","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","15,712.05","15,712.05"
"HON. MARCY KAPTUR","2010","2011Q1","PRINTING AND REPRODUCTION","3,263.42","3,263.42"
"HON. MARCY KAPTUR","2010","2011Q1","OTHER SERVICES","9,780.30","9,780.30"
"HON. MARCY KAPTUR","2010","2011Q1","SUPPLIES AND MATERIALS","27,634.43","27,634.43"
"HON. MARCY KAPTUR","2010","2011Q1","EQUIPMENT","1,572.84","1,572.84"
"HON. PATRICK J. KENNEDY","2010","2011Q1","FRANKED MAIL","458.15","458.15"
"HON. PATRICK J. KENNEDY","2010","2011Q1","PERSONNEL COMPENSATION","299,589.43","299,589.43"
"HON. PATRICK J. KENNEDY","2010","2011Q1","TRAVEL","6,018.32","6,018.32"
"HON. PATRICK J. KENNEDY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","14,950.06","14,950.06"
"HON. PATRICK J. KENNEDY","2010","2011Q1","PRINTING AND REPRODUCTION","293.00","293.00"
"HON. PATRICK J. KENNEDY","2010","2011Q1","OTHER SERVICES","6,682.44","6,682.44"
"HON. PATRICK J. KENNEDY","2010","2011Q1","SUPPLIES AND MATERIALS","1,307.87","1,307.87"
"HON. PATRICK J. KENNEDY","2010","2011Q1","EQUIPMENT","381.00","381.00"
"HON. MARY JO KILROY","2010","2011Q1","FRANKED MAIL","592.00","592.00"
"HON. MARY JO KILROY","2010","2011Q1","PERSONNEL COMPENSATION","223,100.04","223,100.04"
"HON. MARY JO KILROY","2010","2011Q1","TRAVEL","5,046.71","5,046.71"
"HON. MARY JO KILROY","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","18,864.86","18,864.86"
"HON. MARY JO KILROY","2010","2011Q1","PRINTING AND REPRODUCTION","200.80","200.80"
"HON. MARY JO KILROY","2010","2011Q1","OTHER SERVICES","8,432.44","8,432.44"
"HON. MARY JO KILROY","2010","2011Q1","SUPPLIES AND MATERIALS","13,376.06","13,376.06"
"HON. MARY JO KILROY","2010","2011Q1","EQUIPMENT","660.75","660.75"
"HON. RON KIND","2009","2011Q1","FRANKED MAIL","994.16","994.16"
"HON. RON KIND","2009","2011Q1","PERSONNEL COMPENSATION","187,304.27","187,304.27"
"HON. RON KIND","2009","2011Q1","TRAVEL","5,095.00","5,095.00"
"HON. RON KIND","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","22,721.33","22,721.33"
"HON. RON KIND","2009","2011Q1","PRINTING AND REPRODUCTION","422.00","422.00"
"HON. RON KIND","2009","2011Q1","OTHER SERVICES","12,718.47","12,718.47"
"HON. RON KIND","2009","2011Q1","SUPPLIES AND MATERIALS","4,860.96","4,860.96"
"HON. RON KIND","2009","2011Q1","EQUIPMENT","2,264.73","2,264.73"
"HON. PETER T. KING","2010","2011Q1","FRANKED MAIL","4,389.69","4,389.69"
"HON. PETER T. KING","2010","2011Q1","PERSONNEL COMPENSATION","220,078.45","220,078.45"
"HON. PETER T. KING","2010","2011Q1","TRAVEL","13,099.46","13,099.46"
"HON. PETER T. KING","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","16,640.09","16,640.09"
"HON. PETER T. KING","2010","2011Q1","PRINTING AND REPRODUCTION","422.15","422.15"
"HON. PETER T. KING","2010","2011Q1","OTHER SERVICES","7,354.67","7,354.67"
"HON. PETER T. KING","2010","2011Q1","SUPPLIES AND MATERIALS","2,900.35","2,900.35"
"HON. PETER T. KING","2010","2011Q1","EQUIPMENT","1,649.25","1,649.25"
"HON. STEVE KING","2009","2011Q1","FRANKED MAIL","1,964.54","1,964.54"
"HON. STEVE KING","2009","2011Q1","PERSONNEL COMPENSATION","192,614.82","192,614.82"
"HON. STEVE KING","2009","2011Q1","TRAVEL","14,515.58","14,515.58"
"HON. STEVE KING","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","22,750.37","22,750.37"
"HON. STEVE KING","2009","2011Q1","PRINTING AND REPRODUCTION","398.69","398.69"
"HON. STEVE KING","2009","2011Q1","OTHER SERVICES","17,366.83","17,366.83"
"HON. STEVE KING","2009","2011Q1","SUPPLIES AND MATERIALS","3,888.19","3,888.19"
"HON. STEVE KING","2009","2011Q1","EQUIPMENT","708.99","708.99"
"HON. JACK KINGSTON","2010","2011Q1","FRANKED MAIL","57.57","57.57"
"HON. JACK KINGSTON","2010","2011Q1","PERSONNEL COMPENSATION","200,145.35","200,145.35"
"HON. JACK KINGSTON","2010","2011Q1","TRAVEL","5,358.85","5,358.85"
"HON. JACK KINGSTON","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","12,678.06","12,678.06"
"HON. JACK KINGSTON","2010","2011Q1","PRINTING AND REPRODUCTION","2,448.65","2,448.65"
"HON. JACK KINGSTON","2010","2011Q1","OTHER SERVICES","10,210.00","10,210.00"
"HON. JACK KINGSTON","2010","2011Q1","SUPPLIES AND MATERIALS","6,034.31","6,034.31"
"HON. JACK KINGSTON","2010","2011Q1","EQUIPMENT","1,141.71","1,141.71"
"HON. ANN KIRKPATRICK","2009","2011Q1","FRANKED MAIL","454.93","454.93"
"HON. ANN KIRKPATRICK","2009","2011Q1","PERSONNEL COMPENSATION","243,625.13","243,625.13"
"HON. ANN KIRKPATRICK","2009","2011Q1","TRAVEL","8,968.39","8,968.39"
"HON. ANN KIRKPATRICK","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","23,292.85","23,292.85"
"HON. ANN KIRKPATRICK","2009","2011Q1","PRINTING AND REPRODUCTION","158.00","158.00"
"HON. ANN KIRKPATRICK","2009","2011Q1","OTHER SERVICES","10,401.80","10,401.80"
"HON. ANN KIRKPATRICK","2009","2011Q1","SUPPLIES AND MATERIALS","1,974.09","1,974.09"
"HON. ANN KIRKPATRICK","2009","2011Q1","EQUIPMENT","407.01","407.01"
"HON. RON KLEIN","2009","2011Q1","FRANKED MAIL","3,410.74","3,410.74"
"HON. RON KLEIN","2009","2011Q1","PERSONNEL COMPENSATION","243,037.49","243,037.49"
"HON. RON KLEIN","2009","2011Q1","TRAVEL","22,063.48","22,063.48"
"HON. RON KLEIN","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","21,182.85","21,182.85"
"HON. RON KLEIN","2009","2011Q1","PRINTING AND REPRODUCTION","199.50","199.50"
"HON. RON KLEIN","2009","2011Q1","OTHER SERVICES","15,660.06","15,660.06"
"HON. RON KLEIN","2009","2011Q1","SUPPLIES AND MATERIALS","5,212.81","5,212.81"
"HON. RON KLEIN","2009","2011Q1","EQUIPMENT","214.20","214.20"
"HON. FRANK KRAVOTIL JR.","2010","2011Q1","FRANKED MAIL","432.20","432.20"
"HON. FRANK KRAVOTIL JR.","2010","2011Q1","PERSONNEL COMPENSATION","307,990.15","307,990.15"
"HON. FRANK KRAVOTIL JR.","2010","2011Q1","TRAVEL","2,918.65","2,918.65"
"HON. FRANK KRAVOTIL JR.","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","25,825.53","25,825.53"
"HON. FRANK KRAVOTIL JR.","2010","2011Q1","PRINTING AND REPRODUCTION","826.27","826.27"
"HON. FRANK KRAVOTIL JR.","2010","2011Q1","OTHER SERVICES","18,143.16","18,143.16"
"HON. FRANK KRAVOTIL JR.","2010","2011Q1","SUPPLIES AND MATERIALS","19,617.83","19,617.83"
"HON. FRANK KRAVOTIL JR.","2010","2011Q1","EQUIPMENT","852.45","852.45"
"HON. DENNIS J. KUCINICH","2009","2011Q1","FRANKED MAIL","3,616.00","3,616.00"
"HON. DENNIS J. KUCINICH","2009","2011Q1","PERSONNEL COMPENSATION","158,111.09","158,111.09"
"HON. DENNIS J. KUCINICH","2009","2011Q1","TRAVEL","11,335.49","11,335.49"
"HON. DENNIS J. KUCINICH","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","16,037.34","16,037.34"
"HON. DENNIS J. KUCINICH","2009","2011Q1","PRINTING AND REPRODUCTION","6,829.70","6,829.70"
"HON. DENNIS J. KUCINICH","2009","2011Q1","OTHER SERVICES","12,700.00","12,700.00"
"HON. DENNIS J. KUCINICH","2009","2011Q1","SUPPLIES AND MATERIALS","4,231.86","4,231.86"
"HON. DENNIS J. KUCINICH","2009","2011Q1","EQUIPMENT","2,190.57","2,190.57"
"HON. DENNIS J. KUCINICH","2009","2011Q1","FRANKED MAIL","279.33","279.33"
"HON. DENNIS J. KUCINICH","2009","2011Q1","PERSONNEL COMPENSATION","222,037.81","222,037.81"
"HON. DENNIS J. KUCINICH","2009","2011Q1","TRAVEL","10,538.44","10,538.44"
"HON. DENNIS J. KUCINICH","2009","2011Q1","RENT, COMMUNICATION, UTILITIES","24,633.42","24,633.42"
"HON. DENNIS J. KUCINICH","2009","2011Q1","PRINTING AND REPRODUCTION","438.66","438.66"
"HON. DENNIS J. KUCINICH","2009","2011Q1","OTHER SERVICES","11,608.50","11,608.50"
"HON. DENNIS J. KUCINICH","2009","2011Q1","SUPPLIES AND MATERIALS","3,311.21","3,311.21"
"HON. DENNIS J. KUCINICH","2009","2011Q1","EQUIPMENT","636.00","636.00"
"HON. DOUG LAMBORN","2010","2011Q1","FRANKED MAIL","106.56","106.56"
"HON. DOUG LAMBORN","2010","2011Q1","PERSONNEL COMPENSATION","204,899.21","204,899.21"
"HON. DOUG LAMBORN","2010","2011Q1","TRAVEL","7,799.20","7,799.20"
"HON. DOUG LAMBORN","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","30,838.21","30,838.21"
"HON. DOUG LAMBORN","2010","2011Q1","PRINTING AND REPRODUCTION","360.20","360.20"
"HON. DOUG LAMBORN","2010","2011Q1","OTHER SERVICES","12,466.82","12,466.82"
"HON. DOUG LAMBORN","2010","2011Q1","SUPPLIES AND MATERIALS","2,832.17","2,832.17"
"HON. DOUG LAMBORN","2010","2011Q1","EQUIPMENT","3,703.87","3,703.87"
"HON. LEONARD LANCE","2010","2011Q1","FRANKED MAIL","172.29","172.29"
"HON. LEONARD LANCE","2010","2011Q1","PERSONNEL COMPENSATION","163,386.10","163,386.10"
"HON. LEONARD LANCE","2010","2011Q1","TRAVEL","3,315.80","3,315.80"
"HON. LEONARD LANCE","2010","2011Q1","RENT, COMMUNICATION, UTILITIES","19,400.10","19,400.10"
"HON. LEONARD LANCE","2010","2011Q1","PRINTING AND REPRODUCTION","864.10","864.10"
