"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. JOHN KLINE","2010","2010Q2","OTHER SERVICES","30,612.71","15,381.71"
"HON. JOHN KLINE","2010","2010Q2","SUPPLIES AND MATERIALS","13,738.37","8,570.80"
"HON. JOHN KLINE","2010","2010Q2","EQUIPMENT","297.73","197.54"
"HON. SUZANNE M. KOSMAS","2010","2010Q2","FRANKED MAIL","117,070.04","96,834.10"
"HON. SUZANNE M. KOSMAS","2010","2010Q2","PERSONNEL COMPENSATION","438,167.66","221,656.41"
"HON. SUZANNE M. KOSMAS","2010","2010Q2","TRAVEL","32,990.08","20,966.62"
"HON. SUZANNE M. KOSMAS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","39,335.80","30,171.25"
"HON. SUZANNE M. KOSMAS","2010","2010Q2","PRINTING AND REPRODUCTION","159,431.69","159,321.54"
"HON. SUZANNE M. KOSMAS","2010","2010Q2","OTHER SERVICES","21,908.26","14,865.63"
"HON. SUZANNE M. KOSMAS","2010","2010Q2","SUPPLIES AND MATERIALS","8,465.12","6,157.06"
"HON. SUZANNE M. KOSMAS","2010","2010Q2","EQUIPMENT","4,412.01","894.18"
"HON. FRANK KRATOVIL JR.","2010","2010Q2","FRANKED MAIL","65,996.91","65,484.06"
"HON. FRANK KRATOVIL JR.","2010","2010Q2","PERSONNEL COMPENSATION","441,590.29","227,212.42"
"HON. FRANK KRATOVIL JR.","2010","2010Q2","TRAVEL","17,531.48","12,645.78"
"HON. FRANK KRATOVIL JR.","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","49,858.62","26,751.92"
"HON. FRANK KRATOVIL JR.","2010","2010Q2","PRINTING AND REPRODUCTION","40,844.53","40,449.33"
"HON. FRANK KRATOVIL JR.","2010","2010Q2","OTHER SERVICES","20,345.37","10,378.74"
"HON. FRANK KRATOVIL JR.","2010","2010Q2","SUPPLIES AND MATERIALS","25,237.69","9,535.87"
"HON. FRANK KRATOVIL JR.","2010","2010Q2","EQUIPMENT","6,431.70","3,215.85"
"HON. DENNIS J. KUCINICH","2010","2010Q2","FRANKED MAIL","41,140.43","1,447.47"
"HON. DENNIS J. KUCINICH","2010","2010Q2","PERSONNEL COMPENSATION","591,208.46","297,364.66"
"HON. DENNIS J. KUCINICH","2010","2010Q2","TRAVEL","10,559.37","8,013.33"
"HON. DENNIS J. KUCINICH","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","52,923.28","27,453.26"
"HON. DENNIS J. KUCINICH","2010","2010Q2","PRINTING AND REPRODUCTION","15,234.39","594.19"
"HON. DENNIS J. KUCINICH","2010","2010Q2","OTHER SERVICES","14,623.32","7,311.66"
"HON. DENNIS J. KUCINICH","2010","2010Q2","SUPPLIES AND MATERIALS","10,051.89","5,217.52"
"HON. DENNIS J. KUCINICH","2010","2010Q2","EQUIPMENT","2,304.98","1,165.89"
"HON. DOUG LAMBORN","2010","2010Q2","FRANKED MAIL","37,699.52","36,601.52"
"HON. DOUG LAMBORN","2010","2010Q2","PERSONNEL COMPENSATION","465,380.37","244,711.28"
"HON. DOUG LAMBORN","2010","2010Q2","TRAVEL","18,761.82","14,375.78"
"HON. DOUG LAMBORN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","52,430.76","33,835.28"
"HON. DOUG LAMBORN","2010","2010Q2","PRINTING AND REPRODUCTION","63,350.47","63,162.52"
"HON. DOUG LAMBORN","2010","2010Q2","OTHER SERVICES","35,758.00","21,319.00"
"HON. DOUG LAMBORN","2010","2010Q2","SUPPLIES AND MATERIALS","6,698.28","3,246.03"
"HON. DOUG LAMBORN","2010","2010Q2","EQUIPMENT","23,214.34","357.00"
"HON. LEONARD LANCE","2010","2010Q2","FRANKED MAIL","58,074.60","37,752.82"
"HON. LEONARD LANCE","2010","2010Q2","PERSONNEL COMPENSATION","432,831.49","229,912.02"
"HON. LEONARD LANCE","2010","2010Q2","TRAVEL","13,835.50","10,035.71"
"HON. LEONARD LANCE","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","81,063.54","35,172.31"
"HON. LEONARD LANCE","2010","2010Q2","PRINTING AND REPRODUCTION","55,307.65","10,782.00"
"HON. LEONARD LANCE","2010","2010Q2","OTHER SERVICES","23,026.90","11,674.27"
"HON. LEONARD LANCE","2010","2010Q2","SUPPLIES AND MATERIALS","8,644.21","3,040.68"
"HON. LEONARD LANCE","2010","2010Q2","EQUIPMENT","2,019.54","1,009.77"
"HON. JAMES R. LANGEVIN","2010","2010Q2","FRANKED MAIL","999.19","844.47"
"HON. JAMES R. LANGEVIN","2010","2010Q2","PERSONNEL COMPENSATION","513,543.36","267,370.94"
"HON. JAMES R. LANGEVIN","2010","2010Q2","TRAVEL","13,012.86","6,687.07"
"HON. JAMES R. LANGEVIN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","60,782.05","33,716.02"
"HON. JAMES R. LANGEVIN","2010","2010Q2","PRINTING AND REPRODUCTION","288.80","195.20"
"HON. JAMES R. LANGEVIN","2010","2010Q2","OTHER SERVICES","22,528.25","11,325.75"
"HON. JAMES R. LANGEVIN","2010","2010Q2","SUPPLIES AND MATERIALS","18,973.04","15,687.98"
"HON. JAMES R. LANGEVIN","2010","2010Q2","EQUIPMENT","2,544.21","1,568.98"
"HON. RICK LARSEN","2010","2010Q2","FRANKED MAIL","16,506.61","16,289.55"
"HON. RICK LARSEN","2010","2010Q2","PERSONNEL COMPENSATION","427,044.58","220,183.35"
"HON. RICK LARSEN","2010","2010Q2","TRAVEL","28,341.70","17,717.80"
"HON. RICK LARSEN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","48,477.97","27,648.13"
"HON. RICK LARSEN","2010","2010Q2","PRINTING AND REPRODUCTION","363.40","329.90"
"HON. RICK LARSEN","2010","2010Q2","OTHER SERVICES","23,936.24","12,928.24"
"HON. RICK LARSEN","2010","2010Q2","SUPPLIES AND MATERIALS","38,666.32","36,942.54"
"HON. RICK LARSEN","2010","2010Q2","EQUIPMENT","1,454.00","1,013.00"
"HON. JOHN B. LARSON","2010","2010Q2","FRANKED MAIL","608.16","383.02"
"HON. JOHN B. LARSON","2010","2010Q2","PERSONNEL COMPENSATION","486,135.42","253,286.38"
"HON. JOHN B. LARSON","2010","2010Q2","TRAVEL","29,403.67","16,764.37"
"HON. JOHN B. LARSON","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","52,926.73","28,410.57"
"HON. JOHN B. LARSON","2010","2010Q2","PRINTING AND REPRODUCTION","1,569.76","897.66"
"HON. JOHN B. LARSON","2010","2010Q2","OTHER SERVICES","29,123.97","17,744.47"
"HON. JOHN B. LARSON","2010","2010Q2","SUPPLIES AND MATERIALS","22,569.94","7,582.69"
"HON. JOHN B. LARSON","2010","2010Q2","EQUIPMENT","2,600.25","1,347.00"
"HON. TOM LATHAM","2010","2010Q2","FRANKED MAIL","83,766.32","44,342.83"
"HON. TOM LATHAM","2010","2010Q2","PERSONNEL COMPENSATION","426,696.47","214,895.91"
"HON. TOM LATHAM","2010","2010Q2","TRAVEL","22,092.12","14,744.03"
"HON. TOM LATHAM","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","53,134.86","24,387.21"
"HON. TOM LATHAM","2010","2010Q2","PRINTING AND REPRODUCTION","28,659.37","1,200.55"
"HON. TOM LATHAM","2010","2010Q2","OTHER SERVICES","23,281.10","12,889.55"
"HON. TOM LATHAM","2010","2010Q2","SUPPLIES AND MATERIALS","13,270.70","8,234.06"
"HON. TOM LATHAM","2010","2010Q2","EQUIPMENT","3,722.08","2,132.17"
"HON. STEVE C LATOURETTE","2010","2010Q2","FRANKED MAIL","2,358.17","1,561.93"
"HON. STEVE C LATOURETTE","2010","2010Q2","PERSONNEL COMPENSATION","459,425.93","221,653.86"
"HON. STEVE C LATOURETTE","2010","2010Q2","TRAVEL","7,842.88","4,038.87"
"HON. STEVE C LATOURETTE","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","40,160.28","21,346.27"
"HON. STEVE C LATOURETTE","2010","2010Q2","PRINTING AND REPRODUCTION","2,206.17","2,108.17"
"HON. STEVE C LATOURETTE","2010","2010Q2","OTHER SERVICES","20,715.25","10,120.25"
"HON. STEVE C LATOURETTE","2010","2010Q2","SUPPLIES AND MATERIALS","9,245.23","4,684.01"
"HON. STEVE C LATOURETTE","2010","2010Q2","EQUIPMENT","1,553.00","579.00"
"HON. ROBERT E. LATTA","2010","2010Q2","FRANKED MAIL","58,344.89","11,675.19"
"HON. ROBERT E. LATTA","2010","2010Q2","PERSONNEL COMPENSATION","391,393.16","200,407.20"
"HON. ROBERT E. LATTA","2010","2010Q2","TRAVEL","27,099.96","21,747.62"
"HON. ROBERT E. LATTA","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","49,356.02","29,476.23"
"HON. ROBERT E. LATTA","2010","2010Q2","PRINTING AND REPRODUCTION","3,599.43","3,310.78"
"HON. ROBERT E. LATTA","2010","2010Q2","OTHER SERVICES","14,402.75","8,360.75"
"HON. ROBERT E. LATTA","2010","2010Q2","SUPPLIES AND MATERIALS","20,871.10","16,193.17"
"HON. ROBERT E. LATTA","2010","2010Q2","EQUIPMENT","2,792.49","1,361.33"
"HON. BARBARA LEE","2010","2010Q2","FRANKED MAIL","818.76","524.62"
"HON. BARBARA LEE","2010","2010Q2","PERSONNEL COMPENSATION","463,222.69","236,770.38"
"HON. BARBARA LEE","2010","2010Q2","TRAVEL","15,852.05","12,032.75"
"HON. BARBARA LEE","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","81,078.87","38,952.73"
"HON. BARBARA LEE","2010","2010Q2","PRINTING AND REPRODUCTION","1,377.20","834.70"
"HON. BARBARA LEE","2010","2010Q2","OTHER SERVICES","29,850.12","18,978.84"
"HON. BARBARA LEE","2010","2010Q2","SUPPLIES AND MATERIALS","19,947.62","11,307.77"
"HON. BARBARA LEE","2010","2010Q2","EQUIPMENT","4,694.90","2,310.65"
"HON. CHRISTOPHER J. LEE","2010","2010Q2","FRANKED MAIL","69,600.35","67,831.81"
"HON. CHRISTOPHER J. LEE","2010","2010Q2","PERSONNEL COMPENSATION","403,598.25","202,663.90"
"HON. CHRISTOPHER J. LEE","2010","2010Q2","TRAVEL","21,448.37","13,136.14"
"HON. CHRISTOPHER J. LEE","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","102,963.93","79,417.23"
"HON. CHRISTOPHER J. LEE","2010","2010Q2","PRINTING AND REPRODUCTION","87,996.85","87,911.95"
"HON. CHRISTOPHER J. LEE","2010","2010Q2","OTHER SERVICES","27,290.30","21,082.67"
"HON. CHRISTOPHER J. LEE","2010","2010Q2","SUPPLIES AND MATERIALS","12,497.61","10,153.01"
"HON. CHRISTOPHER J. LEE","2010","2010Q2","EQUIPMENT","1,754.20","1,102.03"
"HON. SANDER M LEVIN","2010","2010Q2","FRANKED MAIL","44,431.32","43,907.02"
"HON. SANDER M LEVIN","2010","2010Q2","PERSONNEL COMPENSATION","539,223.97","284,888.66"
"HON. SANDER M LEVIN","2010","2010Q2","TRAVEL","20,392.01","14,655.93"
"HON. SANDER M LEVIN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","41,245.06","22,681.89"
"HON. SANDER M LEVIN","2010","2010Q2","PRINTING AND REPRODUCTION","29,939.11","29,932.61"
"HON. SANDER M LEVIN","2010","2010Q2","OTHER SERVICES","14,702.59","6,475.00"
"HON. SANDER M LEVIN","2010","2010Q2","SUPPLIES AND MATERIALS","14,041.96","10,890.44"
"HON. SANDER M LEVIN","2010","2010Q2","EQUIPMENT","1,442.98","876.00"
"HON. JERRY LEWIS","2010","2010Q2","FRANKED MAIL","1,147.82","851.73"
"HON. JERRY LEWIS","2010","2010Q2","PERSONNEL COMPENSATION","488,796.52","250,264.83"
"HON. JERRY LEWIS","2010","2010Q2","TRAVEL","17,150.77","10,670.32"
"HON. JERRY LEWIS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","35,458.54","18,403.08"
"HON. JERRY LEWIS","2010","2010Q2","PRINTING AND REPRODUCTION","410.30","385.70"
"HON. JERRY LEWIS","2010","2010Q2","OTHER SERVICES","21,125.50","11,158.00"
"HON. JERRY LEWIS","2010","2010Q2","SUPPLIES AND MATERIALS","23,060.97","17,623.66"
"HON. JERRY LEWIS","2010","2010Q2","EQUIPMENT","6,857.02","6,178.51"
"HON. JOHN LEWIS","2010","2010Q2","FRANKED MAIL","31,532.12","31,368.85"
"HON. JOHN LEWIS","2010","2010Q2","PERSONNEL COMPENSATION","468,432.47","232,921.60"
"HON. JOHN LEWIS","2010","2010Q2","TRAVEL","20,445.90","12,228.81"
"HON. JOHN LEWIS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","66,121.55","34,287.02"
"HON. JOHN LEWIS","2010","2010Q2","PRINTING AND REPRODUCTION","22,573.06","22,454.61"
"HON. JOHN LEWIS","2010","2010Q2","OTHER SERVICES","25,776.00","14,388.00"
"HON. JOHN LEWIS","2010","2010Q2","SUPPLIES AND MATERIALS","28,086.54","18,429.57"
"HON. JOHN LEWIS","2010","2010Q2","EQUIPMENT","11,264.45","6,793.27"
"HON. JOHN LINDER","2010","2010Q2","FRANKED MAIL","1,257.60","767.61"
"HON. JOHN LINDER","2010","2010Q2","PERSONNEL COMPENSATION","430,878.53","215,729.14"
"HON. JOHN LINDER","2010","2010Q2","TRAVEL","8,457.80","6,080.00"
"HON. JOHN LINDER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","19,562.05","11,409.66"
"HON. JOHN LINDER","2010","2010Q2","PRINTING AND REPRODUCTION","239.40","159.60"
"HON. JOHN LINDER","2010","2010Q2","OTHER SERVICES","14,004.00","7,152.00"
"HON. JOHN LINDER","2010","2010Q2","SUPPLIES AND MATERIALS","1,561.00","1,132.12"
"HON. JOHN LINDER","2010","2010Q2","EQUIPMENT","1,784.07","871.50"
"HON. DANIEL LIPINSKI","2010","2010Q2","FRANKED MAIL","21,665.61","20,747.54"
"HON. DANIEL LIPINSKI","2010","2010Q2","PERSONNEL COMPENSATION","444,711.03","215,469.38"
"HON. DANIEL LIPINSKI","2010","2010Q2","TRAVEL","13,081.85","9,087.61"
"HON. DANIEL LIPINSKI","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","63,136.36","33,396.35"
"HON. DANIEL LIPINSKI","2010","2010Q2","PRINTING AND REPRODUCTION","64,144.65","63,920.35"
"HON. DANIEL LIPINSKI","2010","2010Q2","OTHER SERVICES","17,808.34","9,916.88"
"HON. DANIEL LIPINSKI","2010","2010Q2","SUPPLIES AND MATERIALS","20,118.72","13,178.47"
"HON. DANIEL LIPINSKI","2010","2010Q2","EQUIPMENT","5,399.20","4,592.17"
"HON. FRANK A LOBIONDO","2010","2010Q2","FRANKED MAIL","1,765.88","1,368.81"
"HON. FRANK A LOBIONDO","2010","2010Q2","PERSONNEL COMPENSATION","481,865.00","242,555.55"
"HON. FRANK A LOBIONDO","2010","2010Q2","TRAVEL","7,561.91","5,436.44"
"HON. FRANK A LOBIONDO","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","31,765.89","17,777.32"
"HON. FRANK A LOBIONDO","2010","2010Q2","PRINTING AND REPRODUCTION","1,258.65","1,014.85"
"HON. FRANK A LOBIONDO","2010","2010Q2","OTHER SERVICES","21,480.15","10,917.89"
"HON. FRANK A LOBIONDO","2010","2010Q2","SUPPLIES AND MATERIALS","7,692.91","4,573.78"
"HON. FRANK A LOBIONDO","2010","2010Q2","EQUIPMENT","1,657.98","1,091.05"
"HON. DAVID LOEBSACK","2010","2010Q2","FRANKED MAIL","15,603.36","15,054.31"
"HON. DAVID LOEBSACK","2010","2010Q2","PERSONNEL COMPENSATION","449,764.65","238,152.83"
"HON. DAVID LOEBSACK","2010","2010Q2","TRAVEL","30,247.93","13,506.30"
"HON. DAVID LOEBSACK","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","41,299.65","24,239.35"
"HON. DAVID LOEBSACK","2010","2010Q2","PRINTING AND REPRODUCTION","410.59","283.09"
"HON. DAVID LOEBSACK","2010","2010Q2","OTHER SERVICES","17,447.18","9,389.18"
"HON. DAVID LOEBSACK","2010","2010Q2","SUPPLIES AND MATERIALS","15,847.22","3,006.58"
"HON. DAVID LOEBSACK","2010","2010Q2","EQUIPMENT","1,442.52","721.26"
"HON. ZOE LOFGREN","2010","2010Q2","FRANKED MAIL","1,577.51","1,043.72"
"HON. ZOE LOFGREN","2010","2010Q2","PERSONNEL COMPENSATION","562,179.84","282,921.09"
"HON. ZOE LOFGREN","2010","2010Q2","TRAVEL","10,191.44","4,677.99"
"HON. ZOE LOFGREN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","46,237.66","24,985.84"
"HON. ZOE LOFGREN","2010","2010Q2","PRINTING AND REPRODUCTION","4,045.25","4,013.35"
"HON. ZOE LOFGREN","2010","2010Q2","OTHER SERVICES","18,326.89","10,484.89"
"HON. ZOE LOFGREN","2010","2010Q2","SUPPLIES AND MATERIALS","8,718.41","4,496.09"
"HON. ZOE LOFGREN","2010","2010Q2","EQUIPMENT","1,869.48","934.74"
"HON. NITA M LOWEY","2010","2010Q2","FRANKED MAIL","73,392.97","72,678.70"
"HON. NITA M LOWEY","2010","2010Q2","PERSONNEL COMPENSATION","391,003.22","200,606.61"
"HON. NITA M LOWEY","2010","2010Q2","TRAVEL","9,299.59","7,528.65"
"HON. NITA M LOWEY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","83,015.91","53,818.09"
"HON. NITA M LOWEY","2010","2010Q2","PRINTING AND REPRODUCTION","25,486.65","25,348.65"
"HON. NITA M LOWEY","2010","2010Q2","OTHER SERVICES","23,776.00","12,088.00"
"HON. NITA M LOWEY","2010","2010Q2","SUPPLIES AND MATERIALS","12,223.91","6,141.25"
"HON. NITA M LOWEY","2010","2010Q2","EQUIPMENT","2,701.31","2,161.18"
"HON. FRANK D LUCAS","2010","2010Q2","FRANKED MAIL","33,806.34","22,849.86"
"HON. FRANK D LUCAS","2010","2010Q2","PERSONNEL COMPENSATION","402,182.83","203,902.80"
"HON. FRANK D LUCAS","2010","2010Q2","TRAVEL","57,060.74","33,827.30"
"HON. FRANK D LUCAS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","57,291.90","30,564.17"
"HON. FRANK D LUCAS","2010","2010Q2","PRINTING AND REPRODUCTION","24,856.50","18,035.20"
"HON. FRANK D LUCAS","2010","2010Q2","OTHER SERVICES","19,135.00","9,389.00"
"HON. FRANK D LUCAS","2010","2010Q2","SUPPLIES AND MATERIALS","18,921.08","14,136.13"
"HON. FRANK D LUCAS","2010","2010Q2","EQUIPMENT","3,343.38","2,111.18"
"HON. BLAINE LUETKEMEYER","2010","2010Q2","FRANKED MAIL","60,330.46","58,329.72"
"HON. BLAINE LUETKEMEYER","2010","2010Q2","PERSONNEL COMPENSATION","415,015.26","208,363.97"
"HON. BLAINE LUETKEMEYER","2010","2010Q2","TRAVEL","23,742.73","13,444.85"
"HON. BLAINE LUETKEMEYER","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","66,445.12","32,557.22"
"HON. BLAINE LUETKEMEYER","2010","2010Q2","PRINTING AND REPRODUCTION","26,446.69","26,433.84"
"HON. BLAINE LUETKEMEYER","2010","2010Q2","OTHER SERVICES","12,310.26","6,192.63"
"HON. BLAINE LUETKEMEYER","2010","2010Q2","SUPPLIES AND MATERIALS","3,938.94","1,373.75"
"HON. BLAINE LUETKEMEYER","2010","2010Q2","EQUIPMENT","1,807.08","903.54"
"HON. BEN RAY LUJAN","2010","2010Q2","FRANKED MAIL","17,278.24","629.57"
"HON. BEN RAY LUJAN","2010","2010Q2","PERSONNEL COMPENSATION","444,030.73","224,120.82"
"HON. BEN RAY LUJAN","2010","2010Q2","TRAVEL","47,437.70","39,423.22"
"HON. BEN RAY LUJAN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","41,118.76","25,236.46"
"HON. BEN RAY LUJAN","2010","2010Q2","PRINTING AND REPRODUCTION","26,582.98","4,742.11"
"HON. BEN RAY LUJAN","2010","2010Q2","OTHER SERVICES","24,898.22","15,040.95"
"HON. BEN RAY LUJAN","2010","2010Q2","SUPPLIES AND MATERIALS","5,058.45","2,914.03"
"HON. BEN RAY LUJAN","2010","2010Q2","EQUIPMENT","4,503.48","2,220.24"
"HON. CYNTHIA M. LUMMIS","2010","2010Q2","FRANKED MAIL","1,291.39","957.31"
"HON. CYNTHIA M. LUMMIS","2010","2010Q2","PERSONNEL COMPENSATION","514,726.65","261,259.59"
"HON. CYNTHIA M. LUMMIS","2010","2010Q2","TRAVEL","52,555.15","40,049.60"
"HON. CYNTHIA M. LUMMIS","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","36,010.08","22,619.92"
"HON. CYNTHIA M. LUMMIS","2010","2010Q2","PRINTING AND REPRODUCTION","2,249.55","2,186.25"
"HON. CYNTHIA M. LUMMIS","2010","2010Q2","OTHER SERVICES","23,636.98","11,874.70"
"HON. CYNTHIA M. LUMMIS","2010","2010Q2","SUPPLIES AND MATERIALS","6,488.91","3,616.75"
"HON. CYNTHIA M. LUMMIS","2010","2010Q2","EQUIPMENT","6,038.85","4,797.85"
"HON. DANIEL E. LUNGREN","2010","2010Q2","FRANKED MAIL","49,811.97","30,776.10"
"HON. DANIEL E. LUNGREN","2010","2010Q2","PERSONNEL COMPENSATION","495,592.66","244,729.84"
"HON. DANIEL E. LUNGREN","2010","2010Q2","TRAVEL","36,025.64","23,230.41"
"HON. DANIEL E. LUNGREN","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","73,126.73","30,611.66"
"HON. DANIEL E. LUNGREN","2010","2010Q2","PRINTING AND REPRODUCTION","38,753.70","38,500.91"
"HON. DANIEL E. LUNGREN","2010","2010Q2","OTHER SERVICES","26,005.58","15,475.50"
"HON. DANIEL E. LUNGREN","2010","2010Q2","SUPPLIES AND MATERIALS","9,998.20","6,983.57"
"HON. DANIEL E. LUNGREN","2010","2010Q2","EQUIPMENT","559.15","144.81"
"HON. STEPHEN F. LYNCH","2010","2010Q2","FRANKED MAIL","37,479.40","36,918.16"
"HON. STEPHEN F. LYNCH","2010","2010Q2","PERSONNEL COMPENSATION","503,832.95","258,484.65"
"HON. STEPHEN F. LYNCH","2010","2010Q2","TRAVEL","13,096.46","11,021.76"
"HON. STEPHEN F. LYNCH","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","76,415.82","39,330.70"
"HON. STEPHEN F. LYNCH","2010","2010Q2","PRINTING AND REPRODUCTION","39,641.70","39,588.90"
"HON. STEPHEN F. LYNCH","2010","2010Q2","OTHER SERVICES","26,555.12","13,945.01"
"HON. STEPHEN F. LYNCH","2010","2010Q2","SUPPLIES AND MATERIALS","5,636.86","2,816.63"
"HON. STEPHEN F. LYNCH","2010","2010Q2","EQUIPMENT","1,735.51","736.98"
"HON. CONNIE MACK","2010","2010Q2","FRANKED MAIL","28,731.09","26,544.11"
"HON. CONNIE MACK","2010","2010Q2","PERSONNEL COMPENSATION","395,566.81","210,777.81"
"HON. CONNIE MACK","2010","2010Q2","TRAVEL","23,803.18","11,357.82"
"HON. CONNIE MACK","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","37,532.66","20,189.89"
"HON. CONNIE MACK","2010","2010Q2","PRINTING AND REPRODUCTION","32,860.08","32,496.33"
"HON. CONNIE MACK","2010","2010Q2","OTHER SERVICES","17,545.40","10,641.02"
"HON. CONNIE MACK","2010","2010Q2","SUPPLIES AND MATERIALS","5,099.65","3,480.97"
"HON. CONNIE MACK","2010","2010Q2","EQUIPMENT","2,348.86","2,229.00"
"HON. DANIEL B. MAFFEI","2010","2010Q2","FRANKED MAIL","34,782.15","34,087.90"
"HON. DANIEL B. MAFFEI","2010","2010Q2","PERSONNEL COMPENSATION","412,421.21","221,327.75"
"HON. DANIEL B. MAFFEI","2010","2010Q2","TRAVEL","11,223.58","8,394.43"
"HON. DANIEL B. MAFFEI","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","43,328.92","26,964.72"
"HON. DANIEL B. MAFFEI","2010","2010Q2","PRINTING AND REPRODUCTION","20,163.44","19,976.82"
"HON. DANIEL B. MAFFEI","2010","2010Q2","OTHER SERVICES","24,806.65","12,421.73"
"HON. DANIEL B. MAFFEI","2010","2010Q2","SUPPLIES AND MATERIALS","9,830.83","7,126.33"
"HON. DANIEL B. MAFFEI","2010","2010Q2","EQUIPMENT","6,055.62","4,762.47"
"HON. CAROLYN B MALONEY","2010","2010Q2","FRANKED MAIL","19,141.12","4,056.47"
"HON. CAROLYN B MALONEY","2010","2010Q2","PERSONNEL COMPENSATION","606,505.11","311,254.53"
"HON. CAROLYN B MALONEY","2010","2010Q2","TRAVEL","15,582.70","13,149.84"
"HON. CAROLYN B MALONEY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","64,650.41","35,186.89"
"HON. CAROLYN B MALONEY","2010","2010Q2","PRINTING AND REPRODUCTION","6,383.48","6,230.48"
"HON. CAROLYN B MALONEY","2010","2010Q2","OTHER SERVICES","28,460.50","14,666.00"
"HON. CAROLYN B MALONEY","2010","2010Q2","SUPPLIES AND MATERIALS","31,895.97","10,080.10"
"HON. CAROLYN B MALONEY","2010","2010Q2","EQUIPMENT","4,781.21","2,593.15"
"HON. DONALD A MANZULLO","2010","2010Q2","FRANKED MAIL","5,815.72","4,407.22"
"HON. DONALD A MANZULLO","2010","2010Q2","PERSONNEL COMPENSATION","469,060.89","237,340.49"
"HON. DONALD A MANZULLO","2010","2010Q2","TRAVEL","12,223.00","6,053.04"
"HON. DONALD A MANZULLO","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","41,557.21","21,440.78"
"HON. DONALD A MANZULLO","2010","2010Q2","PRINTING AND REPRODUCTION","333.50","162.10"
"HON. DONALD A MANZULLO","2010","2010Q2","OTHER SERVICES","27,847.87","14,494.00"
"HON. DONALD A MANZULLO","2010","2010Q2","SUPPLIES AND MATERIALS","9,878.93","5,370.57"
"HON. DONALD A MANZULLO","2010","2010Q2","EQUIPMENT","1,815.00","1,194.00"
"HON. KENNY MARCHANT","2010","2010Q2","FRANKED MAIL","3,157.75","2,191.13"
"HON. KENNY MARCHANT","2010","2010Q2","PERSONNEL COMPENSATION","384,408.66","194,019.82"
"HON. KENNY MARCHANT","2010","2010Q2","TRAVEL","20,971.05","13,593.07"
"HON. KENNY MARCHANT","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","40,189.57","22,051.97"
"HON. KENNY MARCHANT","2010","2010Q2","PRINTING AND REPRODUCTION","1,587.45","1,587.45"
"HON. KENNY MARCHANT","2010","2010Q2","OTHER SERVICES","25,077.04","12,862.95"
"HON. KENNY MARCHANT","2010","2010Q2","SUPPLIES AND MATERIALS","11,735.30","8,340.19"
"HON. KENNY MARCHANT","2010","2010Q2","EQUIPMENT","1,261.06","1,012.06"
"HON. BETSY MARKEY","2010","2010Q2","FRANKED MAIL","76,881.87","76,317.03"
"HON. BETSY MARKEY","2010","2010Q2","PERSONNEL COMPENSATION","436,620.90","222,766.90"
"HON. BETSY MARKEY","2010","2010Q2","TRAVEL","38,975.84","25,433.53"
"HON. BETSY MARKEY","2010","2010Q2","RENT, COMMUNICATION, UTILITIES","37,748.00","20,856.51"
"HON. BETSY MARKEY","2010","2010Q2","PRINTING AND REPRODUCTION","798.67","460.73"
"HON. BETSY MARKEY","2010","2010Q2","OTHER SERVICES","24,294.19","18,416.77"
"HON. BETSY MARKEY","2010","2010Q2","SUPPLIES AND MATERIALS","6,674.24","4,777.22"
"HON. BETSY MARKEY","2010","2010Q2","EQUIPMENT","1,211.08","627.48"
"HON. EDWARD J MARKEY","2010","2010Q2","FRANKED MAIL","514.56","399.55"
