"OFFICE","YEAR","QUARTER","CATEGORY","YTD","AMOUNT"
"HON. JOHN B. LARSON","2010","2010Q3","EQUIPMENT","3,853.50","1,253.25"
"HON. TOM LATHAM","2010","2010Q3","FRANKED MAIL","140,253.25","56,486.93"
"HON. TOM LATHAM","2010","2010Q3","PERSONNEL COMPENSATION","627,445.92","200,749.45"
"HON. TOM LATHAM","2010","2010Q3","TRAVEL","38,474.82","16,382.70"
"HON. TOM LATHAM","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","91,695.85","38,560.99"
"HON. TOM LATHAM","2010","2010Q3","PRINTING AND REPRODUCTION","61,015.42","32,356.05"
"HON. TOM LATHAM","2010","2010Q3","OTHER SERVICES","42,611.40","19,330.30"
"HON. TOM LATHAM","2010","2010Q3","SUPPLIES AND MATERIALS","15,279.07","2,008.37"
"HON. TOM LATHAM","2010","2010Q3","EQUIPMENT","10,479.71","6,757.63"
"HON. STEVE C LATOURETTE","2010","2010Q3","FRANKED MAIL","3,627.51","1,269.34"
"HON. STEVE C LATOURETTE","2010","2010Q3","PERSONNEL COMPENSATION","684,153.41","224,727.48"
"HON. STEVE C LATOURETTE","2010","2010Q3","TRAVEL","17,298.45","9,455.57"
"HON. STEVE C LATOURETTE","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","61,232.83","21,072.55"
"HON. STEVE C LATOURETTE","2010","2010Q3","PRINTING AND REPRODUCTION","3,242.26","1,036.09"
"HON. STEVE C LATOURETTE","2010","2010Q3","OTHER SERVICES","40,566.14","19,850.89"
"HON. STEVE C LATOURETTE","2010","2010Q3","SUPPLIES AND MATERIALS","16,687.77","7,442.54"
"HON. STEVE C LATOURETTE","2010","2010Q3","EQUIPMENT","4,841.00","3,288.00"
"HON. ROBERT E. LATTA","2010","2010Q3","FRANKED MAIL","106,036.07","47,691.18"
"HON. ROBERT E. LATTA","2010","2010Q3","PERSONNEL COMPENSATION","582,976.62","191,583.46"
"HON. ROBERT E. LATTA","2010","2010Q3","TRAVEL","51,400.37","24,300.41"
"HON. ROBERT E. LATTA","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","93,156.36","43,800.34"
"HON. ROBERT E. LATTA","2010","2010Q3","PRINTING AND REPRODUCTION","32,738.64","29,139.21"
"HON. ROBERT E. LATTA","2010","2010Q3","OTHER SERVICES","32,710.91","18,308.16"
"HON. ROBERT E. LATTA","2010","2010Q3","SUPPLIES AND MATERIALS","27,694.52","6,823.42"
"HON. ROBERT E. LATTA","2010","2010Q3","EQUIPMENT","6,625.99","3,833.50"
"HON. BARBARA LEE","2010","2010Q3","FRANKED MAIL","35,439.43","34,620.67"
"HON. BARBARA LEE","2010","2010Q3","PERSONNEL COMPENSATION","704,478.50","241,255.81"
"HON. BARBARA LEE","2010","2010Q3","TRAVEL","27,106.12","11,254.07"
"HON. BARBARA LEE","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","122,443.14","41,364.27"
"HON. BARBARA LEE","2010","2010Q3","PRINTING AND REPRODUCTION","21,135.50","19,758.30"
"HON. BARBARA LEE","2010","2010Q3","OTHER SERVICES","52,648.89","22,798.77"
"HON. BARBARA LEE","2010","2010Q3","SUPPLIES AND MATERIALS","26,814.59","6,866.97"
"HON. BARBARA LEE","2010","2010Q3","EQUIPMENT","11,788.10","7,093.20"
"HON. CHRISTOPHER J. LEE","2010","2010Q3","FRANKED MAIL","147,836.92","78,236.57"
"HON. CHRISTOPHER J. LEE","2010","2010Q3","PERSONNEL COMPENSATION","592,070.44","188,472.19"
"HON. CHRISTOPHER J. LEE","2010","2010Q3","TRAVEL","30,329.17","8,880.80"
"HON. CHRISTOPHER J. LEE","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","121,345.19","18,381.26"
"HON. CHRISTOPHER J. LEE","2010","2010Q3","PRINTING AND REPRODUCTION","90,459.85","2,463.00"
"HON. CHRISTOPHER J. LEE","2010","2010Q3","OTHER SERVICES","37,199.93","9,909.63"
"HON. CHRISTOPHER J. LEE","2010","2010Q3","SUPPLIES AND MATERIALS","14,899.81","2,402.20"
"HON. CHRISTOPHER J. LEE","2010","2010Q3","EQUIPMENT","2,756.23","1,002.03"
"HON. SANDER M LEVIN","2010","2010Q3","FRANKED MAIL","45,813.98","1,382.66"
"HON. SANDER M LEVIN","2010","2010Q3","PERSONNEL COMPENSATION","828,750.60","289,526.63"
"HON. SANDER M LEVIN","2010","2010Q3","TRAVEL","25,600.58","5,208.57"
"HON. SANDER M LEVIN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","66,430.76","25,185.70"
"HON. SANDER M LEVIN","2010","2010Q3","PRINTING AND REPRODUCTION","30,227.91","288.80"
"HON. SANDER M LEVIN","2010","2010Q3","OTHER SERVICES","43,119.31","28,416.72"
"HON. SANDER M LEVIN","2010","2010Q3","SUPPLIES AND MATERIALS","21,101.58","7,059.62"
"HON. SANDER M LEVIN","2010","2010Q3","EQUIPMENT","2,174.98","732.00"
"HON. JERRY LEWIS","2010","2010Q3","FRANKED MAIL","47,020.67","45,872.85"
"HON. JERRY LEWIS","2010","2010Q3","PERSONNEL COMPENSATION","753,699.23","264,902.71"
"HON. JERRY LEWIS","2010","2010Q3","TRAVEL","26,430.50","9,279.73"
"HON. JERRY LEWIS","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","66,932.45","31,473.91"
"HON. JERRY LEWIS","2010","2010Q3","PRINTING AND REPRODUCTION","31,218.67","30,808.37"
"HON. JERRY LEWIS","2010","2010Q3","OTHER SERVICES","31,883.50","10,758.00"
"HON. JERRY LEWIS","2010","2010Q3","SUPPLIES AND MATERIALS","29,959.13","6,898.16"
"HON. JERRY LEWIS","2010","2010Q3","EQUIPMENT","8,750.90","1,893.88"
"HON. JOHN LEWIS","2010","2010Q3","FRANKED MAIL","38,034.17","6,502.05"
"HON. JOHN LEWIS","2010","2010Q3","PERSONNEL COMPENSATION","690,189.61","221,757.14"
"HON. JOHN LEWIS","2010","2010Q3","TRAVEL","33,512.32","13,066.42"
"HON. JOHN LEWIS","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","102,202.68","36,081.13"
"HON. JOHN LEWIS","2010","2010Q3","PRINTING AND REPRODUCTION","28,355.96","5,782.90"
"HON. JOHN LEWIS","2010","2010Q3","OTHER SERVICES","42,584.43","16,808.43"
"HON. JOHN LEWIS","2010","2010Q3","SUPPLIES AND MATERIALS","39,835.37","11,748.83"
"HON. JOHN LEWIS","2010","2010Q3","EQUIPMENT","17,691.02","6,426.57"
"HON. JOHN LINDER","2010","2010Q3","FRANKED MAIL","2,085.19","827.59"
"HON. JOHN LINDER","2010","2010Q3","PERSONNEL COMPENSATION","655,260.47","224,381.94"
"HON. JOHN LINDER","2010","2010Q3","TRAVEL","8,672.20","214.40"
"HON. JOHN LINDER","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","29,041.78","9,479.73"
"HON. JOHN LINDER","2010","2010Q3","PRINTING AND REPRODUCTION","379.10","139.70"
"HON. JOHN LINDER","2010","2010Q3","OTHER SERVICES","22,354.32","8,350.32"
"HON. JOHN LINDER","2010","2010Q3","SUPPLIES AND MATERIALS","2,292.57","731.57"
"HON. JOHN LINDER","2010","2010Q3","EQUIPMENT","2,655.57","871.50"
"HON. DANIEL LIPINSKI","2010","2010Q3","FRANKED MAIL","97,959.38","76,293.77"
"HON. DANIEL LIPINSKI","2010","2010Q3","PERSONNEL COMPENSATION","648,019.31","203,308.28"
"HON. DANIEL LIPINSKI","2010","2010Q3","TRAVEL","20,118.83","7,036.98"
"HON. DANIEL LIPINSKI","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","96,840.15","33,703.79"
"HON. DANIEL LIPINSKI","2010","2010Q3","PRINTING AND REPRODUCTION","122,079.51","57,934.86"
"HON. DANIEL LIPINSKI","2010","2010Q3","OTHER SERVICES","25,836.75","8,028.41"
"HON. DANIEL LIPINSKI","2010","2010Q3","SUPPLIES AND MATERIALS","26,905.47","6,786.75"
"HON. DANIEL LIPINSKI","2010","2010Q3","EQUIPMENT","8,086.75","2,687.55"
"HON. FRANK A LOBIONDO","2010","2010Q3","FRANKED MAIL","3,056.41","1,290.53"
"HON. FRANK A LOBIONDO","2010","2010Q3","PERSONNEL COMPENSATION","717,979.45","236,114.45"
"HON. FRANK A LOBIONDO","2010","2010Q3","TRAVEL","11,647.67","4,085.76"
"HON. FRANK A LOBIONDO","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","47,728.79","15,962.90"
"HON. FRANK A LOBIONDO","2010","2010Q3","PRINTING AND REPRODUCTION","2,056.37","797.72"
"HON. FRANK A LOBIONDO","2010","2010Q3","OTHER SERVICES","32,069.04","10,588.89"
"HON. FRANK A LOBIONDO","2010","2010Q3","SUPPLIES AND MATERIALS","11,103.53","3,410.62"
"HON. FRANK A LOBIONDO","2010","2010Q3","EQUIPMENT","2,971.19","1,313.21"
"HON. DAVID LOEBSACK","2010","2010Q3","FRANKED MAIL","72,949.23","57,345.87"
"HON. DAVID LOEBSACK","2010","2010Q3","PERSONNEL COMPENSATION","690,335.12","240,570.47"
"HON. DAVID LOEBSACK","2010","2010Q3","TRAVEL","60,091.93","29,844.00"
"HON. DAVID LOEBSACK","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","66,660.26","25,360.61"
"HON. DAVID LOEBSACK","2010","2010Q3","PRINTING AND REPRODUCTION","85,875.90","85,465.31"
"HON. DAVID LOEBSACK","2010","2010Q3","OTHER SERVICES","26,521.57","9,074.39"
"HON. DAVID LOEBSACK","2010","2010Q3","SUPPLIES AND MATERIALS","18,390.49","2,543.27"
"HON. DAVID LOEBSACK","2010","2010Q3","EQUIPMENT","2,163.78","721.26"
"HON. ZOE LOFGREN","2010","2010Q3","FRANKED MAIL","3,319.36","1,741.85"
"HON. ZOE LOFGREN","2010","2010Q3","PERSONNEL COMPENSATION","847,052.01","284,872.17"
"HON. ZOE LOFGREN","2010","2010Q3","TRAVEL","13,483.48","3,292.04"
"HON. ZOE LOFGREN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","69,323.57","23,085.91"
"HON. ZOE LOFGREN","2010","2010Q3","PRINTING AND REPRODUCTION","4,119.05","73.80"
"HON. ZOE LOFGREN","2010","2010Q3","OTHER SERVICES","29,256.24","10,929.35"
"HON. ZOE LOFGREN","2010","2010Q3","SUPPLIES AND MATERIALS","19,595.06","10,876.65"
"HON. ZOE LOFGREN","2010","2010Q3","EQUIPMENT","2,804.22","934.74"
"HON. NITA M LOWEY","2010","2010Q3","FRANKED MAIL","110,907.21","37,514.24"
"HON. NITA M LOWEY","2010","2010Q3","PERSONNEL COMPENSATION","592,865.09","201,861.87"
"HON. NITA M LOWEY","2010","2010Q3","TRAVEL","15,725.64","6,426.05"
"HON. NITA M LOWEY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","113,719.84","30,703.93"
"HON. NITA M LOWEY","2010","2010Q3","PRINTING AND REPRODUCTION","121,551.52","96,064.87"
"HON. NITA M LOWEY","2010","2010Q3","OTHER SERVICES","35,564.00","11,788.00"
"HON. NITA M LOWEY","2010","2010Q3","SUPPLIES AND MATERIALS","16,063.28","3,839.37"
"HON. NITA M LOWEY","2010","2010Q3","EQUIPMENT","4,196.91","1,495.60"
"HON. FRANK D LUCAS","2010","2010Q3","FRANKED MAIL","50,347.52","16,541.18"
"HON. FRANK D LUCAS","2010","2010Q3","PERSONNEL COMPENSATION","595,105.04","192,922.21"
"HON. FRANK D LUCAS","2010","2010Q3","TRAVEL","80,671.63","23,610.89"
"HON. FRANK D LUCAS","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","86,472.50","29,180.60"
"HON. FRANK D LUCAS","2010","2010Q3","PRINTING AND REPRODUCTION","38,992.69","14,136.19"
"HON. FRANK D LUCAS","2010","2010Q3","OTHER SERVICES","29,643.02","10,508.02"
"HON. FRANK D LUCAS","2010","2010Q3","SUPPLIES AND MATERIALS","23,060.78","4,139.70"
"HON. FRANK D LUCAS","2010","2010Q3","EQUIPMENT","4,879.56","1,536.18"
"HON. BLAINE LUETKEMEYER","2010","2010Q3","FRANKED MAIL","98,956.98","38,626.52"
"HON. BLAINE LUETKEMEYER","2010","2010Q3","PERSONNEL COMPENSATION","630,557.00","215,541.74"
"HON. BLAINE LUETKEMEYER","2010","2010Q3","TRAVEL","36,681.28","12,938.55"
"HON. BLAINE LUETKEMEYER","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","84,547.63","18,102.51"
"HON. BLAINE LUETKEMEYER","2010","2010Q3","PRINTING AND REPRODUCTION","75,714.18","49,267.49"
"HON. BLAINE LUETKEMEYER","2010","2010Q3","OTHER SERVICES","31,265.95","18,955.69"
"HON. BLAINE LUETKEMEYER","2010","2010Q3","SUPPLIES AND MATERIALS","7,649.62","3,710.68"
"HON. BLAINE LUETKEMEYER","2010","2010Q3","EQUIPMENT","5,070.62","3,263.54"
"HON. BEN RAY LUJAN","2010","2010Q3","FRANKED MAIL","86,475.00","69,196.76"
"HON. BEN RAY LUJAN","2010","2010Q3","PERSONNEL COMPENSATION","682,114.05","238,083.32"
"HON. BEN RAY LUJAN","2010","2010Q3","TRAVEL","69,290.61","21,852.91"
"HON. BEN RAY LUJAN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","74,377.35","33,258.59"
"HON. BEN RAY LUJAN","2010","2010Q3","PRINTING AND REPRODUCTION","41,524.62","14,941.64"
"HON. BEN RAY LUJAN","2010","2010Q3","OTHER SERVICES","35,607.85","10,709.63"
"HON. BEN RAY LUJAN","2010","2010Q3","SUPPLIES AND MATERIALS","9,376.72","4,318.27"
"HON. BEN RAY LUJAN","2010","2010Q3","EQUIPMENT","6,723.72","2,220.24"
"HON. CYNTHIA M. LUMMIS","2010","2010Q3","FRANKED MAIL","2,145.99","854.60"
"HON. CYNTHIA M. LUMMIS","2010","2010Q3","PERSONNEL COMPENSATION","773,299.13","258,572.48"
"HON. CYNTHIA M. LUMMIS","2010","2010Q3","TRAVEL","109,127.33","56,572.18"
"HON. CYNTHIA M. LUMMIS","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","52,836.78","16,826.70"
"HON. CYNTHIA M. LUMMIS","2010","2010Q3","PRINTING AND REPRODUCTION","2,293.05","43.50"
"HON. CYNTHIA M. LUMMIS","2010","2010Q3","OTHER SERVICES","36,133.42","12,496.44"
"HON. CYNTHIA M. LUMMIS","2010","2010Q3","SUPPLIES AND MATERIALS","14,688.27","8,199.36"
"HON. CYNTHIA M. LUMMIS","2010","2010Q3","EQUIPMENT","6,995.85","957.00"
"HON. DANIEL E. LUNGREN","2010","2010Q3","FRANKED MAIL","92,942.64","43,130.67"
"HON. DANIEL E. LUNGREN","2010","2010Q3","PERSONNEL COMPENSATION","744,296.94","248,704.28"
"HON. DANIEL E. LUNGREN","2010","2010Q3","TRAVEL","51,898.96","15,873.32"
"HON. DANIEL E. LUNGREN","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","118,333.79","45,207.06"
"HON. DANIEL E. LUNGREN","2010","2010Q3","PRINTING AND REPRODUCTION","70,138.10","31,384.40"
"HON. DANIEL E. LUNGREN","2010","2010Q3","OTHER SERVICES","43,341.08","17,335.50"
"HON. DANIEL E. LUNGREN","2010","2010Q3","SUPPLIES AND MATERIALS","17,460.72","7,462.52"
"HON. DANIEL E. LUNGREN","2010","2010Q3","EQUIPMENT","1,356.49","797.34"
"HON. STEPHEN F. LYNCH","2010","2010Q3","FRANKED MAIL","38,109.58","630.18"
"HON. STEPHEN F. LYNCH","2010","2010Q3","PERSONNEL COMPENSATION","759,282.18","255,449.23"
"HON. STEPHEN F. LYNCH","2010","2010Q3","TRAVEL","18,336.73","5,240.27"
"HON. STEPHEN F. LYNCH","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","114,710.26","38,294.44"
"HON. STEPHEN F. LYNCH","2010","2010Q3","PRINTING AND REPRODUCTION","39,837.10","195.40"
"HON. STEPHEN F. LYNCH","2010","2010Q3","OTHER SERVICES","40,533.35","13,978.23"
"HON. STEPHEN F. LYNCH","2010","2010Q3","SUPPLIES AND MATERIALS","9,333.24","3,696.38"
"HON. STEPHEN F. LYNCH","2010","2010Q3","EQUIPMENT","2,472.49","736.98"
"HON. CONNIE MACK","2010","2010Q3","FRANKED MAIL","48,090.47","19,359.38"
"HON. CONNIE MACK","2010","2010Q3","PERSONNEL COMPENSATION","621,052.94","225,486.13"
"HON. CONNIE MACK","2010","2010Q3","TRAVEL","39,786.00","15,982.82"
"HON. CONNIE MACK","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","64,696.44","27,163.78"
"HON. CONNIE MACK","2010","2010Q3","PRINTING AND REPRODUCTION","34,254.43","1,394.35"
"HON. CONNIE MACK","2010","2010Q3","OTHER SERVICES","26,038.39","8,492.99"
"HON. CONNIE MACK","2010","2010Q3","SUPPLIES AND MATERIALS","12,431.10","7,331.45"
"HON. CONNIE MACK","2010","2010Q3","EQUIPMENT","3,575.84","1,226.98"
"HON. DANIEL B. MAFFEI","2010","2010Q3","FRANKED MAIL","55,885.99","21,103.84"
"HON. DANIEL B. MAFFEI","2010","2010Q3","PERSONNEL COMPENSATION","633,326.64","220,905.43"
"HON. DANIEL B. MAFFEI","2010","2010Q3","TRAVEL","21,373.17","10,149.59"
"HON. DANIEL B. MAFFEI","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","63,617.31","20,288.39"
"HON. DANIEL B. MAFFEI","2010","2010Q3","PRINTING AND REPRODUCTION","76,860.94","56,697.50"
"HON. DANIEL B. MAFFEI","2010","2010Q3","OTHER SERVICES","34,328.65","9,522.00"
"HON. DANIEL B. MAFFEI","2010","2010Q3","SUPPLIES AND MATERIALS","17,839.91","8,009.08"
"HON. DANIEL B. MAFFEI","2010","2010Q3","EQUIPMENT","7,848.77","1,793.15"
"HON. CAROLYN B MALONEY","2010","2010Q3","FRANKED MAIL","77,989.79","58,848.67"
"HON. CAROLYN B MALONEY","2010","2010Q3","PERSONNEL COMPENSATION","913,135.70","306,630.59"
"HON. CAROLYN B MALONEY","2010","2010Q3","TRAVEL","23,790.70","8,208.00"
"HON. CAROLYN B MALONEY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","98,361.31","33,710.90"
"HON. CAROLYN B MALONEY","2010","2010Q3","PRINTING AND REPRODUCTION","36,655.28","30,271.80"
"HON. CAROLYN B MALONEY","2010","2010Q3","OTHER SERVICES","42,593.50","14,133.00"
"HON. CAROLYN B MALONEY","2010","2010Q3","SUPPLIES AND MATERIALS","43,169.87","11,273.90"
"HON. CAROLYN B MALONEY","2010","2010Q3","EQUIPMENT","8,115.99","3,334.78"
"HON. DONALD A MANZULLO","2010","2010Q3","FRANKED MAIL","10,782.58","4,966.86"
"HON. DONALD A MANZULLO","2010","2010Q3","PERSONNEL COMPENSATION","710,480.11","241,419.22"
"HON. DONALD A MANZULLO","2010","2010Q3","TRAVEL","27,590.16","15,367.16"
"HON. DONALD A MANZULLO","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","64,631.58","23,074.37"
"HON. DONALD A MANZULLO","2010","2010Q3","PRINTING AND REPRODUCTION","3,783.40","3,449.90"
"HON. DONALD A MANZULLO","2010","2010Q3","OTHER SERVICES","43,662.37","15,814.50"
"HON. DONALD A MANZULLO","2010","2010Q3","SUPPLIES AND MATERIALS","14,648.64","4,769.71"
"HON. DONALD A MANZULLO","2010","2010Q3","EQUIPMENT","3,359.36","1,544.36"
"HON. KENNY MARCHANT","2010","2010Q3","FRANKED MAIL","29,303.46","26,145.71"
"HON. KENNY MARCHANT","2010","2010Q3","PERSONNEL COMPENSATION","577,578.59","193,169.93"
"HON. KENNY MARCHANT","2010","2010Q3","TRAVEL","39,157.75","18,186.70"
"HON. KENNY MARCHANT","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","60,998.24","20,808.67"
"HON. KENNY MARCHANT","2010","2010Q3","PRINTING AND REPRODUCTION","29,341.70","27,754.25"
"HON. KENNY MARCHANT","2010","2010Q3","OTHER SERVICES","39,544.16","14,467.12"
"HON. KENNY MARCHANT","2010","2010Q3","SUPPLIES AND MATERIALS","18,712.04","6,976.74"
"HON. KENNY MARCHANT","2010","2010Q3","EQUIPMENT","4,045.79","2,784.73"
"HON. BETSY MARKEY","2010","2010Q3","FRANKED MAIL","82,577.63","5,695.76"
"HON. BETSY MARKEY","2010","2010Q3","PERSONNEL COMPENSATION","669,065.42","232,444.52"
"HON. BETSY MARKEY","2010","2010Q3","TRAVEL","75,965.86","36,990.02"
"HON. BETSY MARKEY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","70,043.04","32,295.04"
"HON. BETSY MARKEY","2010","2010Q3","PRINTING AND REPRODUCTION","101,510.03","100,711.36"
"HON. BETSY MARKEY","2010","2010Q3","OTHER SERVICES","36,984.37","12,690.18"
"HON. BETSY MARKEY","2010","2010Q3","SUPPLIES AND MATERIALS","15,505.98","8,831.74"
"HON. BETSY MARKEY","2010","2010Q3","EQUIPMENT","3,039.53","1,828.45"
"HON. EDWARD J MARKEY","2010","2010Q3","FRANKED MAIL","890.56","376.00"
"HON. EDWARD J MARKEY","2010","2010Q3","PERSONNEL COMPENSATION","713,782.62","244,375.03"
"HON. EDWARD J MARKEY","2010","2010Q3","TRAVEL","13,760.23","3,682.41"
"HON. EDWARD J MARKEY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","71,563.43","24,675.14"
"HON. EDWARD J MARKEY","2010","2010Q3","PRINTING AND REPRODUCTION","591.35","294.05"
"HON. EDWARD J MARKEY","2010","2010Q3","OTHER SERVICES","29,348.43","13,752.00"
"HON. EDWARD J MARKEY","2010","2010Q3","SUPPLIES AND MATERIALS","19,979.22","5,416.21"
"HON. EDWARD J MARKEY","2010","2010Q3","EQUIPMENT","3,941.29","2,859.97"
"HON. JIM MARSHALL","2010","2010Q3","FRANKED MAIL","7,710.00","2,898.54"
"HON. JIM MARSHALL","2010","2010Q3","PERSONNEL COMPENSATION","567,526.50","188,226.98"
"HON. JIM MARSHALL","2010","2010Q3","TRAVEL","18,742.21","6,552.00"
"HON. JIM MARSHALL","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","47,335.29","16,001.28"
"HON. JIM MARSHALL","2010","2010Q3","PRINTING AND REPRODUCTION","745.58","426.87"
"HON. JIM MARSHALL","2010","2010Q3","OTHER SERVICES","46,675.00","17,083.00"
"HON. JIM MARSHALL","2010","2010Q3","SUPPLIES AND MATERIALS","6,330.18","1,987.82"
"HON. JIM MARSHALL","2010","2010Q3","EQUIPMENT","2,633.16","702.72"
"HON. ERIC J. J. MASSA","2010","2010Q3","FRANKED MAIL","2,884.99","353.26"
"HON. ERIC J. J. MASSA","2010","2010Q3","PERSONNEL COMPENSATION","742,384.51","209,033.31"
"HON. ERIC J. J. MASSA","2010","2010Q3","TRAVEL","23,410.61","2,595.50"
"HON. ERIC J. J. MASSA","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","71,411.18","20,368.52"
"HON. ERIC J. J. MASSA","2010","2010Q3","PRINTING AND REPRODUCTION","11,614.40","9,965.00"
"HON. ERIC J. J. MASSA","2010","2010Q3","OTHER SERVICES","29,222.89","9,823.63"
"HON. ERIC J. J. MASSA","2010","2010Q3","SUPPLIES AND MATERIALS","4,728.32","181.78"
"HON. ERIC J. J. MASSA","2010","2010Q3","EQUIPMENT","13,204.16","4,599.66"
"HON. JIM MATHESON","2010","2010Q3","FRANKED MAIL","54,919.43","53,331.92"
"HON. JIM MATHESON","2010","2010Q3","PERSONNEL COMPENSATION","663,237.24","221,695.63"
"HON. JIM MATHESON","2010","2010Q3","TRAVEL","60,640.86","23,020.66"
"HON. JIM MATHESON","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","70,402.59","23,866.03"
"HON. JIM MATHESON","2010","2010Q3","PRINTING AND REPRODUCTION","46,256.19","45,274.38"
"HON. JIM MATHESON","2010","2010Q3","OTHER SERVICES","36,998.39","8,534.00"
"HON. JIM MATHESON","2010","2010Q3","SUPPLIES AND MATERIALS","13,550.05","6,217.93"
"HON. JIM MATHESON","2010","2010Q3","EQUIPMENT","3,800.18","1,574.37"
"HON. DORIS MATSUI","2010","2010Q3","FRANKED MAIL","46,142.72","25,108.65"
"HON. DORIS MATSUI","2010","2010Q3","PERSONNEL COMPENSATION","679,938.17","226,333.28"
"HON. DORIS MATSUI","2010","2010Q3","TRAVEL","30,927.89","13,568.96"
"HON. DORIS MATSUI","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","107,285.98","39,731.29"
"HON. DORIS MATSUI","2010","2010Q3","PRINTING AND REPRODUCTION","37,072.51","36,721.89"
"HON. DORIS MATSUI","2010","2010Q3","OTHER SERVICES","43,731.96","17,592.80"
"HON. DORIS MATSUI","2010","2010Q3","SUPPLIES AND MATERIALS","10,295.34","3,555.53"
"HON. DORIS MATSUI","2010","2010Q3","EQUIPMENT","2,941.83","980.61"
"HON. CAROLYN MCCARTHY","2010","2010Q3","FRANKED MAIL","82,708.81","30,826.34"
"HON. CAROLYN MCCARTHY","2010","2010Q3","PERSONNEL COMPENSATION","665,767.73","222,728.17"
"HON. CAROLYN MCCARTHY","2010","2010Q3","TRAVEL","19,657.10","7,842.41"
"HON. CAROLYN MCCARTHY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","85,605.96","36,508.39"
"HON. CAROLYN MCCARTHY","2010","2010Q3","PRINTING AND REPRODUCTION","114,750.82","42,896.29"
"HON. CAROLYN MCCARTHY","2010","2010Q3","OTHER SERVICES","25,380.36","10,512.36"
"HON. CAROLYN MCCARTHY","2010","2010Q3","SUPPLIES AND MATERIALS","18,218.51","8,706.83"
"HON. CAROLYN MCCARTHY","2010","2010Q3","EQUIPMENT","4,786.35","3,194.02"
"HON. KEVIN MCCARTHY","2010","2010Q3","FRANKED MAIL","28,789.02","5,886.73"
"HON. KEVIN MCCARTHY","2010","2010Q3","PERSONNEL COMPENSATION","755,134.32","263,383.34"
"HON. KEVIN MCCARTHY","2010","2010Q3","TRAVEL","36,426.88","12,436.29"
"HON. KEVIN MCCARTHY","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","97,785.60","28,604.21"
"HON. KEVIN MCCARTHY","2010","2010Q3","PRINTING AND REPRODUCTION","38,819.73","3,048.12"
"HON. KEVIN MCCARTHY","2010","2010Q3","OTHER SERVICES","60,076.92","26,214.42"
"HON. KEVIN MCCARTHY","2010","2010Q3","SUPPLIES AND MATERIALS","23,553.22","8,192.18"
"HON. KEVIN MCCARTHY","2010","2010Q3","EQUIPMENT","13,317.35","3,749.69"
"HON. MICHAEL T. MCCAUL","2010","2010Q3","FRANKED MAIL","47,968.72","16,437.32"
"HON. MICHAEL T. MCCAUL","2010","2010Q3","PERSONNEL COMPENSATION","758,149.18","238,557.52"
"HON. MICHAEL T. MCCAUL","2010","2010Q3","TRAVEL","54,079.89","21,914.19"
"HON. MICHAEL T. MCCAUL","2010","2010Q3","RENT, COMMUNICATION, UTILITIES","93,984.55","30,767.80"
"HON. MICHAEL T. MCCAUL","2010","2010Q3","PRINTING AND REPRODUCTION","31,366.71","689.86"
"HON. MICHAEL T. MCCAUL","2010","2010Q3","OTHER SERVICES","26,834.00","9,037.00"
"HON. MICHAEL T. MCCAUL","2010","2010Q3","SUPPLIES AND MATERIALS","15,193.46","5,703.92"
"HON. MICHAEL T. MCCAUL","2010","2010Q3","EQUIPMENT","3,164.06","703.96"
"HON. TOM MCCLINTOCK","2010","2010Q3","FRANKED MAIL","74,316.75","26,437.33"
"HON. TOM MCCLINTOCK","2010","2010Q3","PERSONNEL COMPENSATION","683,215.22","234,784.32"
"HON. TOM MCCLINTOCK","2010","2010Q3","TRAVEL","72,319.85","23,350.49"
